generation,units,dropout_rate,val_loss
0,118.1794352033802,0.11935500131054683,0.0012277424102649093
0,120.8205647966198,0.26314178135890487,0.00140290311537683
0,60.0,0.13814254923989247,0.001526993466541171
0,45.0,0.6699324925486821,0.0008095292723737657
0,101.0,0.99,0.013061939738690853
0,86.0,0.03146485268696576,0.001211083959788084
0,61.297126204271265,0.23760856031959374,0.0011285264045000076
0,77.70287379572873,0.5748415764954542,0.0008290983969345689
0,115.32385909615658,0.04980959842146068,0.0011611254885792732
0,100.77566258975041,0.8413513996126549,0.0008117711404338479
1,45.0,0.6699324925486821,0.001087937387637794
1,45.0,0.6699324925486821,0.0006319695385172963
1,84.30506476451264,0.4598855477245028,0.0009717718348838389
1,53.397809031216106,0.25309857801084384,0.0010658728424459696
1,45.0,0.6699324925486821,0.0008913365309126675
1,100.77566258975041,0.8413513996126549,0.0004941407241858542
1,100.77566258975041,0.8413513996126549,0.0008154825773090124
1,45.0,0.6699324925486821,0.0007822804618626833
1,77.70287379572873,0.5748415764954542,0.001313199638389051
1,120.8205647966198,0.26314178135890487,0.0012620468623936176
2,35.472880231582565,0.669932492548682,0.0010406863875687122
2,45.0,0.669932492548682,0.001219147932715714
2,100.77566258975041,0.8413513996126549,0.0005226433859206736
2,100.77566258975041,0.8413513996126549,0.0007990701706148684
2,113.90393182239944,0.606331195818399,0.0010343713220208883
2,31.871730767350982,0.9049526963429381,0.0028931121341884136
2,100.77566258975041,0.8413513996126549,0.0009229787974618375
2,45.0,0.6699324925486821,0.0010215028887614608
2,44.41854537207122,0.7178658898551687,0.0009070022497326136
2,53.979263659144884,0.20516518070435724,0.0011933657806366682
3,44.41854537207122,0.7178658898551687,0.0008386177942156792
3,35.472880231582565,0.669932492548682,0.0007474886951968074
3,45.6319925101988,0.99,0.025969071313738823
3,99.56221545162283,0.7376912477068347,0.0006863094167783856
3,99.31425667470208,0.9929185901790438,0.018615318462252617
3,55.44066957419323,0.05359799013796829,0.0016211643815040588
3,100.77566258975041,0.8413513996126549,0.0010023782961070538
3,100.77566258975041,0.8413513996126549,0.0008740268531255424
3,124.15645289672538,0.9050281367288497,0.0005393169703893363
3,12.092089924607578,0.6062557554324872,0.0014552291249856353
4,124.15645289672538,0.9050281367288497,0.0005122767761349678
4,35.472880231582565,0.669932492548682,0.0006666172412224114
4,124.15645289672538,0.9050281367288497,0.0004717119154520333
4,124.15645289672538,0.9050281367288497,0.0007318184361793101
4,100.77566258975041,0.8413513996126549,0.00047661756980232894
4,44.41854537207122,0.7178658898551687,0.0008312381105497479
4,99.56221545162283,0.7376912477068347,0.000834764214232564
4,99.56221545162283,0.7376912477068347,0.0010680569102987647
4,124.15645289672538,0.9050281367288497,0.0006546220974996686
4,99.56221545162283,0.7376912477068347,0.0007800585008226335
