trial_id,units,dropout_rate,val_loss
00,32,0.30000000000000004,0.000602616579271853
01,64,0.1,0.0002670694375410676
02,96,0.1,0.00043279308010824025
03,96,0.4,0.0005230650422163308
04,64,0.4,0.0005787141853943467
05,32,0.4,0.0005909086903557181
06,32,0.2,0.00041976425563916564
07,128,0.1,0.0003216091135982424
08,96,0.0,0.00033422489650547504
09,128,0.30000000000000004,0.0003874210815411061
