capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
1030.88,85.91,103.35,3.22,2020-08-02T08:15:30,29730,100mA,25C,0.17546033994334276,0.47422680412371143,0.8244532328548149,0.8245111470917923,0.6926073196461902
1030.54,85.88,103.35,3.22,2020-08-02T08:16:30,29790,100mA,25C,0.175814447592068,0.47422680412371143,0.8241003124383686,0.8241375015568564,0.6926073196461902
1028.66,85.72,103.35,3.22,2020-08-02T08:22:00,30120,100mA,25C,0.17776203966005666,0.47422680412371143,0.822148870135667,0.8221447253705318,0.6926073196461902
1026.27,85.52,103.35,3.22,2020-08-02T08:29:00,30540,100mA,25C,0.18024079320113312,0.47422680412371143,0.8196680472082958,0.8196537551376262,0.6926073196461902
1026.1,85.51,103.35,3.22,2020-08-02T08:29:30,30570,100mA,25C,0.18041784702549574,0.47422680412371143,0.8194915870000725,0.8195292066259809,0.6926073196461902
1024.74,85.39,103.35,3.22,2020-08-02T08:33:30,30810,100mA,25C,0.18183427762039658,0.47422680412371143,0.8180799053342884,0.8180346244862375,0.6926073196461902
1024.23,85.35,103.35,3.22,2020-08-02T08:35:00,30900,100mA,25C,0.1823654390934844,0.47422680412371143,0.8175505247096191,0.8175364304396562,0.6926073196461902
1023.71,85.31,103.35,3.22,2020-08-02T08:36:30,30990,100mA,25C,0.18289660056657223,0.47422680412371143,0.8170107640727016,0.8170382363930753,0.6926073196461902
1023.54,85.3,103.35,3.22,2020-08-02T08:37:00,31020,100mA,25C,0.18307365439093484,0.47422680412371143,0.8168343038644785,0.8169136878814298,0.6926073196461902
1023.03,85.25,103.35,3.22,2020-08-02T08:38:30,31110,100mA,25C,0.18360481586402266,0.47422680412371143,0.8163049232398094,0.8162909453232035,0.6926073196461902
1020.64,85.05,103.35,3.22,2020-08-02T08:45:30,31530,100mA,25C,0.18608356940509913,0.47422680412371143,0.8138241003124385,0.8137999750902976,0.6926073196461902
1020.3,85.03,103.35,3.22,2020-08-02T08:46:30,31590,100mA,25C,0.18643767705382436,0.47422680412371143,0.8134711798959922,0.8135508780670071,0.6926073196461902
