capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
592.3,53.84,39.69,4.1,2020-06-30T00:47:30,89250,50mA,5C,0.43373669631141565,0.8137254901960778,0.5266068048523501,0.5662877008362304,0.1252926834380559
592.13,53.82,39.69,4.08,2020-06-30T00:48:00,89280,50mA,5C,0.4338824901589153,0.8039215686274508,0.5264482922599233,0.5660997838955181,0.1252926834380559
591.96,53.8,39.69,4.08,2020-06-30T00:48:30,89310,50mA,5C,0.4340282840064149,0.8039215686274508,0.5262897796674966,0.5659118669548059,0.1252926834380559
591.62,53.77,39.69,4.08,2020-06-30T00:49:30,89370,50mA,5C,0.4343198717014142,0.8039215686274508,0.5259727544826428,0.5656299915437376,0.1252926834380559
591.28,53.74,39.69,4.08,2020-06-30T00:50:30,89430,50mA,5C,0.43461145939641344,0.8039215686274508,0.5256557292977891,0.5653481161326693,0.1252926834380559
591.11,53.73,39.69,4.08,2020-06-30T00:51:00,89460,50mA,5C,0.43475725324391307,0.8039215686274508,0.5254972167053623,0.5652541576623131,0.1252926834380559
590.77,53.7,39.69,4.1,2020-06-30T00:52:00,89520,50mA,5C,0.4350488409389124,0.8137254901960778,0.5251801915205087,0.564972282251245,0.1252926834380559
589.91,53.62,39.69,4.08,2020-06-30T00:54:30,89670,50mA,5C,0.43577781017641054,0.8039215686274508,0.5243783042882317,0.564220614488396,0.1252926834380559
589.4,53.57,39.69,4.08,2020-06-30T00:56:00,89760,50mA,5C,0.43621519171890943,0.8039215686274508,0.5239027665109512,0.5637508221366155,0.1252926834380559
589.06,53.54,39.69,4.08,2020-06-30T00:57:00,89820,50mA,5C,0.4365067794139087,0.8039215686274508,0.5235857413260976,0.5634689467255473,0.1252926834380559
588.89,53.53,39.69,4.08,2020-06-30T00:57:30,89850,50mA,5C,0.4366525732614083,0.8039215686274508,0.5234272287336709,0.5633749882551912,0.1252926834380559
588.55,53.49,39.69,4.08,2020-06-30T00:58:30,89910,50mA,5C,0.43694416095640765,0.8039215686274508,0.5231102035488171,0.5629991543737668,0.1252926834380559
587.35,53.39,39.69,4.08,2020-06-30T01:02:00,90120,50mA,5C,0.43796471788890506,0.8039215686274508,0.5219912911316866,0.5620595696702058,0.1252926834380559
