capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
839.92,76.35,27.06,3.9,2020-06-19T12:42:00,45720,30mA,5C,0.22218982358944453,0.7156862745098036,0.7574943821272389,0.7777882176078172,0.12507919271771828
502.54,45.68,27.06,3.72,2020-06-20T05:10:30,105030,30mA,5C,0.5104242600962239,0.6274509803921566,0.4429121560509851,0.48961758902565067,0.12507919271771828
420.27,38.2,27.06,3.7,2020-06-20T09:11:30,119490,30mA,5C,0.5806968945910482,0.6176470588235292,0.3662013855865432,0.4193366531992859,0.12507919271771828
419.58,38.14,27.06,3.7,2020-06-20T09:13:30,119610,30mA,5C,0.5812800699810468,0.6176470588235292,0.3655580109466931,0.4187729023771493,0.12507919271771828
419.41,38.12,27.06,3.7,2020-06-20T09:14:00,119640,30mA,5C,0.5814258638285464,0.6176470588235292,0.3653994983542663,0.4185849854364371,0.12507919271771828
418.73,38.06,27.06,3.7,2020-06-20T09:16:00,119760,30mA,5C,0.582009039218545,0.6176470588235292,0.364765447984559,0.4180212346143005,0.12507919271771828
418.22,38.01,27.06,3.7,2020-06-20T09:17:30,119850,30mA,5C,0.5824464207610439,0.6176470588235292,0.3642899102072785,0.41755144226251995,0.12507919271771828
417.88,37.98,27.06,3.7,2020-06-20T09:18:30,119910,30mA,5C,0.5827380084560432,0.6176470588235292,0.36397288502242486,0.4172695668514516,0.12507919271771828
417.54,37.95,27.06,3.7,2020-06-20T09:19:30,119970,30mA,5C,0.5830295961510424,0.6176470588235292,0.3636558598375712,0.4169876914403834,0.12507919271771828
417.37,37.93,27.06,3.7,2020-06-20T09:20:00,120000,30mA,5C,0.583175389998542,0.6176470588235292,0.3634973472451444,0.41679977449967115,0.12507919271771828
416.51,37.86,27.06,3.7,2020-06-20T09:22:30,120150,30mA,5C,0.5839043592360402,0.6176470588235292,0.36269546001286745,0.4161420652071784,0.12507919271771828
415.83,37.79,27.06,3.7,2020-06-20T09:24:30,120270,30mA,5C,0.5844875346260388,0.6176470588235292,0.36206140964316014,0.4154843559146857,0.12507919271771828
415.66,37.78,27.06,3.7,2020-06-20T09:25:00,120300,30mA,5C,0.5846333284735384,0.6176470588235292,0.36190289705073336,0.4153903974443296,0.12507919271771828
414.98,37.72,27.06,3.7,2020-06-20T09:27:00,120420,30mA,5C,0.585216503863537,0.6176470588235292,0.36126884668102605,0.414826646622193,0.12507919271771828
414.12,37.64,27.06,3.7,2020-06-20T09:29:30,120570,30mA,5C,0.5859454731010351,0.6176470588235292,0.3604669594487491,0.4140749788593442,0.12507919271771828
413.78,37.61,27.06,3.7,2020-06-20T09:30:30,120630,30mA,5C,0.5862370607960344,0.6176470588235292,0.36014993426389547,0.41379310344827586,0.12507919271771828
412.93,37.53,27.06,3.7,2020-06-20T09:33:00,120780,30mA,5C,0.5869660300335325,0.6176470588235292,0.3593573713017613,0.41304143568542706,0.12507919271771828
412.76,37.51,27.06,3.7,2020-06-20T09:33:30,120810,30mA,5C,0.5871118238810322,0.6176470588235292,0.3591988587093345,0.4128535187447148,0.12507919271771828
411.9,37.44,27.06,3.7,2020-06-20T09:36:00,120960,30mA,5C,0.5878407931185303,0.6176470588235292,0.35839697147705757,0.4121958094522221,0.12507919271771828
411.73,37.42,27.06,3.7,2020-06-20T09:36:30,120990,30mA,5C,0.58798658696603,0.6176470588235292,0.3582384588846308,0.41200789251150993,0.12507919271771828
405.25,36.83,27.06,3.7,2020-06-20T09:55:30,122130,30mA,5C,0.5935267531710161,0.6176470588235292,0.3521963318321258,0.40646434276049986,0.12507919271771828
