capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
936.35,93.63,84.95,3.76,2020-07-05T03:06:30,11190,100mA,35C,0.0669178327951202,0.6551724137931034,0.9329117259552042,0.932862563237774,0.0011037052218626177
929.35,92.93,84.95,3.76,2020-07-05T03:27:00,12420,100mA,35C,0.07427341227125941,0.6551724137931034,0.9255335968379447,0.9254848229342328,0.0011037052218626177
928.67,92.87,84.95,3.76,2020-07-05T03:29:00,12540,100mA,35C,0.07499102978112666,0.6551724137931034,0.9248168642951251,0.9248524451939293,0.0011037052218626177
775.25,77.52,84.95,3.64,2020-07-05T10:58:30,39510,100mA,35C,0.23627556512378903,0.6034482758620692,0.7631093544137022,0.7630691399662731,0.0011037052218626177
