capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
791.97,66.0,102.34,3.12,2020-08-02T19:55:30,71730,100mA,25C,0.4233356940509915,0.4226804123711341,0.5764643602279451,0.5765350604060282,0.6844112634910331
790.6,65.88,102.34,3.12,2020-08-02T19:59:30,71970,100mA,25C,0.42475212464589235,0.4226804123711341,0.5750422985499123,0.5750404782662847,0.6844112634910331
790.26,65.85,102.34,3.12,2020-08-02T20:00:30,72030,100mA,25C,0.4251062322946175,0.4226804123711341,0.5746893781334662,0.5746668327313488,0.6844112634910331
789.75,65.81,102.34,3.12,2020-08-02T20:02:00,72120,100mA,25C,0.4256373937677054,0.4226804123711341,0.5741599975087971,0.5741686386847678,0.6844112634910331
789.24,65.77,102.34,3.12,2020-08-02T20:03:30,72210,100mA,25C,0.42616855524079317,0.4226804123711341,0.573630616884128,0.5736704446381865,0.6844112634910331
788.04,65.67,102.34,3.12,2020-08-02T20:07:00,72420,100mA,25C,0.4274079320113314,0.4226804123711341,0.5723850154143182,0.5724249595217338,0.6844112634910331
787.87,65.66,102.34,3.12,2020-08-02T20:07:30,72450,100mA,25C,0.42758498583569404,0.4226804123711341,0.5722085552060951,0.5723004110100884,0.6844112634910331
787.53,65.63,102.34,3.12,2020-08-02T20:08:30,72510,100mA,25C,0.4279390934844192,0.4226804123711341,0.5718556347896491,0.5719267654751525,0.6844112634910331
787.19,65.6,102.34,3.12,2020-08-02T20:09:30,72570,100mA,25C,0.42829320113314445,0.4226804123711341,0.571502714373203,0.5715531199402166,0.6844112634910331
786.33,65.53,102.34,3.12,2020-08-02T20:12:00,72720,100mA,25C,0.4291784702549575,0.4226804123711341,0.5706100333198394,0.5706812803586997,0.6844112634910331
