capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
1089.93,90.83,83.27,3.5,2020-08-06T05:22:30,19350,100mA,45C,0.11419971671388102,0.6185567010309279,0.8857472051817021,0.8857890148212728,0.5296599853931672
1088.56,90.71,83.27,3.5,2020-08-06T05:26:30,19590,100mA,45C,0.11561614730878186,0.6185567010309279,0.8843251435036692,0.8842944326815294,0.5296599853931672
1078.66,89.89,83.27,3.52,2020-08-06T05:55:30,21330,100mA,45C,0.12588526912181303,0.6288659793814433,0.8740489313777391,0.874081454726616,0.5296599853931672
1076.62,89.72,83.27,3.52,2020-08-06T06:01:30,21690,100mA,45C,0.1280099150141643,0.6288659793814433,0.8719314088790624,0.8719641300286463,0.5296599853931672
