capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
510.9,42.57,48.28,3.46,2020-08-23T09:39:00,121140,50mA,25C,0.714943342776204,0.597938144329897,0.28471335596175995,0.28471789762112343,0.24571938651302444
510.39,42.53,48.28,3.46,2020-08-23T09:40:30,121230,50mA,25C,0.7154745042492917,0.597938144329897,0.28418397533709083,0.2842197035745423,0.24571938651302444
510.22,42.51,48.28,3.46,2020-08-23T09:41:00,121260,50mA,25C,0.7156515580736543,0.597938144329897,0.2840075151288679,0.2839706065512517,0.24571938651302444
510.04,42.5,48.28,3.5,2020-08-23T09:41:30,121290,50mA,25C,0.7158286118980169,0.6185567010309279,0.28382067490839635,0.2838460580396064,0.24571938651302444
509.53,42.46,48.28,3.46,2020-08-23T09:43:00,121380,50mA,25C,0.7163597733711048,0.597938144329897,0.28329129428372724,0.28334786399302525,0.24571938651302444
507.31,42.27,48.28,3.46,2020-08-23T09:49:30,121770,50mA,25C,0.7186614730878187,0.597938144329897,0.2809869315645792,0.2809814422717649,0.24571938651302444
506.46,42.2,48.28,3.5,2020-08-23T09:52:00,121920,50mA,25C,0.7195467422096317,0.6185567010309279,0.280104630523464,0.28010960269024787,0.24571938651302444
506.12,42.17,48.28,3.46,2020-08-23T09:53:00,121980,50mA,25C,0.7199008498583569,0.597938144329897,0.27975171010701794,0.27973595715531197,0.24571938651302444
505.27,42.1,48.28,3.5,2020-08-23T09:55:30,122130,50mA,25C,0.72078611898017,0.6185567010309279,0.27886940906590263,0.27886411757379503,0.24571938651302444
504.07,42.0,48.28,3.46,2020-08-23T09:59:00,122340,50mA,25C,0.7220254957507082,0.597938144329897,0.27762380759609295,0.2776186324573421,0.24571938651302444
503.73,41.97,48.28,3.46,2020-08-23T10:00:00,122400,50mA,25C,0.7223796033994334,0.597938144329897,0.2772708871796469,0.2772449869224063,0.24571938651302444
503.22,41.93,48.28,3.46,2020-08-23T10:01:30,122490,50mA,25C,0.7229107648725211,0.597938144329897,0.27674150655497776,0.27674679287582515,0.24571938651302444
502.88,41.9,48.28,3.46,2020-08-23T10:02:30,122550,50mA,25C,0.7232648725212464,0.597938144329897,0.2763885861385317,0.27637314734088925,0.24571938651302444
502.02,41.83,48.28,3.46,2020-08-23T10:05:00,122700,50mA,25C,0.7241501416430595,0.597938144329897,0.27549590508516797,0.2755013077593722,0.24571938651302444
501.85,41.82,48.28,3.46,2020-08-23T10:05:30,122730,50mA,25C,0.7243271954674221,0.597938144329897,0.27531944487694493,0.275376759247727,0.24571938651302444
501.68,41.8,48.28,3.46,2020-08-23T10:06:00,122760,50mA,25C,0.7245042492917847,0.597938144329897,0.2751429846687219,0.2751276622244364,0.24571938651302444
500.83,41.73,48.28,3.46,2020-08-23T10:08:30,122910,50mA,25C,0.7253895184135977,0.597938144329897,0.2742606836276067,0.27425582264291937,0.24571938651302444
