capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
824.06,82.4,41.91,3.92,2020-07-27T08:35:30,30930,50mA,45C,0.18496591316828132,0.7241379310344829,0.8145559947299077,0.8145025295109612,0.0007973102737913647
815.86,81.58,41.91,3.92,2020-07-27T08:59:30,32370,50mA,45C,0.1935773232866882,0.7241379310344829,0.8059130434782609,0.8058600337268128,0.0007973102737913647
813.82,81.38,41.91,3.92,2020-07-27T09:05:30,32730,50mA,45C,0.19573017581628993,0.7241379310344829,0.8037628458498024,0.803752107925801,0.0007973102737913647
810.74,81.07,41.91,3.92,2020-07-27T09:14:30,33270,50mA,45C,0.1989594546106925,0.7241379310344829,0.8005164690382082,0.8004848229342326,0.0007973102737913647
805.97,80.59,41.91,3.92,2020-07-27T09:28:30,34110,50mA,45C,0.20398277717976318,0.7241379310344829,0.7954888010540184,0.7954258010118044,0.0007973102737913647
795.39,79.54,41.91,3.92,2020-07-27T09:59:30,35970,50mA,45C,0.21510584858270543,0.7241379310344829,0.7843372859025033,0.7843591905564925,0.0007973102737913647
787.71,78.77,41.91,3.9,2020-07-27T10:22:00,37320,50mA,45C,0.22317904556871188,0.7155172413793105,0.7762424242424243,0.7762436762225969,0.0007973102737913647
787.36,78.73,41.91,3.9,2020-07-27T10:23:00,37380,50mA,45C,0.2235378543236455,0.7155172413793105,0.7758735177865612,0.7758220910623946,0.0007973102737913647
784.8,78.48,41.91,3.9,2020-07-27T10:30:30,37830,50mA,45C,0.22622891998564765,0.7155172413793105,0.7731752305665348,0.7731871838111299,0.0007973102737913647
784.29,78.43,41.91,3.9,2020-07-27T10:32:00,37920,50mA,45C,0.22676713311804808,0.7155172413793105,0.7726376811594202,0.772660202360877,0.0007973102737913647
783.78,78.38,41.91,3.9,2020-07-27T10:33:30,38010,50mA,45C,0.22730534625044851,0.7155172413793105,0.7721001317523056,0.7721332209106239,0.0007973102737913647
782.59,78.26,41.91,3.9,2020-07-27T10:37:00,38220,50mA,45C,0.22856117689271618,0.7155172413793105,0.7708458498023716,0.770868465430017,0.0007973102737913647
782.25,78.22,41.91,3.9,2020-07-27T10:38:00,38280,50mA,45C,0.22891998564764982,0.7155172413793105,0.7704874835309617,0.7704468802698144,0.0007973102737913647
773.54,77.35,41.91,3.9,2020-07-27T11:03:30,39810,50mA,45C,0.23806960889845713,0.7155172413793105,0.7613069828722002,0.7612774030354131,0.0007973102737913647
