capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
1028.5,93.5,96.54,3.92,2020-06-05T03:29:30,12570,100mA,35C,0.06108762210234728,0.725490196078431,0.9333314684793047,0.9389269942685332,0.12625364523149968
1026.96,93.36,96.54,3.92,2020-06-05T03:34:00,12840,100mA,35C,0.062399766729844,0.725490196078431,0.9318955308773206,0.9376115756835478,0.12625364523149968
936.68,85.15,96.54,3.94,2020-06-05T07:58:30,28710,100mA,35C,0.1395247120571512,0.7352941176470584,0.8477160200285322,0.8604716715211876,0.12625364523149968
932.08,84.73,96.54,3.94,2020-06-05T08:12:00,29520,100mA,35C,0.14346114593964135,0.7352941176470584,0.8434268557628651,0.8565254157662313,0.12625364523149968
931.22,84.65,96.54,3.94,2020-06-05T08:14:30,29670,100mA,35C,0.14419011517713953,0.7352941176470584,0.8426249685305882,0.8557737480033825,0.12625364523149968
918.42,83.49,96.54,3.92,2020-06-05T08:52:00,31920,100mA,35C,0.15512465373961218,0.725490196078431,0.8306899027478624,0.8448745654420745,0.12625364523149968
915.52,83.22,96.54,3.92,2020-06-05T09:00:30,32430,100mA,35C,0.157603149147106,0.725490196078431,0.8279858644064635,0.8423376867424598,0.12625364523149968
909.21,82.65,96.54,3.92,2020-06-05T09:19:00,33540,100mA,35C,0.1629975215045925,0.725490196078431,0.8221022499463855,0.836982053932162,0.12625364523149968
901.87,81.98,96.54,3.92,2020-06-05T09:40:30,34830,100mA,35C,0.16926665694707682,0.725490196078431,0.8152582356616035,0.8306868364183031,0.12625364523149968
