capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
775.42,77.54,33.51,3.8,2020-07-15T10:58:00,39480,30mA,35C,0.23609616074632223,0.6724137931034484,0.7632885375494071,0.7632799325463744,0.0007375120032570123
773.71,77.37,33.51,3.8,2020-07-15T11:03:00,39780,30mA,35C,0.23789020452099033,0.6724137931034484,0.7614861660079052,0.7614881956155144,0.0007375120032570123
773.03,77.3,33.51,3.8,2020-07-15T11:05:00,39900,30mA,35C,0.23860782203085756,0.6724137931034484,0.7607694334650856,0.7607504215851602,0.0007375120032570123
772.01,77.2,33.51,3.8,2020-07-15T11:08:00,40080,30mA,35C,0.23968424829565843,0.6724137931034484,0.7596943346508563,0.7596964586846543,0.0007375120032570123
771.66,77.16,33.51,3.8,2020-07-15T11:09:00,40140,30mA,35C,0.24004305705059203,0.6724137931034484,0.7593254281949934,0.7592748735244519,0.0007375120032570123
771.32,77.13,33.51,3.8,2020-07-15T11:10:00,40200,30mA,35C,0.24040186580552567,0.6724137931034484,0.7589670619235837,0.7589586846543002,0.0007375120032570123
770.98,77.1,33.51,3.78,2020-07-15T11:11:00,40260,30mA,35C,0.24076067456045927,0.663793103448276,0.7586086956521739,0.7586424957841483,0.0007375120032570123
770.81,77.08,33.51,3.78,2020-07-15T11:11:30,40290,30mA,35C,0.2409400789379261,0.663793103448276,0.758429512516469,0.7584317032040472,0.0007375120032570123
770.64,77.06,33.51,3.8,2020-07-15T11:12:00,40320,30mA,35C,0.2411194833153929,0.6724137931034484,0.7582503293807641,0.758220910623946,0.0007375120032570123
770.47,77.04,33.51,3.8,2020-07-15T11:12:30,40350,30mA,35C,0.2412988876928597,0.6724137931034484,0.7580711462450593,0.7580101180438449,0.0007375120032570123
769.62,76.96,33.51,3.78,2020-07-15T11:15:00,40500,30mA,35C,0.24219590958019377,0.663793103448276,0.7571752305665349,0.7571669477234401,0.0007375120032570123
768.93,76.89,33.51,3.8,2020-07-15T11:17:00,40620,30mA,35C,0.242913527090061,0.6724137931034484,0.7564479578392621,0.756429173693086,0.0007375120032570123
768.08,76.81,33.51,3.78,2020-07-15T11:19:30,40770,30mA,35C,0.24381054897739504,0.663793103448276,0.7555520421607378,0.7555860033726813,0.0007375120032570123
