capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
399.61,33.29,97.74,3.06,2020-08-03T15:05:00,140700,100mA,25C,0.8303824362606231,0.3917525773195878,0.1691941996491556,0.16913687881429817,0.6470826909031893
399.27,33.27,97.74,3.06,2020-08-03T15:06:00,140760,100mA,25C,0.8307365439093484,0.3917525773195878,0.16884127923270947,0.1688877817910076,0.6470826909031893
399.1,33.25,97.74,3.06,2020-08-03T15:06:30,140790,100mA,25C,0.830913597733711,0.3917525773195878,0.16866481902448643,0.16863868476771704,0.6470826909031893
