capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
675.76,67.57,52.31,3.92,2020-07-23T15:50:00,57000,50mA,25C,0.3408683171869394,0.7241379310344829,0.6582450592885375,0.6581998313659359,0.0008713462277862772
675.07,67.5,52.31,3.92,2020-07-23T15:52:00,57120,50mA,25C,0.3415859346968066,0.7241379310344829,0.6575177865612649,0.6574620573355818,0.0008713462277862772
674.9,67.49,52.31,3.92,2020-07-23T15:52:30,57150,50mA,25C,0.3417653390742734,0.7241379310344829,0.6573386034255599,0.6573566610455311,0.0008713462277862772
