capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
931.22,77.6,38.33,3.58,2020-08-26T13:07:30,47250,50mA,45C,0.2788597733711048,0.6597938144329898,0.7210060307871163,0.7210113339145596,0.16497606102410128
924.22,77.02,38.33,3.58,2020-08-26T13:28:00,48480,50mA,45C,0.28611898016997167,0.6597938144329898,0.7137400222132263,0.7137875202391332,0.16497606102410128
923.88,76.99,38.33,3.58,2020-08-26T13:29:00,48540,50mA,45C,0.28647308781869685,0.6597938144329898,0.7133871017967801,0.7134138747041973,0.16497606102410128
878.49,73.21,38.33,3.56,2020-08-26T15:42:00,56520,50mA,45C,0.3335694050991501,0.6494845360824744,0.666272226201227,0.6663345373022792,0.16497606102410128
673.19,56.1,38.33,3.5,2020-08-27T01:43:30,92610,50mA,45C,0.5465651558073654,0.6185567010309279,0.4531705747412782,0.45323203387719524,0.16497606102410128
667.39,55.61,38.33,3.5,2020-08-27T02:00:30,93630,50mA,45C,0.552584985835694,0.6185567010309279,0.44715016763719784,0.44712915680657617,0.16497606102410128
666.53,55.54,38.33,3.5,2020-08-27T02:03:00,93780,50mA,45C,0.553470254957507,0.6185567010309279,0.44625748658383413,0.4462573172250591,0.16497606102410128
663.97,55.33,38.33,3.5,2020-08-27T02:10:30,94230,50mA,45C,0.5561260623229461,0.6185567010309279,0.44360020344824014,0.4436417984805081,0.16497606102410128
663.63,55.3,38.33,3.5,2020-08-27T02:11:30,94290,50mA,45C,0.5564801699716714,0.6185567010309279,0.44324728303179395,0.4432681529455723,0.16497606102410128
663.12,55.26,38.33,3.5,2020-08-27T02:13:00,94380,50mA,45C,0.5570113314447591,0.6185567010309279,0.44271790240712483,0.4427699588989912,0.16497606102410128
662.1,55.17,38.33,3.5,2020-08-27T02:16:00,94560,50mA,45C,0.5580736543909348,0.6185567010309279,0.4416591411577866,0.44164902229418357,0.16497606102410128
661.42,55.12,38.33,3.5,2020-08-27T02:18:00,94680,50mA,45C,0.5587818696883853,0.6185567010309279,0.4409533003248943,0.4410262797359571,0.16497606102410128
661.24,55.1,38.33,3.5,2020-08-27T02:18:30,94710,50mA,45C,0.5589589235127478,0.6185567010309279,0.4407664601044229,0.44077718271266664,0.16497606102410128
661.07,55.09,38.33,3.5,2020-08-27T02:19:00,94740,50mA,45C,0.5591359773371104,0.6185567010309279,0.44058999989619996,0.4406526342010213,0.16497606102410128
660.56,55.04,38.33,3.5,2020-08-27T02:20:30,94830,50mA,45C,0.5596671388101983,0.6185567010309279,0.44006061927153073,0.4400298916427948,0.16497606102410128
660.39,55.03,38.33,3.5,2020-08-27T02:21:00,94860,50mA,45C,0.5598441926345609,0.6185567010309279,0.4398841590633077,0.4399053431311496,0.16497606102410128
660.05,55.0,38.33,3.5,2020-08-27T02:22:00,94920,50mA,45C,0.5601983002832861,0.6185567010309279,0.4395312386468616,0.4395316975962137,0.16497606102410128
659.88,54.99,38.33,3.5,2020-08-27T02:22:30,94950,50mA,45C,0.5603753541076487,0.6185567010309279,0.43935477843863857,0.43940714908456846,0.16497606102410128
658.86,54.9,38.33,3.5,2020-08-27T02:25:30,95130,50mA,45C,0.5614376770538243,0.6185567010309279,0.43829601718930034,0.43828621247976085,0.16497606102410128
658.17,54.85,38.33,3.5,2020-08-27T02:27:30,95250,50mA,45C,0.5621458923512748,0.6185567010309279,0.43757979634415967,0.4376634699215345,0.16497606102410128
657.66,54.8,38.33,3.5,2020-08-27T02:29:00,95340,50mA,45C,0.5626770538243626,0.6185567010309279,0.43705041571949055,0.437040727363308,0.16497606102410128
