capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
651.18,59.19,45.78,3.4,2020-06-25T21:55:00,78900,50mA,35C,0.3834378189240414,0.4705882352941173,0.5815081074528891,0.6165554824767452,0.12539562551935887
650.16,59.1,45.78,3.4,2020-06-25T21:58:00,79080,50mA,35C,0.3843125820090392,0.4705882352941173,0.5805570318983281,0.6157098562435404,0.12539562551935887
649.64,59.05,45.78,3.4,2020-06-25T21:59:30,79170,50mA,35C,0.3847499635515381,0.4705882352941173,0.5800721698509048,0.6152400638917598,0.12539562551935887
648.96,58.99,45.78,3.4,2020-06-25T22:01:30,79290,50mA,35C,0.38533313894153665,0.4705882352941173,0.5794381194811976,0.6146763130696232,0.12539562551935887
647.94,58.89,45.78,3.4,2020-06-25T22:04:30,79470,50mA,35C,0.3862079020265345,0.4705882352941173,0.5784870439266366,0.6137367283660622,0.12539562551935887
647.25,58.83,45.78,3.4,2020-06-25T22:06:30,79590,50mA,35C,0.386791077416533,0.4705882352941173,0.5778436692867865,0.6131729775439255,0.12539562551935887
