capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
474.2,43.1,26.38,3.66,2020-06-18T06:33:30,110010,30mA,45C,0.5346260387811634,0.5980392156862744,0.4164871744664186,0.4653763036737762,0.12506769836381254
473.18,43.01,26.38,3.66,2020-06-18T06:36:30,110190,30mA,45C,0.5355008018661612,0.5980392156862744,0.41553609891185767,0.46453067744057125,0.12506769836381254
473.01,42.99,26.38,3.66,2020-06-18T06:37:00,110220,30mA,45C,0.5356465957136609,0.5980392156862744,0.4153775863194308,0.46434276049985906,0.12506769836381254
472.84,42.98,26.38,3.66,2020-06-18T06:37:30,110250,30mA,45C,0.5357923895611605,0.5980392156862744,0.41521907372700395,0.4642488020295029,0.12506769836381254
472.67,42.96,26.38,3.66,2020-06-18T06:38:00,110280,30mA,45C,0.5359381834086602,0.5980392156862744,0.4150605611345772,0.46406088508879073,0.12506769836381254
472.16,42.91,26.38,3.66,2020-06-18T06:39:30,110370,30mA,45C,0.536375564951159,0.5980392156862744,0.4145850233572967,0.4635910927370102,0.12506769836381254
471.81,42.88,26.38,3.66,2020-06-18T06:40:30,110430,30mA,45C,0.5366671526461583,0.5980392156862744,0.41425867390230026,0.46330921732594194,0.12506769836381254
471.64,42.87,26.38,3.66,2020-06-18T06:41:00,110460,30mA,45C,0.536812946493658,0.5980392156862744,0.4141001613098734,0.4632152588555858,0.12506769836381254
470.79,42.79,26.38,3.66,2020-06-18T06:43:30,110610,30mA,45C,0.5375419157311562,0.5980392156862744,0.41330759834773934,0.462463591092737,0.12506769836381254
470.45,42.76,26.38,3.66,2020-06-18T06:44:30,110670,30mA,45C,0.5378335034261554,0.5980392156862744,0.4129905731628856,0.46218171568166866,0.12506769836381254
470.28,42.74,26.38,3.66,2020-06-18T06:45:00,110700,30mA,45C,0.537979297273655,0.5980392156862744,0.4128320605704588,0.46199379874095653,0.12506769836381254
469.94,42.71,26.38,3.66,2020-06-18T06:46:00,110760,30mA,45C,0.5382708849686543,0.5980392156862744,0.41251503538560513,0.4617119233298882,0.12506769836381254
469.77,42.7,26.38,3.66,2020-06-18T06:46:30,110790,30mA,45C,0.538416678816154,0.5980392156862744,0.4123565227931783,0.4616179648595321,0.12506769836381254
469.42,42.67,26.38,3.66,2020-06-18T06:47:30,110850,30mA,45C,0.5387082665111532,0.5980392156862744,0.4120301733381819,0.46133608944846377,0.12506769836381254
468.06,42.54,26.38,3.66,2020-06-18T06:51:30,111090,30mA,45C,0.5398746172911503,0.5980392156862744,0.4107620725987673,0.46011462933383446,0.12506769836381254
