capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
468.6731086,39.64,108.4,3.56,2020-06-04T08:24:30,116670,100mA,25C,0.5669922729260825,0.5490196078431371,0.4113337516200919,0.4328666729305647,0.12645412028638522
467.5819097,39.44,108.4,3.56,2020-06-04T08:31:00,117060,100mA,25C,0.5688875929435777,0.5490196078431371,0.4103162882877842,0.4309875035234426,0.12645412028638522
467.3300946,39.39,108.4,3.56,2020-06-04T08:32:30,117150,100mA,25C,0.5693249744860767,0.5490196078431371,0.4100814890859418,0.43051771117166215,0.12645412028638522
467.2461562,39.38,108.4,3.56,2020-06-04T08:33:00,117180,100mA,25C,0.5694707683335763,0.5490196078431371,0.41000322265424666,0.43042375270130606,0.12645412028638522
466.2388957,39.19,108.4,3.56,2020-06-04T08:39:00,117540,100mA,25C,0.5712202945035719,0.5490196078431371,0.4090640257536341,0.42863854176454,0.12645412028638522
466.1549573,39.17,108.4,3.56,2020-06-04T08:39:30,117570,100mA,25C,0.5713660883510716,0.5490196078431371,0.40898575932193904,0.4284506248238279,0.12645412028638522
465.9031422,39.13,108.4,3.56,2020-06-04T08:41:00,117660,100mA,25C,0.5718034698935704,0.5490196078431371,0.40875096012009654,0.42807479094240347,0.12645412028638522
465.4834503,39.05,108.4,3.56,2020-06-04T08:43:30,117810,100mA,25C,0.5725324391310687,0.5490196078431371,0.408359628054864,0.4273231231795546,0.12645412028638522
465.3155735,39.02,108.4,3.56,2020-06-04T08:44:30,117870,100mA,25C,0.5728240268260679,0.5490196078431371,0.4082030951914739,0.42704124776848634,0.12645412028638522
464.8958816,38.94,108.4,3.56,2020-06-04T08:47:00,118020,100mA,25C,0.5735529960635661,0.5490196078431371,0.40781176312624123,0.4262895800056375,0.12645412028638522
464.6440665,38.9,108.4,3.56,2020-06-04T08:48:30,118110,100mA,25C,0.573990377606065,0.5490196078431371,0.4075769639243988,0.42591374612421307,0.12645412028638522
464.5601281,38.88,108.4,3.56,2020-06-04T08:49:00,118140,100mA,25C,0.5741361714535647,0.5490196078431371,0.40749869749270373,0.42572582918350094,0.12645412028638522
464.308313,38.83,108.4,3.56,2020-06-04T08:50:30,118230,100mA,25C,0.5745735529960635,0.5490196078431371,0.40726389829086124,0.42525603683172036,0.12645412028638522
463.4689292,38.68,108.4,3.56,2020-06-04T08:55:30,118530,100mA,25C,0.5760314914710599,0.5490196078431371,0.40648123416039605,0.4238466597763788,0.12645412028638522
