capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
1073.89,97.63,95.98,3.9,2020-06-05T01:16:30,4590,100mA,35C,0.022306458667444233,0.7156862745098036,0.9756543306572679,0.9777318425256035,0.12624417929298906
1008.7,91.7,95.98,3.9,2020-06-05T04:27:30,16050,100mA,35C,0.077999708412305,0.7156862745098036,0.9148694135966507,0.9220144696044348,0.12624417929298906
1005.63,91.42,95.98,3.9,2020-06-05T04:36:30,16590,100mA,35C,0.08062399766729844,0.7156862745098036,0.912006862662825,0.9193836324344639,0.12624417929298906
999.14,90.83,95.98,3.9,2020-06-05T04:55:30,17730,100mA,35C,0.08616416387228458,0.7156862745098036,0.9059554113401773,0.9138400826834538,0.12624417929298906
998.29,90.75,95.98,3.9,2020-06-05T04:58:00,17880,100mA,35C,0.08689313310978276,0.7156862745098036,0.9051628483780432,0.913088414920605,0.12624417929298906
870.81,79.16,95.98,3.92,2020-06-05T11:11:30,40290,100mA,35C,0.19580113719201048,0.725490196078431,0.7862970525982078,0.8041905477778821,0.12624417929298906
870.3,79.11,95.98,3.92,2020-06-05T11:13:00,40380,100mA,35C,0.1962385187345094,0.725490196078431,0.7858215148209273,0.8037207554261016,0.12624417929298906
869.79,79.07,95.98,3.92,2020-06-05T11:14:30,40470,100mA,35C,0.1966759002770083,0.725490196078431,0.7853459770436468,0.8033449215446771,0.12624417929298906
868.08,78.91,95.98,3.92,2020-06-05T11:19:30,40770,100mA,35C,0.19813383875200466,0.725490196078431,0.7837515268492359,0.8018415860189795,0.12624417929298906
820.47,74.58,95.98,3.9,2020-06-05T13:39:00,49140,100mA,35C,0.23881032220440296,0.7156862745098036,0.7393586766995813,0.7611575683547871,0.12624417929298906
816.37,74.21,95.98,3.9,2020-06-05T13:51:00,49860,100mA,35C,0.24230937454439422,0.7156862745098036,0.7355357259410519,0.7576811049516112,0.12624417929298906
812.11,73.82,95.98,3.9,2020-06-05T14:03:30,50610,100mA,35C,0.2459542207318851,0.7156862745098036,0.7315635868602385,0.7540167246077233,0.12624417929298906
808.86,73.53,95.98,3.9,2020-06-05T14:13:00,51180,100mA,35C,0.24872430383437819,0.7156862745098036,0.7285331990638433,0.7512919289673964,0.12624417929298906
