capacity,soc,current,final_voltage,timestamp_str,timestamp_num,currents,temperature,timestamp_num_norm,final_voltage_norm,capacity_norm,soc_norm,current_norm
949.32,93.93,105.35,3.9,2020-07-03T02:28:00,8880,100mA,25C,0.053103695730175815,0.7155172413793105,0.9465823451910408,0.9360244519392918,0.0012489295931603305
934.3,92.43,105.35,3.9,2020-07-03T03:12:00,11520,100mA,25C,0.06889128094725512,0.7155172413793105,0.9307509881422924,0.9202150084317033,0.0012489295931603305
924.74,91.47,105.35,3.88,2020-07-03T03:40:00,13200,100mA,25C,0.07893792608539649,0.7068965517241381,0.9206745718050066,0.9100969645868465,0.0012489295931603305
923.89,91.39,105.35,3.88,2020-07-03T03:42:30,13350,100mA,25C,0.07983494797273054,0.7068965517241381,0.9197786561264821,0.9092537942664418,0.0012489295931603305
920.3,91.03,105.35,3.88,2020-07-03T03:53:00,13980,100mA,25C,0.08360243989953355,0.7068965517241381,0.9159947299077733,0.9054595278246206,0.0012489295931603305
849.31,83.93,105.35,3.86,2020-07-03T07:21:00,26460,100mA,25C,0.15823466092572658,0.6982758620689655,0.8411699604743083,0.8306281618887016,0.0012489295931603305
