capacity,soc,current,half_voltage,final_voltage,timestamp_str,timestamp_num,currents,temperature
1200.0,100.0,50.0,1.89,3.78,2020-08-24T00:00:00,0,50mA,35C
1199.83,99.99,50.0,1.89,3.78,2020-08-24T00:00:30,30,50mA,35C
1199.66,99.97,51.49,1.88,3.76,2020-08-24T00:01:00,60,50mA,35C
1199.49,99.96,50.97,1.88,3.76,2020-08-24T00:01:30,90,50mA,35C
1199.32,99.94,50.97,1.87,3.74,2020-08-24T00:02:00,120,50mA,35C
1199.15,99.93,50.97,1.87,3.74,2020-08-24T00:02:30,150,50mA,35C
1198.98,99.91,50.96,1.87,3.74,2020-08-24T00:03:00,180,50mA,35C
1198.81,99.9,50.97,1.87,3.74,2020-08-24T00:03:30,210,50mA,35C
1198.63,99.89,50.79,1.86,3.72,2020-08-24T00:04:00,240,50mA,35C
1198.46,99.87,50.74,1.86,3.72,2020-08-24T00:04:30,270,50mA,35C
1198.29,99.86,50.78,1.86,3.72,2020-08-24T00:05:00,300,50mA,35C
1198.12,99.84,50.76,1.86,3.72,2020-08-24T00:05:30,330,50mA,35C
1197.95,99.83,50.75,1.86,3.72,2020-08-24T00:06:00,360,50mA,35C
1197.78,99.82,50.73,1.86,3.72,2020-08-24T00:06:30,390,50mA,35C
1197.61,99.8,50.7,1.86,3.72,2020-08-24T00:07:00,420,50mA,35C
1197.44,99.79,50.72,1.86,3.72,2020-08-24T00:07:30,450,50mA,35C
1197.27,99.77,50.7,1.86,3.72,2020-08-24T00:08:00,480,50mA,35C
1197.1,99.76,50.7,1.86,3.72,2020-08-24T00:08:30,510,50mA,35C
1196.93,99.74,50.7,1.86,3.72,2020-08-24T00:09:00,540,50mA,35C
1196.76,99.73,50.66,1.86,3.72,2020-08-24T00:09:30,570,50mA,35C
1196.59,99.72,50.63,1.86,3.72,2020-08-24T00:10:00,600,50mA,35C
1196.42,99.7,50.62,1.86,3.72,2020-08-24T00:10:30,630,50mA,35C
1196.25,99.69,50.58,1.86,3.72,2020-08-24T00:11:00,660,50mA,35C
1196.07,99.67,50.59,1.86,3.72,2020-08-24T00:11:30,690,50mA,35C
1195.9,99.66,50.58,1.86,3.72,2020-08-24T00:12:00,720,50mA,35C
1195.73,99.64,50.56,1.86,3.72,2020-08-24T00:12:30,750,50mA,35C
1195.56,99.63,50.53,1.85,3.7,2020-08-24T00:13:00,780,50mA,35C
1195.39,99.62,50.45,1.85,3.7,2020-08-24T00:13:30,810,50mA,35C
1195.22,99.6,50.42,1.85,3.7,2020-08-24T00:14:00,840,50mA,35C
1195.05,99.59,50.44,1.85,3.7,2020-08-24T00:14:30,870,50mA,35C
1194.88,99.57,50.46,1.85,3.7,2020-08-24T00:15:00,900,50mA,35C
1194.71,99.56,50.46,1.85,3.7,2020-08-24T00:15:30,930,50mA,35C
1194.54,99.54,50.47,1.85,3.7,2020-08-24T00:16:00,960,50mA,35C
1194.37,99.53,50.48,1.85,3.7,2020-08-24T00:16:30,990,50mA,35C
1194.2,99.52,50.45,1.85,3.7,2020-08-24T00:17:00,1020,50mA,35C
1194.03,99.5,50.43,1.85,3.7,2020-08-24T00:17:30,1050,50mA,35C
1193.86,99.49,50.43,1.85,3.7,2020-08-24T00:18:00,1080,50mA,35C
1193.69,99.47,50.44,1.85,3.7,2020-08-24T00:18:30,1110,50mA,35C
1193.52,99.46,50.39,1.85,3.7,2020-08-24T00:19:00,1140,50mA,35C
1193.34,99.45,50.39,1.85,3.7,2020-08-24T00:19:30,1170,50mA,35C
1193.17,99.43,50.39,1.85,3.7,2020-08-24T00:20:00,1200,50mA,35C
1193.0,99.42,50.39,1.85,3.7,2020-08-24T00:20:30,1230,50mA,35C
1192.83,99.4,50.38,1.85,3.7,2020-08-24T00:21:00,1260,50mA,35C
1192.66,99.39,50.38,1.85,3.7,2020-08-24T00:21:30,1290,50mA,35C
1192.49,99.37,50.36,1.85,3.7,2020-08-24T00:22:00,1320,50mA,35C
1192.32,99.36,50.37,1.85,3.7,2020-08-24T00:22:30,1350,50mA,35C
1192.15,99.35,50.35,1.85,3.7,2020-08-24T00:23:00,1380,50mA,35C
1191.98,99.33,50.33,1.85,3.7,2020-08-24T00:23:30,1410,50mA,35C
1191.81,99.32,50.34,1.85,3.7,2020-08-24T00:24:00,1440,50mA,35C
1191.64,99.3,50.34,1.85,3.7,2020-08-24T00:24:30,1470,50mA,35C
1191.47,99.29,50.36,1.85,3.7,2020-08-24T00:25:00,1500,50mA,35C
1191.3,99.27,50.34,1.85,3.7,2020-08-24T00:25:30,1530,50mA,35C
1191.13,99.26,50.33,1.85,3.7,2020-08-24T00:26:00,1560,50mA,35C
1190.96,99.25,50.35,1.85,3.7,2020-08-24T00:26:30,1590,50mA,35C
1190.78,99.23,50.32,1.85,3.7,2020-08-24T00:27:00,1620,50mA,35C
1190.61,99.22,50.31,1.85,3.7,2020-08-24T00:27:30,1650,50mA,35C
1190.44,99.2,50.29,1.85,3.7,2020-08-24T00:28:00,1680,50mA,35C
1190.27,99.19,50.3,1.85,3.7,2020-08-24T00:28:30,1710,50mA,35C
1190.1,99.18,50.29,1.85,3.7,2020-08-24T00:29:00,1740,50mA,35C
1189.93,99.16,50.28,1.85,3.7,2020-08-24T00:29:30,1770,50mA,35C
1189.76,99.15,50.28,1.85,3.7,2020-08-24T00:30:00,1800,50mA,35C
1189.59,99.13,50.26,1.85,3.7,2020-08-24T00:30:30,1830,50mA,35C
1189.42,99.12,50.26,1.85,3.7,2020-08-24T00:31:00,1860,50mA,35C
1189.25,99.1,50.23,1.85,3.7,2020-08-24T00:31:30,1890,50mA,35C
1189.08,99.09,50.26,1.85,3.7,2020-08-24T00:32:00,1920,50mA,35C
1188.91,99.08,50.23,1.85,3.7,2020-08-24T00:32:30,1950,50mA,35C
1188.74,99.06,50.23,1.85,3.7,2020-08-24T00:33:00,1980,50mA,35C
1188.57,99.05,50.23,1.85,3.7,2020-08-24T00:33:30,2010,50mA,35C
1188.4,99.03,50.22,1.85,3.7,2020-08-24T00:34:00,2040,50mA,35C
1188.22,99.02,50.23,1.85,3.7,2020-08-24T00:34:30,2070,50mA,35C
1188.05,99.0,50.23,1.85,3.7,2020-08-24T00:35:00,2100,50mA,35C
1187.88,98.99,50.2,1.85,3.7,2020-08-24T00:35:30,2130,50mA,35C
1187.71,98.98,50.22,1.85,3.7,2020-08-24T00:36:00,2160,50mA,35C
1187.54,98.96,50.17,1.85,3.7,2020-08-24T00:36:30,2190,50mA,35C
1187.37,98.95,50.18,1.84,3.68,2020-08-24T00:37:00,2220,50mA,35C
1187.2,98.93,50.15,1.85,3.7,2020-08-24T00:37:30,2250,50mA,35C
1187.03,98.92,50.15,1.84,3.68,2020-08-24T00:38:00,2280,50mA,35C
