capacity,soc,current,half_voltage,final_voltage,timestamp_str,timestamp_num,currents,temperature
1100.0,100.0,92.87,2.04,4.08,2020-06-07T00:00:00,0,100mA,45C
1099.83,99.98,93.39,2.04,4.08,2020-06-07T00:00:30,30,100mA,45C
1099.66,99.97,93.41,2.04,4.08,2020-06-07T00:01:00,60,100mA,45C
1099.49,99.95,93.85,2.04,4.08,2020-06-07T00:01:30,90,100mA,45C
1099.32,99.94,94.27,2.04,4.08,2020-06-07T00:02:00,120,100mA,45C
1099.15,99.92,94.71,2.04,4.08,2020-06-07T00:02:30,150,100mA,45C
1098.98,99.91,94.86,2.04,4.08,2020-06-07T00:03:00,180,100mA,45C
1098.81,99.89,94.75,2.04,4.08,2020-06-07T00:03:30,210,100mA,45C
1098.63,99.88,95.26,2.04,4.08,2020-06-07T00:04:00,240,100mA,45C
1098.46,99.86,94.97,2.04,4.08,2020-06-07T00:04:30,270,100mA,45C
1098.29,99.84,94.39,2.04,4.08,2020-06-07T00:05:00,300,100mA,45C
1098.12,99.83,94.2,2.04,4.08,2020-06-07T00:05:30,330,100mA,45C
1097.95,99.81,94.02,2.04,4.08,2020-06-07T00:06:00,360,100mA,45C
1097.78,99.8,93.95,2.04,4.08,2020-06-07T00:06:30,390,100mA,45C
1097.61,99.78,93.74,2.04,4.08,2020-06-07T00:07:00,420,100mA,45C
1097.44,99.77,93.56,2.04,4.08,2020-06-07T00:07:30,450,100mA,45C
1097.27,99.75,93.63,2.04,4.08,2020-06-07T00:08:00,480,100mA,45C
1097.1,99.74,93.75,2.04,4.08,2020-06-07T00:08:30,510,100mA,45C
1096.93,99.72,93.9,2.04,4.08,2020-06-07T00:09:00,540,100mA,45C
1096.76,99.71,93.67,2.04,4.08,2020-06-07T00:09:30,570,100mA,45C
1096.59,99.69,93.47,2.04,4.08,2020-06-07T00:10:00,600,100mA,45C
1096.42,99.67,92.84,2.04,4.08,2020-06-07T00:10:30,630,100mA,45C
1096.25,99.66,93.34,2.04,4.08,2020-06-07T00:11:00,660,100mA,45C
1096.07,99.64,92.83,2.04,4.08,2020-06-07T00:11:30,690,100mA,45C
1095.9,99.63,92.58,2.04,4.08,2020-06-07T00:12:00,720,100mA,45C
1095.73,99.61,92.83,2.04,4.08,2020-06-07T00:12:30,750,100mA,45C
1095.56,99.6,92.89,2.04,4.08,2020-06-07T00:13:00,780,100mA,45C
1095.39,99.58,93.18,2.04,4.08,2020-06-07T00:13:30,810,100mA,45C
1095.22,99.57,93.6,2.04,4.08,2020-06-07T00:14:00,840,100mA,45C
1095.05,99.55,93.66,2.04,4.08,2020-06-07T00:14:30,870,100mA,45C
1094.88,99.53,93.46,2.03,4.06,2020-06-07T00:15:00,900,100mA,45C
1094.71,99.52,93.24,2.03,4.06,2020-06-07T00:15:30,930,100mA,45C
1094.54,99.5,93.42,2.03,4.06,2020-06-07T00:16:00,960,100mA,45C
1094.37,99.49,93.27,2.03,4.06,2020-06-07T00:16:30,990,100mA,45C
1094.2,99.47,93.34,2.03,4.06,2020-06-07T00:17:00,1020,100mA,45C
1094.03,99.46,93.25,2.03,4.06,2020-06-07T00:17:30,1050,100mA,45C
1093.86,99.44,93.22,2.03,4.06,2020-06-07T00:18:00,1080,100mA,45C
1093.69,99.43,93.15,2.03,4.06,2020-06-07T00:18:30,1110,100mA,45C
1093.52,99.41,93.2,2.03,4.06,2020-06-07T00:19:00,1140,100mA,45C
1093.34,99.39,93.32,2.03,4.06,2020-06-07T00:19:30,1170,100mA,45C
1093.17,99.38,93.36,2.03,4.06,2020-06-07T00:20:00,1200,100mA,45C
1093.0,99.36,93.25,2.03,4.06,2020-06-07T00:20:30,1230,100mA,45C
1092.83,99.35,93.26,2.03,4.06,2020-06-07T00:21:00,1260,100mA,45C
1092.66,99.33,93.24,2.04,4.08,2020-06-07T00:21:30,1290,100mA,45C
1092.49,99.32,93.28,2.03,4.06,2020-06-07T00:22:00,1320,100mA,45C
1092.32,99.3,93.43,2.03,4.06,2020-06-07T00:22:30,1350,100mA,45C
1092.15,99.29,93.51,2.03,4.06,2020-06-07T00:23:00,1380,100mA,45C
1091.98,99.27,93.49,2.03,4.06,2020-06-07T00:23:30,1410,100mA,45C
1091.81,99.26,93.58,2.03,4.06,2020-06-07T00:24:00,1440,100mA,45C
1091.64,99.24,93.51,2.03,4.06,2020-06-07T00:24:30,1470,100mA,45C
1091.47,99.22,93.51,2.04,4.08,2020-06-07T00:25:00,1500,100mA,45C
1091.3,99.21,93.54,2.03,4.06,2020-06-07T00:25:30,1530,100mA,45C
1091.13,99.19,93.53,2.03,4.06,2020-06-07T00:26:00,1560,100mA,45C
1090.96,99.18,93.59,2.04,4.08,2020-06-07T00:26:30,1590,100mA,45C
1090.78,99.16,93.61,2.04,4.08,2020-06-07T00:27:00,1620,100mA,45C
1090.61,99.15,93.65,2.04,4.08,2020-06-07T00:27:30,1650,100mA,45C
1090.44,99.13,93.73,2.03,4.06,2020-06-07T00:28:00,1680,100mA,45C
1090.27,99.12,93.73,2.03,4.06,2020-06-07T00:28:30,1710,100mA,45C
1090.1,99.1,93.74,2.04,4.08,2020-06-07T00:29:00,1740,100mA,45C
1089.93,99.08,93.77,2.04,4.08,2020-06-07T00:29:30,1770,100mA,45C
1089.76,99.07,93.84,2.04,4.08,2020-06-07T00:30:00,1800,100mA,45C
1089.59,99.05,93.81,2.03,4.06,2020-06-07T00:30:30,1830,100mA,45C
1089.42,99.04,93.99,2.03,4.06,2020-06-07T00:31:00,1860,100mA,45C
1089.25,99.02,94.15,2.03,4.06,2020-06-07T00:31:30,1890,100mA,45C
1089.08,99.01,94.19,2.03,4.06,2020-06-07T00:32:00,1920,100mA,45C
1088.91,98.99,94.25,2.03,4.06,2020-06-07T00:32:30,1950,100mA,45C
1088.74,98.98,94.31,2.03,4.06,2020-06-07T00:33:00,1980,100mA,45C
1088.57,98.96,94.31,2.03,4.06,2020-06-07T00:33:30,2010,100mA,45C
1088.4,98.94,94.27,2.03,4.06,2020-06-07T00:34:00,2040,100mA,45C
1088.22,98.93,94.23,2.03,4.06,2020-06-07T00:34:30,2070,100mA,45C
1088.05,98.91,94.23,2.03,4.06,2020-06-07T00:35:00,2100,100mA,45C
1087.88,98.9,94.18,2.03,4.06,2020-06-07T00:35:30,2130,100mA,45C
