capacity,soc,current,half_voltage,final_voltage,timestamp_str,timestamp_num,currents,temperature
1100.0,100.0,35.78,1.96,3.92,2020-06-13T00:00:00,0,30mA,25C
1099.83,99.98,35.76,1.96,3.92,2020-06-13T00:00:30,30,30mA,25C
1099.66,99.97,35.75,1.96,3.92,2020-06-13T00:01:00,60,30mA,25C
1099.49,99.95,35.73,1.96,3.92,2020-06-13T00:01:30,90,30mA,25C
1099.32,99.94,35.73,1.97,3.94,2020-06-13T00:02:00,120,30mA,25C
1099.15,99.92,35.72,1.97,3.94,2020-06-13T00:02:30,150,30mA,25C
1098.98,99.91,35.7,1.99,3.98,2020-06-13T00:03:00,180,30mA,25C
1098.81,99.89,35.68,2.1,4.2,2020-06-13T00:03:30,210,30mA,25C
1098.63,99.88,35.66,2.08,4.16,2020-06-13T00:04:00,240,30mA,25C
1098.46,99.86,35.64,2.09,4.18,2020-06-13T00:04:30,270,30mA,25C
1098.29,99.84,35.64,2.1,4.2,2020-06-13T00:05:00,300,30mA,25C
1098.12,99.83,35.64,2.08,4.16,2020-06-13T00:05:30,330,30mA,25C
1097.95,99.81,35.63,2.05,4.1,2020-06-13T00:06:00,360,30mA,25C
1097.78,99.8,35.63,2.02,4.04,2020-06-13T00:06:30,390,30mA,25C
1097.61,99.78,35.63,2.02,4.04,2020-06-13T00:07:00,420,30mA,25C
1097.44,99.77,35.61,2.05,4.1,2020-06-13T00:07:30,450,30mA,25C
1097.27,99.75,35.59,2.07,4.14,2020-06-13T00:08:00,480,30mA,25C
1097.1,99.74,35.6,2.07,4.14,2020-06-13T00:08:30,510,30mA,25C
1096.93,99.72,35.58,2.09,4.18,2020-06-13T00:09:00,540,30mA,25C
1096.76,99.71,35.58,2.08,4.16,2020-06-13T00:09:30,570,30mA,25C
1096.59,99.69,35.56,2.08,4.16,2020-06-13T00:10:00,600,30mA,25C
1096.42,99.67,35.54,2.14,4.28,2020-06-13T00:10:30,630,30mA,25C
1096.25,99.66,35.53,2.08,4.16,2020-06-13T00:11:00,660,30mA,25C
1096.07,99.64,35.56,2.02,4.04,2020-06-13T00:11:30,690,30mA,25C
1095.9,99.63,35.54,2.0,4.0,2020-06-13T00:12:00,720,30mA,25C
1095.73,99.61,35.55,1.98,3.96,2020-06-13T00:12:30,750,30mA,25C
1095.56,99.6,35.57,1.96,3.92,2020-06-13T00:13:00,780,30mA,25C
1095.39,99.58,35.54,1.96,3.92,2020-06-13T00:13:30,810,30mA,25C
1095.22,99.57,35.55,1.95,3.9,2020-06-13T00:14:00,840,30mA,25C
1095.05,99.55,35.55,1.95,3.9,2020-06-13T00:14:30,870,30mA,25C
1094.88,99.53,35.54,1.95,3.9,2020-06-13T00:15:00,900,30mA,25C
1094.71,99.52,35.54,1.95,3.9,2020-06-13T00:15:30,930,30mA,25C
1094.54,99.5,35.55,1.94,3.88,2020-06-13T00:16:00,960,30mA,25C
1094.37,99.49,35.52,1.94,3.88,2020-06-13T00:16:30,990,30mA,25C
1094.2,99.47,35.53,1.94,3.88,2020-06-13T00:17:00,1020,30mA,25C
1094.03,99.46,35.53,1.94,3.88,2020-06-13T00:17:30,1050,30mA,25C
1093.86,99.44,35.52,1.94,3.88,2020-06-13T00:18:00,1080,30mA,25C
1093.69,99.43,35.53,1.94,3.88,2020-06-13T00:18:30,1110,30mA,25C
1093.52,99.41,35.51,1.94,3.88,2020-06-13T00:19:00,1140,30mA,25C
1093.34,99.39,35.52,1.93,3.86,2020-06-13T00:19:30,1170,30mA,25C
1093.17,99.38,35.49,1.95,3.9,2020-06-13T00:20:00,1200,30mA,25C
1093.0,99.36,35.51,1.93,3.86,2020-06-13T00:20:30,1230,30mA,25C
1092.83,99.35,35.48,1.93,3.86,2020-06-13T00:21:00,1260,30mA,25C
