capacity,soc,current,half_voltage,final_voltage,timestamp_str,timestamp_num,currents,temperature
1000.0,100.0,30.16,1.79,3.58,2020-07-19T00:00:00,0,30mA,5C
999.83,99.98,30.17,1.78,3.56,2020-07-19T00:00:30,30,30mA,5C
999.66,99.97,30.0,1.79,3.58,2020-07-19T00:01:00,60,30mA,5C
999.49,99.95,30.2,1.79,3.58,2020-07-19T00:01:30,90,30mA,5C
999.32,99.93,30.31,1.78,3.56,2020-07-19T00:02:00,120,30mA,5C
999.15,99.91,30.22,1.78,3.56,2020-07-19T00:02:30,150,30mA,5C
998.98,99.9,30.15,1.78,3.56,2020-07-19T00:03:00,180,30mA,5C
998.81,99.88,30.11,1.78,3.56,2020-07-19T00:03:30,210,30mA,5C
998.63,99.86,30.09,1.76,3.52,2020-07-19T00:04:00,240,30mA,5C
998.46,99.85,30.2,1.77,3.54,2020-07-19T00:04:30,270,30mA,5C
998.29,99.83,30.21,1.76,3.52,2020-07-19T00:05:00,300,30mA,5C
998.12,99.81,30.14,1.76,3.52,2020-07-19T00:05:30,330,30mA,5C
997.95,99.8,30.1,1.76,3.52,2020-07-19T00:06:00,360,30mA,5C
997.78,99.78,30.02,1.77,3.54,2020-07-19T00:06:30,390,30mA,5C
997.61,99.76,30.02,1.77,3.54,2020-07-19T00:07:00,420,30mA,5C
997.44,99.74,30.06,1.78,3.56,2020-07-19T00:07:30,450,30mA,5C
997.27,99.73,30.1,1.77,3.54,2020-07-19T00:08:00,480,30mA,5C
997.1,99.71,30.14,1.76,3.52,2020-07-19T00:08:30,510,30mA,5C
996.93,99.69,30.17,1.75,3.5,2020-07-19T00:09:00,540,30mA,5C
996.76,99.68,30.23,1.76,3.52,2020-07-19T00:09:30,570,30mA,5C
996.59,99.66,30.3,1.76,3.52,2020-07-19T00:10:00,600,30mA,5C
996.42,99.64,30.29,1.77,3.54,2020-07-19T00:10:30,630,30mA,5C
996.25,99.62,30.32,1.77,3.54,2020-07-19T00:11:00,660,30mA,5C
996.07,99.61,30.33,1.75,3.5,2020-07-19T00:11:30,690,30mA,5C
995.9,99.59,30.34,1.75,3.5,2020-07-19T00:12:00,720,30mA,5C
995.73,99.57,30.33,1.74,3.48,2020-07-19T00:12:30,750,30mA,5C
995.56,99.56,30.37,1.77,3.54,2020-07-19T00:13:00,780,30mA,5C
995.39,99.54,30.37,1.78,3.56,2020-07-19T00:13:30,810,30mA,5C
995.22,99.52,30.36,1.78,3.56,2020-07-19T00:14:00,840,30mA,5C
995.05,99.51,30.34,1.78,3.56,2020-07-19T00:14:30,870,30mA,5C
994.88,99.49,30.33,1.78,3.56,2020-07-19T00:15:00,900,30mA,5C
994.71,99.47,30.32,1.78,3.56,2020-07-19T00:15:30,930,30mA,5C
994.54,99.45,30.3,1.78,3.56,2020-07-19T00:16:00,960,30mA,5C
994.37,99.44,30.34,1.78,3.56,2020-07-19T00:16:30,990,30mA,5C
994.2,99.42,30.37,1.78,3.56,2020-07-19T00:17:00,1020,30mA,5C
994.03,99.4,30.36,1.78,3.56,2020-07-19T00:17:30,1050,30mA,5C
993.86,99.39,30.37,1.78,3.56,2020-07-19T00:18:00,1080,30mA,5C
993.69,99.37,30.38,1.78,3.56,2020-07-19T00:18:30,1110,30mA,5C
993.52,99.35,30.35,1.78,3.56,2020-07-19T00:19:00,1140,30mA,5C
993.34,99.33,30.37,1.78,3.56,2020-07-19T00:19:30,1170,30mA,5C
993.17,99.32,30.36,1.77,3.54,2020-07-19T00:20:00,1200,30mA,5C
993.0,99.3,30.37,1.77,3.54,2020-07-19T00:20:30,1230,30mA,5C
992.83,99.28,30.36,1.77,3.54,2020-07-19T00:21:00,1260,30mA,5C
992.66,99.27,30.34,1.77,3.54,2020-07-19T00:21:30,1290,30mA,5C
992.49,99.25,30.36,1.77,3.54,2020-07-19T00:22:00,1320,30mA,5C
992.32,99.23,30.35,1.78,3.56,2020-07-19T00:22:30,1350,30mA,5C
992.15,99.21,30.33,1.78,3.56,2020-07-19T00:23:00,1380,30mA,5C
991.98,99.2,30.32,1.78,3.56,2020-07-19T00:23:30,1410,30mA,5C
991.81,99.18,30.31,1.78,3.56,2020-07-19T00:24:00,1440,30mA,5C
991.64,99.16,30.31,1.78,3.56,2020-07-19T00:24:30,1470,30mA,5C
991.47,99.15,30.3,1.78,3.56,2020-07-19T00:25:00,1500,30mA,5C
991.3,99.13,30.27,1.77,3.54,2020-07-19T00:25:30,1530,30mA,5C
991.13,99.11,30.27,1.78,3.56,2020-07-19T00:26:00,1560,30mA,5C
990.96,99.1,30.26,1.78,3.56,2020-07-19T00:26:30,1590,30mA,5C
990.78,99.08,30.25,1.78,3.56,2020-07-19T00:27:00,1620,30mA,5C
990.61,99.06,30.22,1.78,3.56,2020-07-19T00:27:30,1650,30mA,5C
990.44,99.04,30.22,1.78,3.56,2020-07-19T00:28:00,1680,30mA,5C
990.27,99.03,30.22,1.78,3.56,2020-07-19T00:28:30,1710,30mA,5C
990.1,99.01,30.18,1.77,3.54,2020-07-19T00:29:00,1740,30mA,5C
989.93,98.99,30.13,1.77,3.54,2020-07-19T00:29:30,1770,30mA,5C
989.76,98.98,30.1,1.78,3.56,2020-07-19T00:30:00,1800,30mA,5C
989.59,98.96,30.03,1.77,3.54,2020-07-19T00:30:30,1830,30mA,5C
989.42,98.94,30.06,1.77,3.54,2020-07-19T00:31:00,1860,30mA,5C
989.25,98.92,30.08,1.77,3.54,2020-07-19T00:31:30,1890,30mA,5C
989.08,98.91,30.09,1.77,3.54,2020-07-19T00:32:00,1920,30mA,5C
988.91,98.89,30.07,1.78,3.56,2020-07-19T00:32:30,1950,30mA,5C
988.74,98.87,30.07,1.77,3.54,2020-07-19T00:33:00,1980,30mA,5C
988.57,98.86,30.08,1.77,3.54,2020-07-19T00:33:30,2010,30mA,5C
988.4,98.84,30.07,1.77,3.54,2020-07-19T00:34:00,2040,30mA,5C
988.22,98.82,30.08,1.76,3.52,2020-07-19T00:34:30,2070,30mA,5C
988.05,98.81,30.06,1.76,3.52,2020-07-19T00:35:00,2100,30mA,5C
987.88,98.79,30.05,1.77,3.54,2020-07-19T00:35:30,2130,30mA,5C
987.71,98.77,30.05,1.77,3.54,2020-07-19T00:36:00,2160,30mA,5C
987.54,98.75,30.1,1.77,3.54,2020-07-19T00:36:30,2190,30mA,5C
987.37,98.74,30.08,1.76,3.52,2020-07-19T00:37:00,2220,30mA,5C
987.2,98.72,30.05,1.77,3.54,2020-07-19T00:37:30,2250,30mA,5C
987.03,98.7,30.09,1.77,3.54,2020-07-19T00:38:00,2280,30mA,5C
986.86,98.69,30.1,1.77,3.54,2020-07-19T00:38:30,2310,30mA,5C
986.69,98.67,30.07,1.77,3.54,2020-07-19T00:39:00,2340,30mA,5C
986.52,98.65,30.05,1.78,3.56,2020-07-19T00:39:30,2370,30mA,5C
986.35,98.63,30.06,1.77,3.54,2020-07-19T00:40:00,2400,30mA,5C
986.18,98.62,30.03,1.77,3.54,2020-07-19T00:40:30,2430,30mA,5C
986.01,98.6,30.06,1.77,3.54,2020-07-19T00:41:00,2460,30mA,5C
985.84,98.58,30.05,1.77,3.54,2020-07-19T00:41:30,2490,30mA,5C
985.67,98.57,30.08,1.76,3.52,2020-07-19T00:42:00,2520,30mA,5C
985.49,98.55,30.07,1.77,3.54,2020-07-19T00:42:30,2550,30mA,5C
985.32,98.53,30.06,1.76,3.52,2020-07-19T00:43:00,2580,30mA,5C
985.15,98.52,30.05,1.76,3.52,2020-07-19T00:43:30,2610,30mA,5C
984.98,98.5,30.06,1.76,3.52,2020-07-19T00:44:00,2640,30mA,5C
984.81,98.48,30.05,1.76,3.52,2020-07-19T00:44:30,2670,30mA,5C
984.64,98.46,30.05,1.76,3.52,2020-07-19T00:45:00,2700,30mA,5C
984.47,98.45,30.05,1.75,3.5,2020-07-19T00:45:30,2730,30mA,5C
984.3,98.43,30.05,1.75,3.5,2020-07-19T00:46:00,2760,30mA,5C
984.13,98.41,30.03,1.76,3.52,2020-07-19T00:46:30,2790,30mA,5C
983.96,98.4,30.04,1.76,3.52,2020-07-19T00:47:00,2820,30mA,5C
983.79,98.38,30.04,1.76,3.52,2020-07-19T00:47:30,2850,30mA,5C
983.62,98.36,30.04,1.77,3.54,2020-07-19T00:48:00,2880,30mA,5C
983.45,98.34,30.05,1.76,3.52,2020-07-19T00:48:30,2910,30mA,5C
983.28,98.33,30.06,1.77,3.54,2020-07-19T00:49:00,2940,30mA,5C
983.11,98.31,30.04,1.77,3.54,2020-07-19T00:49:30,2970,30mA,5C
982.93,98.29,30.01,1.77,3.54,2020-07-19T00:50:00,3000,30mA,5C
982.76,98.28,29.98,1.77,3.54,2020-07-19T00:50:30,3030,30mA,5C
982.59,98.26,30.0,1.77,3.54,2020-07-19T00:51:00,3060,30mA,5C
982.42,98.24,29.98,1.77,3.54,2020-07-19T00:51:30,3090,30mA,5C
982.25,98.23,29.97,1.78,3.56,2020-07-19T00:52:00,3120,30mA,5C
982.08,98.21,29.95,1.77,3.54,2020-07-19T00:52:30,3150,30mA,5C
981.91,98.19,29.95,1.77,3.54,2020-07-19T00:53:00,3180,30mA,5C
981.74,98.17,29.94,1.77,3.54,2020-07-19T00:53:30,3210,30mA,5C
981.57,98.16,29.95,1.76,3.52,2020-07-19T00:54:00,3240,30mA,5C
981.4,98.14,29.79,1.77,3.54,2020-07-19T00:54:30,3270,30mA,5C
981.23,98.12,29.69,1.77,3.54,2020-07-19T00:55:00,3300,30mA,5C
981.06,98.11,29.74,1.77,3.54,2020-07-19T00:55:30,3330,30mA,5C
980.89,98.09,29.72,1.77,3.54,2020-07-19T00:56:00,3360,30mA,5C
980.72,98.07,29.8,1.77,3.54,2020-07-19T00:56:30,3390,30mA,5C
980.55,98.05,29.82,1.77,3.54,2020-07-19T00:57:00,3420,30mA,5C
980.37,98.04,29.75,1.77,3.54,2020-07-19T00:57:30,3450,30mA,5C
980.2,98.02,29.73,1.77,3.54,2020-07-19T00:58:00,3480,30mA,5C
980.03,98.0,29.78,1.77,3.54,2020-07-19T00:58:30,3510,30mA,5C
979.86,97.99,29.8,1.77,3.54,2020-07-19T00:59:00,3540,30mA,5C
979.69,97.97,29.79,1.78,3.56,2020-07-19T00:59:30,3570,30mA,5C
979.52,97.95,29.7,1.77,3.54,2020-07-19T01:00:00,3600,30mA,5C
979.35,97.93,29.64,1.78,3.56,2020-07-19T01:00:30,3630,30mA,5C
979.18,97.92,29.54,1.77,3.54,2020-07-19T01:01:00,3660,30mA,5C
979.01,97.9,29.41,1.77,3.54,2020-07-19T01:01:30,3690,30mA,5C
978.84,97.88,29.29,1.77,3.54,2020-07-19T01:02:00,3720,30mA,5C
978.67,97.87,29.21,1.78,3.56,2020-07-19T01:02:30,3750,30mA,5C
978.5,97.85,29.15,1.77,3.54,2020-07-19T01:03:00,3780,30mA,5C
978.33,97.83,29.02,1.77,3.54,2020-07-19T01:03:30,3810,30mA,5C
978.16,97.82,28.88,1.77,3.54,2020-07-19T01:04:00,3840,30mA,5C
977.99,97.8,28.95,1.77,3.54,2020-07-19T01:04:30,3870,30mA,5C
977.81,97.78,29.01,1.77,3.54,2020-07-19T01:05:00,3900,30mA,5C
977.64,97.76,29.13,1.77,3.54,2020-07-19T01:05:30,3930,30mA,5C
977.47,97.75,29.16,1.77,3.54,2020-07-19T01:06:00,3960,30mA,5C
977.3,97.73,29.08,1.77,3.54,2020-07-19T01:06:30,3990,30mA,5C
977.13,97.71,29.07,1.77,3.54,2020-07-19T01:07:00,4020,30mA,5C
976.96,97.7,29.07,1.76,3.52,2020-07-19T01:07:30,4050,30mA,5C
976.79,97.68,29.07,1.77,3.54,2020-07-19T01:08:00,4080,30mA,5C
976.62,97.66,29.03,1.76,3.52,2020-07-19T01:08:30,4110,30mA,5C
976.45,97.64,28.97,1.77,3.54,2020-07-19T01:09:00,4140,30mA,5C
976.28,97.63,28.92,1.76,3.52,2020-07-19T01:09:30,4170,30mA,5C
976.11,97.61,28.9,1.76,3.52,2020-07-19T01:10:00,4200,30mA,5C
975.94,97.59,28.84,1.76,3.52,2020-07-19T01:10:30,4230,30mA,5C
975.77,97.58,29.12,1.76,3.52,2020-07-19T01:11:00,4260,30mA,5C
975.6,97.56,29.31,1.77,3.54,2020-07-19T01:11:30,4290,30mA,5C
975.43,97.54,29.1,1.77,3.54,2020-07-19T01:12:00,4320,30mA,5C
975.26,97.53,28.89,1.77,3.54,2020-07-19T01:12:30,4350,30mA,5C
975.08,97.51,28.8,1.78,3.56,2020-07-19T01:13:00,4380,30mA,5C
974.91,97.49,28.85,1.77,3.54,2020-07-19T01:13:30,4410,30mA,5C
974.74,97.47,28.97,1.77,3.54,2020-07-19T01:14:00,4440,30mA,5C
974.57,97.46,29.01,1.77,3.54,2020-07-19T01:14:30,4470,30mA,5C
974.4,97.44,28.97,1.77,3.54,2020-07-19T01:15:00,4500,30mA,5C
974.23,97.42,29.36,1.76,3.52,2020-07-19T01:15:30,4530,30mA,5C
974.06,97.41,29.69,1.77,3.54,2020-07-19T01:16:00,4560,30mA,5C
973.89,97.39,29.68,1.76,3.52,2020-07-19T01:16:30,4590,30mA,5C
973.72,97.37,29.71,1.76,3.52,2020-07-19T01:17:00,4620,30mA,5C
973.55,97.35,29.7,1.76,3.52,2020-07-19T01:17:30,4650,30mA,5C
973.38,97.34,29.71,1.76,3.52,2020-07-19T01:18:00,4680,30mA,5C
973.21,97.32,29.73,1.76,3.52,2020-07-19T01:18:30,4710,30mA,5C
973.04,97.3,29.72,1.77,3.54,2020-07-19T01:19:00,4740,30mA,5C
972.87,97.29,29.75,1.76,3.52,2020-07-19T01:19:30,4770,30mA,5C
972.7,97.27,29.71,1.75,3.5,2020-07-19T01:20:00,4800,30mA,5C
972.52,97.25,29.72,1.75,3.5,2020-07-19T01:20:30,4830,30mA,5C
972.35,97.24,29.72,1.76,3.52,2020-07-19T01:21:00,4860,30mA,5C
972.18,97.22,29.76,1.76,3.52,2020-07-19T01:21:30,4890,30mA,5C
972.01,97.2,29.76,1.76,3.52,2020-07-19T01:22:00,4920,30mA,5C
971.84,97.18,29.77,1.76,3.52,2020-07-19T01:22:30,4950,30mA,5C
971.67,97.17,29.75,1.76,3.52,2020-07-19T01:23:00,4980,30mA,5C
971.5,97.15,29.75,1.76,3.52,2020-07-19T01:23:30,5010,30mA,5C
971.33,97.13,29.74,1.76,3.52,2020-07-19T01:24:00,5040,30mA,5C
971.16,97.12,29.77,1.76,3.52,2020-07-19T01:24:30,5070,30mA,5C
970.99,97.1,29.77,1.76,3.52,2020-07-19T01:25:00,5100,30mA,5C
970.82,97.08,29.77,1.76,3.52,2020-07-19T01:25:30,5130,30mA,5C
970.65,97.06,29.77,1.76,3.52,2020-07-19T01:26:00,5160,30mA,5C
970.48,97.05,29.79,1.76,3.52,2020-07-19T01:26:30,5190,30mA,5C
970.31,97.03,29.8,1.76,3.52,2020-07-19T01:27:00,5220,30mA,5C
970.14,97.01,29.79,1.76,3.52,2020-07-19T01:27:30,5250,30mA,5C
969.96,97.0,29.81,1.77,3.54,2020-07-19T01:28:00,5280,30mA,5C
969.79,96.98,29.82,1.76,3.52,2020-07-19T01:28:30,5310,30mA,5C
969.62,96.96,29.79,1.77,3.54,2020-07-19T01:29:00,5340,30mA,5C
969.45,96.95,29.79,1.77,3.54,2020-07-19T01:29:30,5370,30mA,5C
969.28,96.93,29.79,1.76,3.52,2020-07-19T01:30:00,5400,30mA,5C
969.11,96.91,29.78,1.76,3.52,2020-07-19T01:30:30,5430,30mA,5C
968.94,96.89,29.77,1.75,3.5,2020-07-19T01:31:00,5460,30mA,5C
968.77,96.88,29.81,1.77,3.54,2020-07-19T01:31:30,5490,30mA,5C
968.6,96.86,29.8,1.77,3.54,2020-07-19T01:32:00,5520,30mA,5C
968.43,96.84,29.81,1.77,3.54,2020-07-19T01:32:30,5550,30mA,5C
968.26,96.83,29.78,1.77,3.54,2020-07-19T01:33:00,5580,30mA,5C
968.09,96.81,29.78,1.79,3.58,2020-07-19T01:33:30,5610,30mA,5C
967.92,96.79,29.79,1.78,3.56,2020-07-19T01:34:00,5640,30mA,5C
967.75,96.77,29.79,1.79,3.58,2020-07-19T01:34:30,5670,30mA,5C
967.58,96.76,29.78,1.79,3.58,2020-07-19T01:35:00,5700,30mA,5C
967.41,96.74,29.77,1.78,3.56,2020-07-19T01:35:30,5730,30mA,5C
967.23,96.72,29.78,1.79,3.58,2020-07-19T01:36:00,5760,30mA,5C
