capacity,soc,current,half_voltage,final_voltage,timestamp_str,timestamp_num,currents,temperature
1000.0,100.0,34.14,2.0,4.0,2020-07-15T00:00:00,0,30mA,35C
999.83,99.98,34.18,2.0,4.0,2020-07-15T00:00:30,30,30mA,35C
999.66,99.97,34.19,2.0,4.0,2020-07-15T00:01:00,60,30mA,35C
999.49,99.95,34.2,2.0,4.0,2020-07-15T00:01:30,90,30mA,35C
999.32,99.93,34.19,2.0,4.0,2020-07-15T00:02:00,120,30mA,35C
999.15,99.91,34.2,2.0,4.0,2020-07-15T00:02:30,150,30mA,35C
998.98,99.9,34.2,2.0,4.0,2020-07-15T00:03:00,180,30mA,35C
998.81,99.88,34.19,2.0,4.0,2020-07-15T00:03:30,210,30mA,35C
998.63,99.86,34.2,2.0,4.0,2020-07-15T00:04:00,240,30mA,35C
998.46,99.85,34.2,2.0,4.0,2020-07-15T00:04:30,270,30mA,35C
998.29,99.83,34.21,2.0,4.0,2020-07-15T00:05:00,300,30mA,35C
998.12,99.81,34.21,2.0,4.0,2020-07-15T00:05:30,330,30mA,35C
997.95,99.8,34.21,2.0,4.0,2020-07-15T00:06:00,360,30mA,35C
997.78,99.78,34.16,2.0,4.0,2020-07-15T00:06:30,390,30mA,35C
997.61,99.76,34.15,2.0,4.0,2020-07-15T00:07:00,420,30mA,35C
997.44,99.74,34.15,2.0,4.0,2020-07-15T00:07:30,450,30mA,35C
997.27,99.73,34.14,2.0,4.0,2020-07-15T00:08:00,480,30mA,35C
997.1,99.71,34.14,2.0,4.0,2020-07-15T00:08:30,510,30mA,35C
996.93,99.69,34.14,2.0,4.0,2020-07-15T00:09:00,540,30mA,35C
996.76,99.68,34.14,2.0,4.0,2020-07-15T00:09:30,570,30mA,35C
996.59,99.66,34.14,2.0,4.0,2020-07-15T00:10:00,600,30mA,35C
996.42,99.64,34.15,2.0,4.0,2020-07-15T00:10:30,630,30mA,35C
996.25,99.62,34.14,2.0,4.0,2020-07-15T00:11:00,660,30mA,35C
996.07,99.61,34.14,2.0,4.0,2020-07-15T00:11:30,690,30mA,35C
