capacity,soc,current,half_voltage,final_voltage,timestamp_str,timestamp_num,currents,temperature
1000.0,100.0,51.29,1.92,3.84,2020-07-25T00:00:00,0,50mA,35C
999.83,99.98,51.35,1.92,3.84,2020-07-25T00:00:30,30,50mA,35C
999.66,99.97,51.35,1.92,3.84,2020-07-25T00:01:00,60,50mA,35C
999.49,99.95,51.46,1.92,3.84,2020-07-25T00:01:30,90,50mA,35C
999.32,99.93,51.5,1.92,3.84,2020-07-25T00:02:00,120,50mA,35C
999.15,99.91,51.48,1.92,3.84,2020-07-25T00:02:30,150,50mA,35C
998.98,99.9,51.57,1.92,3.84,2020-07-25T00:03:00,180,50mA,35C
998.81,99.88,51.63,1.92,3.84,2020-07-25T00:03:30,210,50mA,35C
998.63,99.86,51.65,1.93,3.86,2020-07-25T00:04:00,240,50mA,35C
998.46,99.85,51.63,1.92,3.84,2020-07-25T00:04:30,270,50mA,35C
998.29,99.83,51.62,1.92,3.84,2020-07-25T00:05:00,300,50mA,35C
998.12,99.81,51.67,1.93,3.86,2020-07-25T00:05:30,330,50mA,35C
997.95,99.8,51.68,1.92,3.84,2020-07-25T00:06:00,360,50mA,35C
997.78,99.78,51.69,1.93,3.86,2020-07-25T00:06:30,390,50mA,35C
997.61,99.76,51.71,1.92,3.84,2020-07-25T00:07:00,420,50mA,35C
997.44,99.74,51.71,1.93,3.86,2020-07-25T00:07:30,450,50mA,35C
997.27,99.73,51.7,1.92,3.84,2020-07-25T00:08:00,480,50mA,35C
997.1,99.71,51.67,1.92,3.84,2020-07-25T00:08:30,510,50mA,35C
996.93,99.69,51.68,1.92,3.84,2020-07-25T00:09:00,540,50mA,35C
996.76,99.68,51.68,1.92,3.84,2020-07-25T00:09:30,570,50mA,35C
996.59,99.66,51.68,1.92,3.84,2020-07-25T00:10:00,600,50mA,35C
996.42,99.64,51.7,1.92,3.84,2020-07-25T00:10:30,630,50mA,35C
996.25,99.62,51.68,1.92,3.84,2020-07-25T00:11:00,660,50mA,35C
996.07,99.61,51.7,1.92,3.84,2020-07-25T00:11:30,690,50mA,35C
995.9,99.59,51.7,1.92,3.84,2020-07-25T00:12:00,720,50mA,35C
995.73,99.57,51.69,1.92,3.84,2020-07-25T00:12:30,750,50mA,35C
995.56,99.56,51.69,1.92,3.84,2020-07-25T00:13:00,780,50mA,35C
995.39,99.54,51.68,1.92,3.84,2020-07-25T00:13:30,810,50mA,35C
995.22,99.52,51.68,1.92,3.84,2020-07-25T00:14:00,840,50mA,35C
