capacity,soc,current,half_voltage,final_voltage,timestamp_str,timestamp_num,currents,temperature
1200.0,100.0,48.0,1.99,3.98,2020-08-20T00:00:00,0,50mA,15C
1199.49,99.96,48.23,1.98,3.96,2020-08-20T00:00:30,30,50mA,15C
1199.32,99.94,48.26,1.99,3.98,2020-08-20T00:01:00,60,50mA,15C
1199.15,99.93,48.28,1.98,3.96,2020-08-20T00:01:30,90,50mA,15C
1198.98,99.91,48.26,1.99,3.98,2020-08-20T00:02:00,120,50mA,15C
1198.81,99.9,48.26,1.98,3.96,2020-08-20T00:02:30,150,50mA,15C
1198.63,99.89,48.25,1.98,3.96,2020-08-20T00:03:00,180,50mA,15C
1198.46,99.87,48.25,1.98,3.96,2020-08-20T00:03:30,210,50mA,15C
1198.29,99.86,48.24,1.99,3.98,2020-08-20T00:04:00,240,50mA,15C
1198.12,99.84,48.22,1.99,3.98,2020-08-20T00:04:30,270,50mA,15C
1197.95,99.83,48.21,1.98,3.96,2020-08-20T00:05:00,300,50mA,15C
1197.78,99.82,48.2,1.98,3.96,2020-08-20T00:05:30,330,50mA,15C
1197.61,99.8,48.18,1.98,3.96,2020-08-20T00:06:00,360,50mA,15C
1197.44,99.79,48.16,1.98,3.96,2020-08-20T00:06:30,390,50mA,15C
1197.27,99.77,48.19,1.97,3.94,2020-08-20T00:07:00,420,50mA,15C
1197.1,99.76,48.14,1.98,3.96,2020-08-20T00:07:30,450,50mA,15C
1196.93,99.74,48.12,1.99,3.98,2020-08-20T00:08:00,480,50mA,15C
1196.76,99.73,48.12,1.98,3.96,2020-08-20T00:08:30,510,50mA,15C
1196.59,99.72,48.09,1.98,3.96,2020-08-20T00:09:00,540,50mA,15C
1196.42,99.7,48.09,1.97,3.94,2020-08-20T00:09:30,570,50mA,15C
1196.25,99.69,48.07,1.98,3.96,2020-08-20T00:10:00,600,50mA,15C
1196.07,99.67,48.04,1.97,3.94,2020-08-20T00:10:30,630,50mA,15C
1195.9,99.66,48.05,1.97,3.94,2020-08-20T00:11:00,660,50mA,15C
1195.73,99.64,48.04,1.98,3.96,2020-08-20T00:11:30,690,50mA,15C
1195.56,99.63,48.03,1.97,3.94,2020-08-20T00:12:00,720,50mA,15C
1195.39,99.62,48.0,1.97,3.94,2020-08-20T00:12:30,750,50mA,15C
1195.22,99.6,47.99,1.97,3.94,2020-08-20T00:13:00,780,50mA,15C
1195.05,99.59,47.97,1.97,3.94,2020-08-20T00:13:30,810,50mA,15C
1194.88,99.57,47.98,1.97,3.94,2020-08-20T00:14:00,840,50mA,15C
1194.71,99.56,47.96,1.97,3.94,2020-08-20T00:14:30,870,50mA,15C
1194.54,99.54,47.94,1.97,3.94,2020-08-20T00:15:00,900,50mA,15C
1194.37,99.53,47.92,1.97,3.94,2020-08-20T00:15:30,930,50mA,15C
1194.2,99.52,47.94,1.96,3.92,2020-08-20T00:16:00,960,50mA,15C
1194.03,99.5,47.98,1.97,3.94,2020-08-20T00:16:30,990,50mA,15C
1193.86,99.49,47.98,1.97,3.94,2020-08-20T00:17:00,1020,50mA,15C
1193.69,99.47,47.89,1.96,3.92,2020-08-20T00:17:30,1050,50mA,15C
1193.52,99.46,47.87,1.97,3.94,2020-08-20T00:18:00,1080,50mA,15C
1193.34,99.45,47.88,1.97,3.94,2020-08-20T00:18:30,1110,50mA,15C
