capacity,soc,current,half_voltage,final_voltage,timestamp_str,timestamp_num,currents,temperature
1200.0,100.0,79.95,2.12,4.24,2020-08-08T00:00:00,0,100mA,5C
1199.83,99.99,80.06,2.1,4.2,2020-08-08T00:00:30,30,100mA,5C
1199.66,99.97,80.13,2.1,4.2,2020-08-08T00:01:00,60,100mA,5C
1199.49,99.96,80.4,2.09,4.18,2020-08-08T00:01:30,90,100mA,5C
1199.32,99.94,80.28,2.09,4.18,2020-08-08T00:02:00,120,100mA,5C
1199.15,99.93,80.97,2.1,4.2,2020-08-08T00:02:30,150,100mA,5C
1198.98,99.91,81.09,2.1,4.2,2020-08-08T00:03:00,180,100mA,5C
1198.81,99.9,81.28,2.1,4.2,2020-08-08T00:03:30,210,100mA,5C
1198.63,99.89,81.2,2.09,4.18,2020-08-08T00:04:00,240,100mA,5C
1198.46,99.87,81.55,2.09,4.18,2020-08-08T00:04:30,270,100mA,5C
1198.29,99.86,81.55,2.08,4.16,2020-08-08T00:05:00,300,100mA,5C
1198.12,99.84,81.5,2.09,4.18,2020-08-08T00:05:30,330,100mA,5C
1197.95,99.83,81.35,2.09,4.18,2020-08-08T00:06:00,360,100mA,5C
1197.78,99.82,81.45,2.08,4.16,2020-08-08T00:06:30,390,100mA,5C
1197.61,99.8,81.71,2.08,4.16,2020-08-08T00:07:00,420,100mA,5C
1197.44,99.79,81.76,2.08,4.16,2020-08-08T00:07:30,450,100mA,5C
1197.27,99.77,81.82,2.08,4.16,2020-08-08T00:08:00,480,100mA,5C
1197.1,99.76,81.89,2.08,4.16,2020-08-08T00:08:30,510,100mA,5C
1196.93,99.74,81.88,2.08,4.16,2020-08-08T00:09:00,540,100mA,5C
1196.76,99.73,82.45,2.08,4.16,2020-08-08T00:09:30,570,100mA,5C
1196.59,99.72,82.46,2.08,4.16,2020-08-08T00:10:00,600,100mA,5C
1196.42,99.7,82.18,2.07,4.14,2020-08-08T00:10:30,630,100mA,5C
1196.25,99.69,82.25,2.08,4.16,2020-08-08T00:11:00,660,100mA,5C
1196.07,99.67,82.2,2.08,4.16,2020-08-08T00:11:30,690,100mA,5C
1195.9,99.66,82.27,2.07,4.14,2020-08-08T00:12:00,720,100mA,5C
1195.73,99.64,82.08,2.07,4.14,2020-08-08T00:12:30,750,100mA,5C
1195.56,99.63,82.11,2.07,4.14,2020-08-08T00:13:00,780,100mA,5C
1195.39,99.62,82.18,2.07,4.14,2020-08-08T00:13:30,810,100mA,5C
1195.22,99.6,81.95,2.07,4.14,2020-08-08T00:14:00,840,100mA,5C
1195.05,99.59,82.0,2.07,4.14,2020-08-08T00:14:30,870,100mA,5C
1194.88,99.57,82.01,2.07,4.14,2020-08-08T00:15:00,900,100mA,5C
1194.71,99.56,81.93,2.07,4.14,2020-08-08T00:15:30,930,100mA,5C
1194.54,99.54,81.92,2.07,4.14,2020-08-08T00:16:00,960,100mA,5C
1194.37,99.53,81.97,2.07,4.14,2020-08-08T00:16:30,990,100mA,5C
1194.2,99.52,81.95,2.07,4.14,2020-08-08T00:17:00,1020,100mA,5C
1194.03,99.5,81.94,2.06,4.12,2020-08-08T00:17:30,1050,100mA,5C
1193.86,99.49,81.98,2.06,4.12,2020-08-08T00:18:00,1080,100mA,5C
1193.69,99.47,81.53,2.06,4.12,2020-08-08T00:18:30,1110,100mA,5C
1193.52,99.46,81.49,2.06,4.12,2020-08-08T00:19:00,1140,100mA,5C
1193.34,99.45,81.4,2.06,4.12,2020-08-08T00:19:30,1170,100mA,5C
1193.17,99.43,81.42,2.06,4.12,2020-08-08T00:20:00,1200,100mA,5C
1193.0,99.42,81.38,2.06,4.12,2020-08-08T00:20:30,1230,100mA,5C
1192.83,99.4,81.34,2.06,4.12,2020-08-08T00:21:00,1260,100mA,5C
1192.66,99.39,81.25,2.06,4.12,2020-08-08T00:21:30,1290,100mA,5C
1192.49,99.37,81.2,2.06,4.12,2020-08-08T00:22:00,1320,100mA,5C
1192.32,99.36,81.23,2.05,4.1,2020-08-08T00:22:30,1350,100mA,5C
1192.15,99.35,81.24,2.06,4.12,2020-08-08T00:23:00,1380,100mA,5C
1191.98,99.33,81.28,2.05,4.1,2020-08-08T00:23:30,1410,100mA,5C
1191.81,99.32,81.3,2.05,4.1,2020-08-08T00:24:00,1440,100mA,5C
1191.64,99.3,81.27,2.05,4.1,2020-08-08T00:24:30,1470,100mA,5C
1191.47,99.29,81.34,2.06,4.12,2020-08-08T00:25:00,1500,100mA,5C
1191.3,99.27,81.3,2.05,4.1,2020-08-08T00:25:30,1530,100mA,5C
1191.13,99.26,81.28,2.05,4.1,2020-08-08T00:26:00,1560,100mA,5C
1190.96,99.25,81.31,2.05,4.1,2020-08-08T00:26:30,1590,100mA,5C
1190.78,99.23,81.3,2.05,4.1,2020-08-08T00:27:00,1620,100mA,5C
1190.61,99.22,81.32,2.05,4.1,2020-08-08T00:27:30,1650,100mA,5C
1190.44,99.2,81.31,2.05,4.1,2020-08-08T00:28:00,1680,100mA,5C
1190.27,99.19,81.32,2.05,4.1,2020-08-08T00:28:30,1710,100mA,5C
1190.1,99.18,81.26,2.05,4.1,2020-08-08T00:29:00,1740,100mA,5C
1189.93,99.16,81.22,2.05,4.1,2020-08-08T00:29:30,1770,100mA,5C
1189.76,99.15,81.23,2.05,4.1,2020-08-08T00:30:00,1800,100mA,5C
1189.59,99.13,81.21,2.05,4.1,2020-08-08T00:30:30,1830,100mA,5C
1189.42,99.12,81.15,2.05,4.1,2020-08-08T00:31:00,1860,100mA,5C
1189.25,99.1,81.14,2.05,4.1,2020-08-08T00:31:30,1890,100mA,5C
1189.08,99.09,81.13,2.05,4.1,2020-08-08T00:32:00,1920,100mA,5C
1188.91,99.08,81.06,2.05,4.1,2020-08-08T00:32:30,1950,100mA,5C
1188.74,99.06,81.0,2.05,4.1,2020-08-08T00:33:00,1980,100mA,5C
1188.57,99.05,80.91,2.05,4.1,2020-08-08T00:33:30,2010,100mA,5C
1188.4,99.03,81.06,2.05,4.1,2020-08-08T00:34:00,2040,100mA,5C
1188.22,99.02,81.16,2.05,4.1,2020-08-08T00:34:30,2070,100mA,5C
1188.05,99.0,81.1,2.05,4.1,2020-08-08T00:35:00,2100,100mA,5C
1187.88,98.99,81.14,2.05,4.1,2020-08-08T00:35:30,2130,100mA,5C
1187.71,98.98,81.15,2.05,4.1,2020-08-08T00:36:00,2160,100mA,5C
1187.54,98.96,81.1,2.05,4.1,2020-08-08T00:36:30,2190,100mA,5C
1187.37,98.95,81.1,2.05,4.1,2020-08-08T00:37:00,2220,100mA,5C
1187.2,98.93,81.11,2.05,4.1,2020-08-08T00:37:30,2250,100mA,5C
1187.03,98.92,81.05,2.05,4.1,2020-08-08T00:38:00,2280,100mA,5C
1186.86,98.9,81.02,2.06,4.12,2020-08-08T00:38:30,2310,100mA,5C
1186.69,98.89,81.0,2.05,4.1,2020-08-08T00:39:00,2340,100mA,5C
1186.52,98.88,81.04,2.05,4.1,2020-08-08T00:39:30,2370,100mA,5C
1186.35,98.86,81.07,2.05,4.1,2020-08-08T00:40:00,2400,100mA,5C
1186.18,98.85,81.02,2.05,4.1,2020-08-08T00:40:30,2430,100mA,5C
1186.01,98.83,80.98,2.05,4.1,2020-08-08T00:41:00,2460,100mA,5C
1185.84,98.82,81.01,2.05,4.1,2020-08-08T00:41:30,2490,100mA,5C
1185.67,98.81,80.97,2.05,4.1,2020-08-08T00:42:00,2520,100mA,5C
1185.49,98.79,80.86,2.05,4.1,2020-08-08T00:42:30,2550,100mA,5C
1185.32,98.78,80.84,2.05,4.1,2020-08-08T00:43:00,2580,100mA,5C
1185.15,98.76,80.76,2.05,4.1,2020-08-08T00:43:30,2610,100mA,5C
1184.98,98.75,80.66,2.05,4.1,2020-08-08T00:44:00,2640,100mA,5C
1184.81,98.73,80.46,2.05,4.1,2020-08-08T00:44:30,2670,100mA,5C
1184.64,98.72,81.0,2.05,4.1,2020-08-08T00:45:00,2700,100mA,5C
1184.47,98.71,81.2,2.05,4.1,2020-08-08T00:45:30,2730,100mA,5C
1184.3,98.69,81.17,2.05,4.1,2020-08-08T00:46:00,2760,100mA,5C
1184.13,98.68,81.18,2.05,4.1,2020-08-08T00:46:30,2790,100mA,5C
1183.96,98.66,81.18,2.05,4.1,2020-08-08T00:47:00,2820,100mA,5C
1183.79,98.65,81.2,2.05,4.1,2020-08-08T00:47:30,2850,100mA,5C
