capacity,soc,current,half_voltage,final_voltage,timestamp_str,timestamp_num,currents,temperature
1100.0,99.99,112.0,1.9,3.8,2020-06-03T00:00:00,0,100mA,25C
1099.66,99.97,112.94,1.89,3.78,2020-06-03T00:00:30,30,100mA,25C
1099.49,99.95,113.3,1.89,3.78,2020-06-03T00:01:00,60,100mA,25C
1099.32,99.94,113.55,1.89,3.78,2020-06-03T00:01:30,90,100mA,25C
1099.15,99.92,113.45,1.89,3.78,2020-06-03T00:02:00,120,100mA,25C
1098.98,99.91,113.07,1.88,3.76,2020-06-03T00:02:30,150,100mA,25C
1098.81,99.89,113.16,1.89,3.78,2020-06-03T00:03:00,180,100mA,25C
1098.63,99.88,113.38,1.89,3.78,2020-06-03T00:03:30,210,100mA,25C
1098.46,99.86,113.28,1.88,3.76,2020-06-03T00:04:00,240,100mA,25C
1098.29,99.84,113.36,1.88,3.76,2020-06-03T00:04:30,270,100mA,25C
1098.12,99.83,113.45,1.88,3.76,2020-06-03T00:05:00,300,100mA,25C
1097.95,99.81,113.4,1.88,3.76,2020-06-03T00:05:30,330,100mA,25C
1097.78,99.8,113.62,1.88,3.76,2020-06-03T00:06:00,360,100mA,25C
1097.61,99.78,113.83,1.89,3.78,2020-06-03T00:06:30,390,100mA,25C
1097.44,99.77,113.82,1.89,3.78,2020-06-03T00:07:00,420,100mA,25C
1097.27,99.75,113.88,1.89,3.78,2020-06-03T00:07:30,450,100mA,25C
1097.1,99.74,114.05,1.89,3.78,2020-06-03T00:08:00,480,100mA,25C
1096.93,99.72,114.1,1.89,3.78,2020-06-03T00:08:30,510,100mA,25C
1096.76,99.71,114.16,1.89,3.78,2020-06-03T00:09:00,540,100mA,25C
1096.59,99.69,114.15,1.89,3.78,2020-06-03T00:09:30,570,100mA,25C
1096.42,99.67,114.22,1.89,3.78,2020-06-03T00:10:00,600,100mA,25C
1096.25,99.66,114.19,1.89,3.78,2020-06-03T00:10:30,630,100mA,25C
1096.07,99.64,114.16,1.89,3.78,2020-06-03T00:11:00,660,100mA,25C
1095.9,99.63,114.15,1.89,3.78,2020-06-03T00:11:30,690,100mA,25C
1095.73,99.61,114.11,1.89,3.78,2020-06-03T00:12:00,720,100mA,25C
1095.56,99.6,114.15,1.89,3.78,2020-06-03T00:12:30,750,100mA,25C
1095.39,99.58,114.17,1.88,3.76,2020-06-03T00:13:00,780,100mA,25C
1095.22,99.57,114.21,1.89,3.78,2020-06-03T00:13:30,810,100mA,25C
1095.05,99.55,114.16,1.89,3.78,2020-06-03T00:14:00,840,100mA,25C
1094.88,99.53,114.14,1.89,3.78,2020-06-03T00:14:30,870,100mA,25C
