trial_id,units,dropout_rate,val_loss
00,96,0.1,2.163858653148054e-06
01,128,0.0,8.627571332908701e-07
02,96,0.0,3.7874531244597165e-07
03,32,0.0,3.2057921544037526e-06
04,96,0.30000000000000004,6.979096269787988e-06
05,128,0.30000000000000004,1.9650078684207983e-06
06,64,0.1,1.0685283768907539e-06
07,32,0.30000000000000004,1.0391443538537715e-05
08,128,0.1,8.861564992912463e-07
09,96,0.2,2.236626187368529e-06
