capacity,soc,current,half_voltage,final_voltage
1000,100,28.14,1.9,3.8
999.83,99.98,28.53,1.88,3.76
999.66,99.97,28.33,1.97,3.94
999.49,99.95,28.53,1.97,3.94
999.32,99.93,28.6,1.96,3.92
999.15,99.91,28.89,1.96,3.92
998.98,99.9,28.99,1.96,3.92
998.81,99.88,28.99,1.96,3.92
998.63,99.86,29.02,1.96,3.92
998.46,99.85,29.04,1.96,3.92
998.29,99.83,29.01,1.96,3.92
998.12,99.81,29.06,1.96,3.92
997.95,99.8,29.04,1.96,3.92
997.78,99.78,29.05,1.96,3.92
997.61,99.76,29.1,1.96,3.92
997.44,99.74,29.14,1.96,3.92
997.27,99.73,29.15,1.96,3.92
997.1,99.71,29.14,1.96,3.92
996.93,99.69,29.13,1.96,3.92
996.76,99.68,29.13,1.96,3.92
996.59,99.66,29.12,1.96,3.92
996.42,99.64,29.16,1.96,3.92
996.25,99.62,29.15,1.95,3.9
996.07,99.61,29.14,1.96,3.92
995.9,99.59,29.15,1.96,3.92
995.73,99.57,29.16,1.96,3.92
995.56,99.56,29.16,1.95,3.9
995.39,99.54,29.16,1.96,3.92
995.22,99.52,29.16,1.95,3.9
995.05,99.51,29.17,1.95,3.9
994.88,99.49,29.16,1.95,3.9
994.71,99.47,29.15,1.95,3.9
994.54,99.45,29.12,1.95,3.9
994.37,99.44,29.14,1.96,3.92
994.2,99.42,29.12,1.95,3.9
994.03,99.4,29.12,1.96,3.92
993.86,99.39,29.12,1.96,3.92
993.69,99.37,29.1,1.96,3.92
993.52,99.35,29.09,1.96,3.92
993.34,99.33,29.13,1.96,3.92
993.17,99.32,29.18,1.96,3.92
993,99.3,29.16,1.96,3.92
992.83,99.28,29.15,1.96,3.92
992.66,99.27,29.13,1.96,3.92
992.49,99.25,29.14,1.95,3.9
992.32,99.23,29.12,1.95,3.9
992.15,99.21,29.13,1.96,3.92
991.98,99.2,29.15,1.96,3.92
991.81,99.18,29.13,1.95,3.9
991.64,99.16,29.12,1.96,3.92
991.47,99.15,29.12,1.96,3.92
991.3,99.13,29.11,1.95,3.9
991.13,99.11,29.1,1.95,3.9
990.96,99.1,29.1,1.96,3.92
990.78,99.08,29.09,1.95,3.9
990.61,99.06,29.07,1.95,3.9
990.44,99.04,29.06,1.95,3.9
990.27,99.03,29.07,1.95,3.9
990.1,99.01,29.05,1.95,3.9
989.93,98.99,29.04,1.95,3.9
989.76,98.98,29.04,1.95,3.9
989.59,98.96,29.04,1.95,3.9
989.42,98.94,29.03,1.95,3.9
989.25,98.92,29.03,1.96,3.92
989.08,98.91,29.04,1.95,3.9
988.91,98.89,29.01,1.95,3.9
988.74,98.87,29.02,1.95,3.9
988.57,98.86,29.03,1.95,3.9
988.4,98.84,29.03,1.95,3.9
988.22,98.82,29.01,1.95,3.9
988.05,98.81,28.99,1.96,3.92
987.88,98.79,28.99,1.96,3.92
987.71,98.77,28.98,1.95,3.9
987.54,98.75,28.96,1.95,3.9
987.37,98.74,28.96,1.95,3.9
987.2,98.72,28.97,1.96,3.92
987.03,98.7,28.96,1.95,3.9
986.86,98.69,28.94,1.95,3.9
986.69,98.67,28.94,1.95,3.9
986.52,98.65,28.93,1.95,3.9
986.35,98.63,28.93,1.95,3.9
986.18,98.62,28.92,1.95,3.9
986.01,98.6,28.9,1.95,3.9
985.84,98.58,28.91,1.95,3.9
985.67,98.57,28.92,1.95,3.9
985.49,98.55,28.89,1.95,3.9
985.32,98.53,28.9,1.95,3.9
985.15,98.52,28.89,1.95,3.9
984.98,98.5,28.85,1.95,3.9
984.81,98.48,28.84,1.95,3.9
984.64,98.46,28.83,1.95,3.9
984.47,98.45,28.83,1.95,3.9
984.3,98.43,28.83,1.95,3.9
984.13,98.41,28.82,1.95,3.9
983.96,98.4,28.8,1.95,3.9
983.79,98.38,28.79,1.95,3.9
983.62,98.36,28.8,1.95,3.9
983.45,98.34,28.81,1.95,3.9
983.28,98.33,28.8,1.95,3.9
983.11,98.31,28.77,1.95,3.9
982.93,98.29,28.68,1.95,3.9
982.76,98.28,28.6,1.95,3.9
982.59,98.26,28.56,1.95,3.9
982.42,98.24,28.53,1.95,3.9
982.25,98.23,28.52,1.95,3.9
982.08,98.21,27.62,1.95,3.9
981.91,98.19,27.36,1.95,3.9
981.74,98.17,27.54,1.95,3.9
981.57,98.16,27.38,1.95,3.9
981.4,98.14,27.36,1.95,3.9
981.23,98.12,27.58,1.95,3.9
981.06,98.11,27.86,1.95,3.9
980.89,98.09,27.84,1.95,3.9
980.72,98.07,27.86,1.95,3.9
980.55,98.05,27.92,1.95,3.9
980.37,98.04,27.91,1.95,3.9
980.2,98.02,27.86,1.95,3.9
980.03,98,27.84,1.95,3.9
979.86,97.99,27.81,1.95,3.9
979.69,97.97,27.8,1.95,3.9
979.52,97.95,27.79,1.95,3.9
979.35,97.93,27.81,1.95,3.9
979.18,97.92,27.8,1.95,3.9
979.01,97.9,27.79,1.95,3.9
978.84,97.88,27.77,1.95,3.9
978.67,97.87,27.75,1.95,3.9
978.5,97.85,27.74,1.95,3.9
978.33,97.83,27.71,1.95,3.9
978.16,97.82,27.55,1.95,3.9
977.99,97.8,27.55,1.95,3.9
977.81,97.78,27.75,1.95,3.9
977.64,97.76,27.74,1.95,3.9
977.47,97.75,27.51,1.95,3.9
977.3,97.73,27.68,1.95,3.9
977.13,97.71,27.83,1.95,3.9
976.96,97.7,27.8,1.95,3.9
976.79,97.68,27.7,1.95,3.9
976.62,97.66,27.59,1.94,3.88
976.45,97.64,27.66,1.94,3.88
976.28,97.63,27.51,1.94,3.88
976.11,97.61,27.52,1.95,3.9
975.94,97.59,27.92,1.94,3.88
975.77,97.58,28.01,1.95,3.9
975.6,97.56,28.05,1.95,3.9
975.43,97.54,28.06,1.95,3.9
975.26,97.53,28.05,1.95,3.9
975.08,97.51,28.06,1.95,3.9
974.91,97.49,28.09,1.94,3.88
974.74,97.47,28.1,1.95,3.9
974.57,97.46,28.09,1.94,3.88
974.4,97.44,28.11,1.95,3.9
974.23,97.42,28.09,1.95,3.9
974.06,97.41,28.08,1.94,3.88
973.89,97.39,28.09,1.94,3.88
973.72,97.37,28.08,1.94,3.88
973.55,97.35,28.05,1.95,3.9
973.38,97.34,28,1.94,3.88
973.21,97.32,27.94,1.95,3.9
973.04,97.3,27.96,1.94,3.88
972.87,97.29,27.95,1.95,3.9
972.7,97.27,27.95,1.95,3.9
972.52,97.25,27.95,1.94,3.88
972.35,97.24,27.96,1.94,3.88
972.18,97.22,27.95,1.94,3.88
972.01,97.2,27.94,1.94,3.88
971.84,97.18,27.96,1.95,3.9
971.67,97.17,27.92,1.94,3.88
971.5,97.15,27.93,1.94,3.88
971.33,97.13,27.9,1.94,3.88
971.16,97.12,27.96,1.94,3.88
970.99,97.1,27.51,1.94,3.88
970.82,97.08,27.54,1.94,3.88
970.65,97.06,27.56,1.94,3.88
970.48,97.05,27.56,1.94,3.88
970.31,97.03,27.55,1.94,3.88
970.14,97.01,27.53,1.94,3.88
969.96,97,27.51,1.94,3.88
969.79,96.98,27.45,1.94,3.88
969.62,96.96,27.41,1.94,3.88
969.45,96.95,27.4,1.94,3.88
969.28,96.93,27.33,1.94,3.88
969.11,96.91,27.11,1.94,3.88
968.94,96.89,27.07,1.94,3.88
968.77,96.88,27.37,1.94,3.88
968.6,96.86,27.34,1.94,3.88
968.43,96.84,27.68,1.94,3.88
968.26,96.83,28.22,1.94,3.88
968.09,96.81,28.23,1.94,3.88
967.92,96.79,28.23,1.94,3.88
967.75,96.77,28.24,1.94,3.88
967.58,96.76,28.23,1.94,3.88
967.41,96.74,28.23,1.94,3.88
967.23,96.72,28.25,1.94,3.88
967.06,96.71,28.26,1.94,3.88
966.89,96.69,28.25,1.94,3.88
966.72,96.67,28.25,1.94,3.88
966.55,96.65,28.26,1.94,3.88
966.38,96.64,28.26,1.94,3.88
966.21,96.62,28.26,1.94,3.88
966.04,96.6,28.25,1.94,3.88
965.87,96.59,28.25,1.94,3.88
965.7,96.57,28.25,1.94,3.88
965.53,96.55,28.25,1.94,3.88
965.36,96.54,28.26,1.94,3.88
965.19,96.52,28.26,1.94,3.88
965.02,96.5,28.25,1.94,3.88
964.85,96.48,28.23,1.94,3.88
964.67,96.47,28.24,1.94,3.88
964.5,96.45,28.26,1.94,3.88
964.33,96.43,28.27,1.94,3.88
964.16,96.42,28.26,1.94,3.88
963.99,96.4,28.25,1.94,3.88
963.82,96.38,28.25,1.94,3.88
963.65,96.36,28.25,1.94,3.88
963.48,96.35,28.24,1.94,3.88
963.31,96.33,28.24,1.94,3.88
963.14,96.31,28.24,1.94,3.88
962.97,96.3,28.24,1.94,3.88
962.8,96.28,28.25,1.94,3.88
962.63,96.26,28.25,1.94,3.88
962.46,96.25,28.22,1.94,3.88
962.29,96.23,28.22,1.94,3.88
962.11,96.21,28.23,1.94,3.88
961.94,96.19,28.19,1.94,3.88
961.77,96.18,28.23,1.94,3.88
961.6,96.16,28.23,1.94,3.88
961.43,96.14,28.26,1.94,3.88
961.26,96.13,28.25,1.94,3.88
961.09,96.11,28.26,1.94,3.88
960.92,96.09,28.24,1.94,3.88
960.75,96.07,28.26,1.94,3.88
960.58,96.06,28.27,1.94,3.88
960.41,96.04,28.22,1.94,3.88
960.24,96.02,28.24,1.94,3.88
960.07,96.01,28.25,1.94,3.88
959.9,95.99,28.25,1.94,3.88
959.73,95.97,28.23,1.94,3.88
959.55,95.96,28.24,1.94,3.88
959.38,95.94,28.25,1.94,3.88
959.21,95.92,28.24,1.94,3.88
959.04,95.9,28.24,1.94,3.88
958.87,95.89,28.24,1.94,3.88
958.7,95.87,28.23,1.94,3.88
958.53,95.85,28.23,1.94,3.88
958.36,95.84,28.23,1.94,3.88
958.19,95.82,28.22,1.94,3.88
958.02,95.8,28.22,1.94,3.88
957.85,95.78,28.21,1.94,3.88
957.68,95.77,28.22,1.94,3.88
957.51,95.75,28.22,1.94,3.88
957.34,95.73,28.22,1.94,3.88
957.17,95.72,28.23,1.94,3.88
957,95.7,28.21,1.94,3.88
956.82,95.68,28.23,1.94,3.88
956.65,95.66,28.22,1.94,3.88
956.48,95.65,28.21,1.94,3.88
956.31,95.63,28.23,1.94,3.88
956.14,95.61,28.21,1.94,3.88
955.97,95.6,28.23,1.94,3.88
955.8,95.58,28.22,1.94,3.88
955.63,95.56,28.21,1.94,3.88
955.46,95.55,28.2,1.94,3.88
955.29,95.53,28.21,1.94,3.88
955.12,95.51,28.2,1.94,3.88
954.95,95.49,28.19,1.94,3.88
954.78,95.48,28.18,1.94,3.88
954.61,95.46,28.18,1.94,3.88
954.44,95.44,28.16,1.94,3.88
954.26,95.43,28.18,1.94,3.88
954.09,95.41,28.17,1.94,3.88
953.92,95.39,28.16,1.94,3.88
953.75,95.37,28.16,1.94,3.88
953.58,95.36,28.18,1.94,3.88
953.41,95.34,28.17,1.94,3.88
953.24,95.32,28.17,1.94,3.88
953.07,95.31,28.17,1.94,3.88
952.9,95.29,28.16,1.94,3.88
952.73,95.27,28.16,1.94,3.88
952.56,95.26,28.17,1.94,3.88
952.39,95.24,28.16,1.94,3.88
952.22,95.22,28.17,1.93,3.86
952.05,95.2,28.16,1.94,3.88
951.88,95.19,28.17,1.94,3.88
951.7,95.17,28.17,1.94,3.88
951.53,95.15,28.17,1.94,3.88
951.36,95.14,28.18,1.94,3.88
951.19,95.12,28.15,1.94,3.88
951.02,95.1,28.16,1.93,3.86
950.85,95.08,28.16,1.93,3.86
950.68,95.07,28.15,1.94,3.88
950.51,95.05,28.15,1.94,3.88
950.34,95.03,28.14,1.94,3.88
950.17,95.02,28.15,1.93,3.86
950,95,28.14,1.93,3.86
949.83,94.98,28.16,1.94,3.88
949.66,94.97,28.16,1.93,3.86
949.49,94.95,28.16,1.93,3.86
949.32,94.93,28.18,1.93,3.86
949.15,94.91,28.17,1.93,3.86
948.97,94.9,28.16,1.93,3.86
948.8,94.88,28.17,1.93,3.86
948.63,94.86,28.17,1.93,3.86
948.46,94.85,28.17,1.93,3.86
948.29,94.83,28.16,1.93,3.86
948.12,94.81,28.16,1.94,3.88
947.95,94.79,28.16,1.93,3.86
947.78,94.78,28.17,1.93,3.86
947.61,94.76,28.17,1.93,3.86
947.44,94.74,28.15,1.93,3.86
947.27,94.73,28.15,1.93,3.86
947.1,94.71,28.15,1.93,3.86
946.93,94.69,28.14,1.93,3.86
946.76,94.68,28.12,1.93,3.86
946.59,94.66,28.12,1.93,3.86
946.41,94.64,28.12,1.93,3.86
946.24,94.62,28.13,1.94,3.88
946.07,94.61,28.12,1.94,3.88
945.9,94.59,28.13,1.93,3.86
945.73,94.57,28.12,1.93,3.86
945.56,94.56,28.11,1.93,3.86
945.39,94.54,28.12,1.94,3.88
945.22,94.52,28.11,1.93,3.86
945.05,94.5,28.1,1.93,3.86
944.88,94.49,28.11,1.93,3.86
944.71,94.47,28.1,1.93,3.86
944.54,94.45,28.12,1.93,3.86
944.37,94.44,28.12,1.93,3.86
944.2,94.42,28.13,1.94,3.88
944.03,94.4,28.12,1.93,3.86
943.85,94.38,28.12,1.93,3.86
943.68,94.37,28.12,1.93,3.86
943.51,94.35,28.12,1.93,3.86
943.34,94.33,28.11,1.93,3.86
943.17,94.32,28.11,1.93,3.86
943,94.3,28.1,1.93,3.86
942.83,94.28,28.09,1.93,3.86
942.66,94.27,28.1,1.93,3.86
942.49,94.25,28.09,1.93,3.86
942.32,94.23,28.07,1.93,3.86
942.15,94.21,28.07,1.93,3.86
941.98,94.2,28.07,1.93,3.86
941.81,94.18,28.05,1.93,3.86
941.64,94.16,28.07,1.93,3.86
941.47,94.15,28.05,1.93,3.86
941.29,94.13,28.06,1.93,3.86
941.12,94.11,28.07,1.93,3.86
940.95,94.09,28.07,1.93,3.86
940.78,94.08,28.07,1.93,3.86
940.61,94.06,28.07,1.93,3.86
940.44,94.04,28.06,1.93,3.86
940.27,94.03,28.06,1.93,3.86
940.1,94.01,28.05,1.93,3.86
939.93,93.99,28.02,1.93,3.86
939.76,93.98,28.04,1.93,3.86
939.59,93.96,28.01,1.93,3.86
939.42,93.94,28.01,1.93,3.86
939.25,93.92,28.03,1.93,3.86
939.08,93.91,28.02,1.93,3.86
938.91,93.89,28,1.93,3.86
938.74,93.87,27.98,1.93,3.86
938.56,93.86,27.98,1.93,3.86
938.39,93.84,27.98,1.93,3.86
938.22,93.82,27.98,1.93,3.86
938.05,93.8,27.98,1.93,3.86
937.88,93.79,27.99,1.93,3.86
937.71,93.77,27.98,1.93,3.86
937.54,93.75,27.97,1.93,3.86
937.37,93.74,27.98,1.93,3.86
937.2,93.72,27.99,1.93,3.86
937.03,93.7,27.96,1.93,3.86
936.86,93.69,27.98,1.93,3.86
936.69,93.67,27.96,1.93,3.86
936.52,93.65,27.94,1.93,3.86
936.35,93.63,27.92,1.93,3.86
936.18,93.62,27.94,1.93,3.86
936,93.6,27.93,1.93,3.86
935.83,93.58,27.94,1.92,3.84
935.66,93.57,27.93,1.93,3.86
935.49,93.55,27.93,1.93,3.86
935.32,93.53,27.93,1.93,3.86
935.15,93.51,27.95,1.93,3.86
934.98,93.5,27.94,1.93,3.86
934.81,93.48,27.94,1.93,3.86
934.64,93.46,27.92,1.93,3.86
934.47,93.45,27.92,1.93,3.86
934.3,93.43,27.9,1.93,3.86
934.13,93.41,27.9,1.93,3.86
933.96,93.4,27.93,1.93,3.86
933.79,93.38,27.94,1.93,3.86
933.62,93.36,27.94,1.93,3.86
933.44,93.34,27.94,1.93,3.86
933.27,93.33,27.92,1.93,3.86
933.1,93.31,27.92,1.93,3.86
932.93,93.29,27.93,1.93,3.86
932.76,93.28,27.96,1.93,3.86
932.59,93.26,27.94,1.93,3.86
932.42,93.24,27.92,1.93,3.86
932.25,93.22,27.92,1.93,3.86
932.08,93.21,27.9,1.93,3.86
931.91,93.19,27.9,1.93,3.86
931.74,93.17,27.87,1.93,3.86
931.57,93.16,27.89,1.93,3.86
931.4,93.14,27.91,1.93,3.86
931.23,93.12,27.91,1.93,3.86
931.06,93.1,27.91,1.93,3.86
930.89,93.09,27.91,1.93,3.86
930.71,93.07,27.9,1.93,3.86
930.54,93.05,27.88,1.93,3.86
930.37,93.04,27.91,1.93,3.86
930.2,93.02,27.92,1.93,3.86
930.03,93,27.9,1.93,3.86
929.86,92.99,27.87,1.93,3.86
929.69,92.97,27.87,1.93,3.86
929.52,92.95,27.86,1.93,3.86
929.35,92.93,27.88,1.93,3.86
929.18,92.92,27.87,1.93,3.86
929.01,92.9,27.86,1.93,3.86
928.84,92.88,27.85,1.93,3.86
928.67,92.87,27.84,1.93,3.86
928.5,92.85,27.85,1.93,3.86
928.33,92.83,27.84,1.93,3.86
928.15,92.81,27.84,1.93,3.86
927.98,92.8,27.84,1.93,3.86
927.81,92.78,27.85,1.93,3.86
927.64,92.76,27.89,1.93,3.86
927.47,92.75,27.87,1.93,3.86
927.3,92.73,27.85,1.93,3.86
927.13,92.71,27.89,1.93,3.86
926.96,92.7,27.91,1.92,3.84
926.79,92.68,27.89,1.93,3.86
926.62,92.66,27.88,1.93,3.86
926.45,92.64,27.87,1.93,3.86
926.28,92.63,27.84,1.93,3.86
926.11,92.61,27.85,1.93,3.86
925.94,92.59,27.84,1.93,3.86
925.77,92.58,27.82,1.93,3.86
925.59,92.56,27.84,1.93,3.86
925.42,92.54,27.84,1.93,3.86
925.25,92.52,27.84,1.93,3.86
925.08,92.51,27.84,1.93,3.86
924.91,92.49,27.83,1.93,3.86
924.74,92.47,27.82,1.93,3.86
924.57,92.46,27.83,1.93,3.86
924.4,92.44,27.8,1.93,3.86
924.23,92.42,27.82,1.93,3.86
924.06,92.41,27.84,1.93,3.86
923.89,92.39,27.87,1.93,3.86
923.72,92.37,27.88,1.93,3.86
923.55,92.35,27.87,1.93,3.86
923.38,92.34,27.86,1.93,3.86
923.21,92.32,27.84,1.93,3.86
923.03,92.3,27.84,1.93,3.86
922.86,92.29,27.83,1.93,3.86
922.69,92.27,27.84,1.93,3.86
922.52,92.25,27.84,1.93,3.86
922.35,92.23,27.84,1.93,3.86
922.18,92.22,27.83,1.93,3.86
922.01,92.2,27.83,1.93,3.86
921.84,92.18,27.83,1.93,3.86
921.67,92.17,27.84,1.93,3.86
921.5,92.15,27.83,1.93,3.86
921.33,92.13,27.83,1.93,3.86
921.16,92.12,27.8,1.93,3.86
920.99,92.1,27.77,1.93,3.86
920.82,92.08,27.79,1.93,3.86
920.65,92.06,27.79,1.93,3.86
920.48,92.05,27.78,1.93,3.86
920.3,92.03,27.77,1.93,3.86
920.13,92.01,27.78,1.93,3.86
919.96,92,27.82,1.93,3.86
919.79,91.98,27.8,1.93,3.86
919.62,91.96,27.79,1.93,3.86
919.45,91.94,27.78,1.93,3.86
919.28,91.93,27.83,1.93,3.86
919.11,91.91,27.85,1.93,3.86
918.94,91.89,27.88,1.93,3.86
918.77,91.88,27.87,1.92,3.84
918.6,91.86,27.86,1.93,3.86
918.43,91.84,27.87,1.93,3.86
918.26,91.82,27.85,1.93,3.86
918.09,91.81,27.84,1.93,3.86
917.92,91.79,27.84,1.93,3.86
917.74,91.77,27.83,1.93,3.86
917.57,91.76,27.82,1.92,3.84
917.4,91.74,27.79,1.93,3.86
917.23,91.72,27.79,1.93,3.86
917.06,91.71,27.78,1.93,3.86
916.89,91.69,27.78,1.93,3.86
916.72,91.67,27.76,1.93,3.86
916.55,91.65,27.76,1.93,3.86
916.38,91.64,27.75,1.92,3.84
916.21,91.62,27.76,1.93,3.86
916.04,91.6,27.76,1.93,3.86
915.87,91.59,27.76,1.93,3.86
915.7,91.57,27.76,1.93,3.86
915.53,91.55,27.73,1.93,3.86
915.36,91.53,27.74,1.93,3.86
915.18,91.52,27.76,1.93,3.86
915.01,91.5,27.76,1.93,3.86
914.84,91.48,27.76,1.93,3.86
914.67,91.47,27.74,1.93,3.86
914.5,91.45,27.74,1.93,3.86
914.33,91.43,27.72,1.93,3.86
914.16,91.42,27.72,1.93,3.86
913.99,91.4,27.72,1.93,3.86
913.82,91.38,27.7,1.93,3.86
913.65,91.36,27.69,1.92,3.84
913.48,91.35,27.68,1.93,3.86
913.31,91.33,27.68,1.93,3.86
913.14,91.31,27.68,1.92,3.84
912.97,91.3,27.67,1.93,3.86
912.8,91.28,27.67,1.92,3.84
912.63,91.26,27.67,1.93,3.86
912.45,91.24,27.67,1.92,3.84
912.28,91.23,27.65,1.93,3.86
912.11,91.21,27.65,1.93,3.86
911.94,91.19,27.64,1.93,3.86
911.77,91.18,27.63,1.92,3.84
911.6,91.16,27.63,1.93,3.86
911.43,91.14,27.63,1.92,3.84
911.26,91.13,27.62,1.92,3.84
911.09,91.11,27.64,1.93,3.86
910.92,91.09,27.64,1.93,3.86
910.75,91.07,27.62,1.93,3.86
910.58,91.06,27.64,1.92,3.84
910.41,91.04,27.64,1.93,3.86
910.24,91.02,27.62,1.93,3.86
910.07,91.01,27.6,1.92,3.84
909.89,90.99,27.54,1.92,3.84
909.72,90.97,27.52,1.92,3.84
909.55,90.95,27.31,1.92,3.84
909.38,90.94,27.26,1.92,3.84
