capacity,soc,current,half_voltage,final_voltage
1000,100,30.16,1.79,3.58
999.83,99.98,30.17,1.78,3.56
999.66,99.97,30,1.79,3.58
999.49,99.95,30.2,1.79,3.58
999.32,99.93,30.31,1.78,3.56
999.15,99.91,30.22,1.78,3.56
998.98,99.9,30.15,1.78,3.56
998.81,99.88,30.11,1.78,3.56
998.63,99.86,30.09,1.76,3.52
998.46,99.85,30.2,1.77,3.54
998.29,99.83,30.21,1.76,3.52
998.12,99.81,30.14,1.76,3.52
997.95,99.8,30.1,1.76,3.52
997.78,99.78,30.02,1.77,3.54
997.61,99.76,30.02,1.77,3.54
997.44,99.74,30.06,1.78,3.56
997.27,99.73,30.1,1.77,3.54
997.1,99.71,30.14,1.76,3.52
996.93,99.69,30.17,1.75,3.5
996.76,99.68,30.23,1.76,3.52
996.59,99.66,30.3,1.76,3.52
996.42,99.64,30.29,1.77,3.54
996.25,99.62,30.32,1.77,3.54
996.07,99.61,30.33,1.75,3.5
995.9,99.59,30.34,1.75,3.5
995.73,99.57,30.33,1.74,3.48
995.56,99.56,30.37,1.77,3.54
995.39,99.54,30.37,1.78,3.56
995.22,99.52,30.36,1.78,3.56
995.05,99.51,30.34,1.78,3.56
994.88,99.49,30.33,1.78,3.56
994.71,99.47,30.32,1.78,3.56
994.54,99.45,30.3,1.78,3.56
994.37,99.44,30.34,1.78,3.56
994.2,99.42,30.37,1.78,3.56
994.03,99.4,30.36,1.78,3.56
993.86,99.39,30.37,1.78,3.56
993.69,99.37,30.38,1.78,3.56
993.52,99.35,30.35,1.78,3.56
993.34,99.33,30.37,1.78,3.56
993.17,99.32,30.36,1.77,3.54
993,99.3,30.37,1.77,3.54
992.83,99.28,30.36,1.77,3.54
992.66,99.27,30.34,1.77,3.54
992.49,99.25,30.36,1.77,3.54
992.32,99.23,30.35,1.78,3.56
992.15,99.21,30.33,1.78,3.56
991.98,99.2,30.32,1.78,3.56
991.81,99.18,30.31,1.78,3.56
991.64,99.16,30.31,1.78,3.56
991.47,99.15,30.3,1.78,3.56
991.3,99.13,30.27,1.77,3.54
991.13,99.11,30.27,1.78,3.56
990.96,99.1,30.26,1.78,3.56
990.78,99.08,30.25,1.78,3.56
990.61,99.06,30.22,1.78,3.56
990.44,99.04,30.22,1.78,3.56
990.27,99.03,30.22,1.78,3.56
990.1,99.01,30.18,1.77,3.54
989.93,98.99,30.13,1.77,3.54
989.76,98.98,30.1,1.78,3.56
989.59,98.96,30.03,1.77,3.54
989.42,98.94,30.06,1.77,3.54
989.25,98.92,30.08,1.77,3.54
989.08,98.91,30.09,1.77,3.54
988.91,98.89,30.07,1.78,3.56
988.74,98.87,30.07,1.77,3.54
988.57,98.86,30.08,1.77,3.54
988.4,98.84,30.07,1.77,3.54
988.22,98.82,30.08,1.76,3.52
988.05,98.81,30.06,1.76,3.52
987.88,98.79,30.05,1.77,3.54
987.71,98.77,30.05,1.77,3.54
987.54,98.75,30.1,1.77,3.54
987.37,98.74,30.08,1.76,3.52
987.2,98.72,30.05,1.77,3.54
987.03,98.7,30.09,1.77,3.54
986.86,98.69,30.1,1.77,3.54
986.69,98.67,30.07,1.77,3.54
986.52,98.65,30.05,1.78,3.56
986.35,98.63,30.06,1.77,3.54
986.18,98.62,30.03,1.77,3.54
986.01,98.6,30.06,1.77,3.54
985.84,98.58,30.05,1.77,3.54
985.67,98.57,30.08,1.76,3.52
985.49,98.55,30.07,1.77,3.54
985.32,98.53,30.06,1.76,3.52
985.15,98.52,30.05,1.76,3.52
984.98,98.5,30.06,1.76,3.52
984.81,98.48,30.05,1.76,3.52
984.64,98.46,30.05,1.76,3.52
984.47,98.45,30.05,1.75,3.5
984.3,98.43,30.05,1.75,3.5
984.13,98.41,30.03,1.76,3.52
983.96,98.4,30.04,1.76,3.52
983.79,98.38,30.04,1.76,3.52
983.62,98.36,30.04,1.77,3.54
983.45,98.34,30.05,1.76,3.52
983.28,98.33,30.06,1.77,3.54
983.11,98.31,30.04,1.77,3.54
982.93,98.29,30.01,1.77,3.54
982.76,98.28,29.98,1.77,3.54
982.59,98.26,30,1.77,3.54
982.42,98.24,29.98,1.77,3.54
982.25,98.23,29.97,1.78,3.56
982.08,98.21,29.95,1.77,3.54
981.91,98.19,29.95,1.77,3.54
981.74,98.17,29.94,1.77,3.54
981.57,98.16,29.95,1.76,3.52
981.4,98.14,29.79,1.77,3.54
981.23,98.12,29.69,1.77,3.54
981.06,98.11,29.74,1.77,3.54
980.89,98.09,29.72,1.77,3.54
980.72,98.07,29.8,1.77,3.54
980.55,98.05,29.82,1.77,3.54
980.37,98.04,29.75,1.77,3.54
980.2,98.02,29.73,1.77,3.54
980.03,98,29.78,1.77,3.54
979.86,97.99,29.8,1.77,3.54
979.69,97.97,29.79,1.78,3.56
979.52,97.95,29.7,1.77,3.54
979.35,97.93,29.64,1.78,3.56
979.18,97.92,29.54,1.77,3.54
979.01,97.9,29.41,1.77,3.54
978.84,97.88,29.29,1.77,3.54
978.67,97.87,29.21,1.78,3.56
978.5,97.85,29.15,1.77,3.54
978.33,97.83,29.02,1.77,3.54
978.16,97.82,28.88,1.77,3.54
977.99,97.8,28.95,1.77,3.54
977.81,97.78,29.01,1.77,3.54
977.64,97.76,29.13,1.77,3.54
977.47,97.75,29.16,1.77,3.54
977.3,97.73,29.08,1.77,3.54
977.13,97.71,29.07,1.77,3.54
976.96,97.7,29.07,1.76,3.52
976.79,97.68,29.07,1.77,3.54
976.62,97.66,29.03,1.76,3.52
976.45,97.64,28.97,1.77,3.54
976.28,97.63,28.92,1.76,3.52
976.11,97.61,28.9,1.76,3.52
975.94,97.59,28.84,1.76,3.52
975.77,97.58,29.12,1.76,3.52
975.6,97.56,29.31,1.77,3.54
975.43,97.54,29.1,1.77,3.54
975.26,97.53,28.89,1.77,3.54
975.08,97.51,28.8,1.78,3.56
974.91,97.49,28.85,1.77,3.54
974.74,97.47,28.97,1.77,3.54
974.57,97.46,29.01,1.77,3.54
974.4,97.44,28.97,1.77,3.54
974.23,97.42,29.36,1.76,3.52
974.06,97.41,29.69,1.77,3.54
973.89,97.39,29.68,1.76,3.52
973.72,97.37,29.71,1.76,3.52
973.55,97.35,29.7,1.76,3.52
973.38,97.34,29.71,1.76,3.52
973.21,97.32,29.73,1.76,3.52
973.04,97.3,29.72,1.77,3.54
972.87,97.29,29.75,1.76,3.52
972.7,97.27,29.71,1.75,3.5
972.52,97.25,29.72,1.75,3.5
972.35,97.24,29.72,1.76,3.52
972.18,97.22,29.76,1.76,3.52
972.01,97.2,29.76,1.76,3.52
971.84,97.18,29.77,1.76,3.52
971.67,97.17,29.75,1.76,3.52
971.5,97.15,29.75,1.76,3.52
971.33,97.13,29.74,1.76,3.52
971.16,97.12,29.77,1.76,3.52
