capacity,soc,current,half_voltage,final_voltage
1200,100,56.29,1.99,3.98
1199.83,99.99,56.23,1.99,3.98
1199.66,99.97,56.19,1.99,3.98
1199.49,99.96,56.15,1.99,3.98
1199.32,99.94,56.11,1.99,3.98
1199.15,99.93,56.09,1.98,3.96
1198.98,99.91,56.06,1.98,3.96
1198.81,99.9,56.02,1.98,3.96
1198.63,99.89,56,1.98,3.96
1198.46,99.87,55.99,1.98,3.96
1198.29,99.86,55.94,2,4
1198.12,99.84,55.93,1.99,3.98
1197.95,99.83,55.9,1.98,3.96
1197.78,99.82,55.87,1.98,3.96
1197.61,99.8,55.85,1.98,3.96
1197.44,99.79,55.82,1.98,3.96
1197.27,99.77,55.78,1.98,3.96
1197.1,99.76,55.77,1.98,3.96
1196.93,99.74,55.75,1.98,3.96
1196.76,99.73,55.7,1.98,3.96
1196.59,99.72,55.68,1.97,3.94
1196.42,99.7,55.63,1.97,3.94
1196.25,99.69,55.63,1.97,3.94
1196.07,99.67,55.61,1.97,3.94
1195.9,99.66,55.6,1.97,3.94
1195.73,99.64,55.56,1.97,3.94
1195.56,99.63,55.53,1.97,3.94
1195.39,99.62,55.53,1.97,3.94
1195.22,99.6,55.53,1.97,3.94
1195.05,99.59,55.48,1.97,3.94
1194.88,99.57,55.46,1.97,3.94
1194.71,99.56,55.46,1.97,3.94
1194.54,99.54,55.42,1.97,3.94
1194.37,99.53,55.4,1.97,3.94
1194.2,99.52,55.4,1.97,3.94
1194.03,99.5,55.36,1.97,3.94
1193.86,99.49,55.34,1.97,3.94
1193.69,99.47,55.34,1.97,3.94
1193.52,99.46,55.32,1.96,3.92
1193.34,99.45,55.31,1.96,3.92
1193.17,99.43,55.29,1.96,3.92
1193,99.42,55.26,1.96,3.92
1192.83,99.4,55.25,1.96,3.92
1192.66,99.39,55.24,1.96,3.92
1192.49,99.37,55.21,1.96,3.92
1192.32,99.36,55.19,1.96,3.92
1192.15,99.35,55.17,1.96,3.92
1191.98,99.33,55.16,1.96,3.92
1191.81,99.32,55.16,1.96,3.92
1191.64,99.3,55.12,1.96,3.92
1191.47,99.29,55.12,1.96,3.92
1191.3,99.27,55.11,1.96,3.92
1191.13,99.26,55.08,1.96,3.92
1190.96,99.25,55.06,1.96,3.92
1190.78,99.23,55.03,1.96,3.92
1190.61,99.22,55.06,1.96,3.92
1190.44,99.2,55.04,1.96,3.92
1190.27,99.19,55.02,1.96,3.92
1190.1,99.18,55,1.96,3.92
1189.93,99.16,54.99,1.96,3.92
1189.76,99.15,54.99,1.95,3.9
1189.59,99.13,54.94,1.96,3.92
1189.42,99.12,54.95,1.95,3.9
1189.25,99.1,54.93,1.98,3.96
1189.08,99.09,54.92,1.95,3.9
1188.91,99.08,54.89,1.95,3.9
1188.74,99.06,54.89,1.95,3.9
1188.57,99.05,54.86,1.95,3.9
1188.4,99.03,54.87,1.95,3.9
1188.22,99.02,54.84,1.95,3.9
1188.05,99,54.83,1.95,3.9
1187.88,98.99,54.78,1.95,3.9
1187.71,98.98,54.79,1.95,3.9
1187.54,98.96,54.78,1.95,3.9
1187.37,98.95,54.79,1.95,3.9
1187.2,98.93,54.75,1.95,3.9
1187.03,98.92,54.75,1.95,3.9
1186.86,98.9,54.75,1.95,3.9
1186.69,98.89,54.71,1.95,3.9
1186.52,98.88,54.71,1.95,3.9
1186.35,98.86,54.69,1.95,3.9
1186.18,98.85,54.69,1.95,3.9
1186.01,98.83,54.65,1.95,3.9
1185.84,98.82,54.65,1.95,3.9
1185.67,98.81,54.64,1.95,3.9
1185.49,98.79,54.65,1.95,3.9
1185.32,98.78,54.62,1.95,3.9
1185.15,98.76,54.62,1.96,3.92
1184.98,98.75,54.58,1.95,3.9
1184.81,98.73,54.59,1.95,3.9
1184.64,98.72,54.58,1.95,3.9
1184.47,98.71,54.57,1.95,3.9
1184.3,98.69,54.55,1.95,3.9
1184.13,98.68,54.52,1.96,3.92
1183.96,98.66,54.51,1.94,3.88
1183.79,98.65,54.52,1.94,3.88
1183.62,98.63,54.5,1.96,3.92
1183.45,98.62,54.48,1.94,3.88
1183.28,98.61,54.47,1.94,3.88
1183.11,98.59,54.47,1.94,3.88
1182.93,98.58,54.44,1.94,3.88
1182.76,98.56,54.44,1.94,3.88
1182.59,98.55,54.42,1.94,3.88
1182.42,98.54,54.43,1.94,3.88
1182.25,98.52,54.39,1.94,3.88
1182.08,98.51,54.41,1.94,3.88
1181.91,98.49,54.38,1.94,3.88
1181.74,98.48,54.37,1.94,3.88
1181.57,98.46,54.36,1.94,3.88
1181.4,98.45,54.35,1.94,3.88
1181.23,98.44,54.36,1.94,3.88
1181.06,98.42,54.31,1.94,3.88
1180.89,98.41,54.32,1.94,3.88
1180.72,98.39,54.29,1.94,3.88
1180.55,98.38,54.28,1.94,3.88
1180.37,98.36,54.3,1.94,3.88
1180.2,98.35,54.25,1.94,3.88
1180.03,98.34,54.25,1.94,3.88
1179.86,98.32,54.24,1.93,3.86
1179.69,98.31,54.23,1.93,3.86
1179.52,98.29,54.23,1.93,3.86
1179.35,98.28,54.21,1.93,3.86
1179.18,98.27,54.21,1.93,3.86
1179.01,98.25,54.2,1.93,3.86
1178.84,98.24,54.19,1.93,3.86
1178.67,98.22,54.16,1.93,3.86
1178.5,98.21,54.13,1.93,3.86
1178.33,98.19,54.15,1.93,3.86
1178.16,98.18,54.15,1.93,3.86
1177.99,98.17,54.11,1.93,3.86
1177.81,98.15,54.12,1.93,3.86
1177.64,98.14,54.12,1.93,3.86
1177.47,98.12,54.1,1.93,3.86
1177.3,98.11,54.07,1.93,3.86
1177.13,98.09,54.07,1.93,3.86
1176.96,98.08,54.06,1.93,3.86
1176.79,98.07,54.06,1.93,3.86
1176.62,98.05,54.04,1.93,3.86
1176.45,98.04,54.02,1.93,3.86
1176.28,98.02,54.02,1.93,3.86
1176.11,98.01,54.01,1.93,3.86
1175.94,97.99,54,1.93,3.86
1175.77,97.98,53.98,1.93,3.86
1175.6,97.97,53.98,1.93,3.86
1175.43,97.95,53.96,1.92,3.84
1175.26,97.94,53.96,1.92,3.84
1175.08,97.92,53.96,1.95,3.9
1174.91,97.91,53.94,1.92,3.84
1174.74,97.9,53.93,1.92,3.84
1174.57,97.88,53.91,1.92,3.84
1174.4,97.87,53.92,1.92,3.84
1174.23,97.85,53.89,1.92,3.84
1174.06,97.84,53.89,1.92,3.84
1173.89,97.82,53.88,1.92,3.84
1173.72,97.81,53.89,1.92,3.84
1173.55,97.8,53.85,1.92,3.84
1173.38,97.78,53.86,1.92,3.84
1173.21,97.77,53.85,1.92,3.84
1173.04,97.75,53.82,1.92,3.84
1172.87,97.74,53.85,1.92,3.84
1172.7,97.72,53.84,1.92,3.84
1172.52,97.71,53.8,1.92,3.84
1172.35,97.7,53.79,1.92,3.84
1172.18,97.68,53.79,1.92,3.84
1172.01,97.67,53.78,1.92,3.84
1171.84,97.65,53.75,1.92,3.84
1171.67,97.64,53.77,1.92,3.84
1171.5,97.63,53.74,1.92,3.84
1171.33,97.61,53.72,1.92,3.84
1171.16,97.6,53.74,1.92,3.84
1170.99,97.58,53.71,1.92,3.84
1170.82,97.57,53.7,1.92,3.84
1170.65,97.55,53.7,1.92,3.84
1170.48,97.54,53.69,1.91,3.82
1170.31,97.53,53.66,1.91,3.82
1170.14,97.51,53.68,1.91,3.82
1169.96,97.5,53.66,1.91,3.82
