capacity,soc,current,half_voltage,final_voltage
1000,100,82.92,2.02,4.04
999.83,99.98,83.16,2.02,4.04
999.66,99.97,83.34,2.02,4.04
999.49,99.95,83.74,2.02,4.04
999.32,99.93,83.88,2.02,4.04
999.15,99.91,83.68,2.02,4.04
998.98,99.9,83.41,2.02,4.04
998.81,99.88,83.38,2.01,4.02
998.63,99.86,83.32,2.02,4.04
998.46,99.85,83.47,2.02,4.04
998.29,99.83,83.7,2.02,4.04
998.12,99.81,83.62,2.01,4.02
997.95,99.8,83.96,2.02,4.04
997.78,99.78,84.19,2.01,4.02
997.61,99.76,84.2,2.02,4.04
997.44,99.74,84.11,2.02,4.04
997.27,99.73,84.18,2.02,4.04
997.1,99.71,84.15,2.02,4.04
996.93,99.69,84.17,2.01,4.02
996.76,99.68,84.43,2.01,4.02
996.59,99.66,84.32,2.01,4.02
996.42,99.64,84.44,2.01,4.02
996.25,99.62,84.65,2.01,4.02
996.07,99.61,84.85,2.01,4.02
995.9,99.59,84.56,2.01,4.02
995.73,99.57,84.48,2.01,4.02
995.56,99.56,84.36,2.01,4.02
995.39,99.54,84.45,2.01,4.02
995.22,99.52,84.46,2.01,4.02
995.05,99.51,84.54,2,4
994.88,99.49,84.51,2,4
994.71,99.47,84.51,2.01,4.02
994.54,99.45,84.55,2.01,4.02
994.37,99.44,84.49,2.01,4.02
994.2,99.42,84.18,2.01,4.02
994.03,99.4,84.44,2.01,4.02
993.86,99.39,83.68,2.01,4.02
993.69,99.37,82.52,2,4
993.52,99.35,82.61,2,4
993.34,99.33,82.55,1.99,3.98
993.17,99.32,84.19,2,4
993,99.3,84.46,2,4
992.83,99.28,84.36,2.01,4.02
992.66,99.27,83.99,2.01,4.02
992.49,99.25,84.23,2.01,4.02
992.32,99.23,84.23,2.01,4.02
992.15,99.21,84.17,2.01,4.02
991.98,99.2,83.5,2,4
991.81,99.18,83.12,2,4
991.64,99.16,82.03,2,4
991.47,99.15,83.23,2.01,4.02
991.3,99.13,83.21,2,4
991.13,99.11,83.19,2,4
990.96,99.1,83.2,2,4
990.78,99.08,82.98,2,4
990.61,99.06,82.93,2,4
990.44,99.04,82.93,2,4
990.27,99.03,82.89,1.99,3.98
990.1,99.01,82.83,2,4
989.93,98.99,82.45,1.99,3.98
989.76,98.98,81.69,1.99,3.98
989.59,98.96,81.65,2,4
989.42,98.94,81.93,1.99,3.98
989.25,98.92,79.7,2,4
989.08,98.91,80.8,2,4
988.91,98.89,81.55,2,4
988.74,98.87,81.55,2.01,4.02
988.57,98.86,80.83,2,4
988.4,98.84,80.84,2,4
988.22,98.82,80.87,2,4
988.05,98.81,80.96,2,4
987.88,98.79,80.92,1.99,3.98
987.71,98.77,80.88,2,4
987.54,98.75,80.84,2,4
987.37,98.74,80.84,2,4
987.2,98.72,81.1,2,4
987.03,98.7,81.1,1.99,3.98
986.86,98.69,81.39,2,4
986.69,98.67,81.36,1.99,3.98
986.52,98.65,81.71,1.99,3.98
986.35,98.63,81.98,2,4
986.18,98.62,82.66,1.99,3.98
986.01,98.6,82.83,2,4
985.84,98.58,82.95,1.99,3.98
985.67,98.57,82.82,1.99,3.98
985.49,98.55,82.81,2,4
985.32,98.53,82.75,1.99,3.98
985.15,98.52,82.51,1.99,3.98
984.98,98.5,82.12,1.99,3.98
984.81,98.48,82.11,1.99,3.98
984.64,98.46,81.95,1.99,3.98
984.47,98.45,81.83,2,4
984.3,98.43,81.74,2,4
984.13,98.41,81.83,1.99,3.98
983.96,98.4,81.83,1.99,3.98
983.79,98.38,81.88,1.99,3.98
983.62,98.36,81.92,1.99,3.98
983.45,98.34,81.79,1.99,3.98
983.28,98.33,81.63,1.99,3.98
983.11,98.31,81.55,1.99,3.98
982.93,98.29,81.53,1.99,3.98
982.76,98.28,81.49,1.99,3.98
982.59,98.26,81.23,1.99,3.98
982.42,98.24,81.12,1.99,3.98
982.25,98.23,81.28,1.99,3.98
982.08,98.21,81.41,1.99,3.98
981.91,98.19,81.13,1.98,3.96
981.74,98.17,81.48,1.99,3.98
981.57,98.16,81.29,1.99,3.98
981.4,98.14,81.35,1.99,3.98
981.23,98.12,81.26,1.99,3.98
981.06,98.11,80.88,1.98,3.96
980.89,98.09,81.66,1.99,3.98
980.72,98.07,81.81,1.99,3.98
980.55,98.05,81.75,1.98,3.96
980.37,98.04,81.69,1.99,3.98
980.2,98.02,81.79,1.99,3.98
980.03,98,81.78,1.99,3.98
979.86,97.99,81.76,1.99,3.98
979.69,97.97,81.74,1.99,3.98
979.52,97.95,81.61,1.99,3.98
979.35,97.93,81.57,1.99,3.98
979.18,97.92,81.56,1.99,3.98
979.01,97.9,81.55,1.99,3.98
978.84,97.88,81.54,1.99,3.98
978.67,97.87,81.55,1.99,3.98
978.5,97.85,81.51,1.99,3.98
978.33,97.83,81.52,1.99,3.98
978.16,97.82,81.49,1.98,3.96
977.99,97.8,81.45,1.99,3.98
977.81,97.78,81.41,1.99,3.98
977.64,97.76,81.35,1.99,3.98
977.47,97.75,81.31,1.99,3.98
977.3,97.73,81.26,1.99,3.98
977.13,97.71,81.2,1.99,3.98
976.96,97.7,81.18,1.98,3.96
976.79,97.68,81.18,1.97,3.94
976.62,97.66,81.16,1.99,3.98
976.45,97.64,81.12,1.99,3.98
976.28,97.63,81.04,1.99,3.98
976.11,97.61,81.02,1.98,3.96
975.94,97.59,80.96,1.98,3.96
975.77,97.58,80.9,1.99,3.98
975.6,97.56,80.8,1.98,3.96
975.43,97.54,80.74,1.98,3.96
975.26,97.53,80.66,1.99,3.98
975.08,97.51,80.55,1.99,3.98
974.91,97.49,80.51,1.99,3.98
974.74,97.47,80.43,1.99,3.98
974.57,97.46,80.28,1.98,3.96
974.4,97.44,80.31,1.98,3.96
974.23,97.42,81.57,1.98,3.96
974.06,97.41,81.72,1.99,3.98
973.89,97.39,81.91,1.99,3.98
973.72,97.37,82.01,1.99,3.98
973.55,97.35,82.42,1.99,3.98
973.38,97.34,83,1.98,3.96
973.21,97.32,82.88,1.99,3.98
973.04,97.3,82.31,1.98,3.96
972.87,97.29,82.05,1.99,3.98
972.7,97.27,82.05,1.98,3.96
972.52,97.25,82.05,1.98,3.96
972.35,97.24,81.98,1.98,3.96
972.18,97.22,81.98,1.98,3.96
972.01,97.2,81.95,1.97,3.94
971.84,97.18,81.92,1.98,3.96
971.67,97.17,81.91,1.98,3.96
971.5,97.15,81.93,1.98,3.96
971.33,97.13,81.89,1.98,3.96
971.16,97.12,81.86,1.98,3.96
970.99,97.1,81.84,1.98,3.96
970.82,97.08,81.87,2,4
970.65,97.06,81.84,2,4
970.48,97.05,81.82,2,4
970.31,97.03,81.8,2,4
970.14,97.01,81.75,2,4
969.96,97,81.7,2,4
969.79,96.98,81.67,2,4
969.62,96.96,81.61,2,4
969.45,96.95,81.53,2,4
969.28,96.93,81.48,2,4
969.11,96.91,81.38,2,4
968.94,96.89,81.3,2,4
968.77,96.88,81.24,2,4
968.6,96.86,81.19,2,4
968.43,96.84,81.17,2,4
968.26,96.83,81.13,2,4
968.09,96.81,81.13,2,4
967.92,96.79,80.99,2,4
967.75,96.77,80.98,2,4
967.58,96.76,80.95,2,4
967.41,96.74,80.96,2,4
967.23,96.72,80.89,2,4
967.06,96.71,80.86,2,4
966.89,96.69,80.81,2,4
966.72,96.67,80.64,2,4
966.55,96.65,80.41,2,4
966.38,96.64,80.32,2,4
966.21,96.62,80.3,2,4
966.04,96.6,80.21,2,4
965.87,96.59,80.13,2,4
965.7,96.57,80.14,2,4
965.53,96.55,80.13,2,4
965.36,96.54,80.26,2,4
965.19,96.52,80.32,2,4
965.02,96.5,80.53,2,4
964.85,96.48,81.09,2,4
964.67,96.47,80.94,2,4
964.5,96.45,80.75,2,4
964.33,96.43,80.57,2,4
964.16,96.42,80.46,2,4
963.99,96.4,80.4,2,4
963.82,96.38,80.24,1.99,3.98
963.65,96.36,80.21,1.99,3.98
963.48,96.35,80.36,1.99,3.98
963.31,96.33,80.94,2,4
963.14,96.31,80.5,2,4
962.97,96.3,80.3,1.99,3.98
962.8,96.28,80.22,2,4
962.63,96.26,80.25,2,4
962.46,96.25,80.18,2,4
962.29,96.23,81.01,1.99,3.98
962.11,96.21,81.28,1.99,3.98
961.94,96.19,81.18,1.99,3.98
961.77,96.18,81.88,1.99,3.98
961.6,96.16,81.39,1.99,3.98
961.43,96.14,80.99,1.99,3.98
961.26,96.13,81.07,1.99,3.98
961.09,96.11,81.15,1.99,3.98
960.92,96.09,80.71,1.99,3.98
960.75,96.07,80.55,1.99,3.98
960.58,96.06,80.39,1.99,3.98
960.41,96.04,80.28,1.99,3.98
960.24,96.02,80.19,1.99,3.98
960.07,96.01,80.15,1.99,3.98
959.9,95.99,80.05,1.99,3.98
959.73,95.97,80.03,1.99,3.98
959.55,95.96,80.01,1.99,3.98
959.38,95.94,80.03,1.99,3.98
959.21,95.92,80,1.99,3.98
959.04,95.9,80.57,1.99,3.98
958.87,95.89,82.31,1.99,3.98
958.7,95.87,82.51,1.99,3.98
958.53,95.85,82.55,1.99,3.98
958.36,95.84,82.43,1.99,3.98
958.19,95.82,82.44,1.99,3.98
958.02,95.8,82.66,1.99,3.98
957.85,95.78,82.77,1.99,3.98
957.68,95.77,82.87,1.99,3.98
957.51,95.75,82.9,1.99,3.98
957.34,95.73,82.88,1.99,3.98
957.17,95.72,82.86,1.99,3.98
957,95.7,82.86,1.99,3.98
956.82,95.68,82.83,1.99,3.98
956.65,95.66,82.82,1.99,3.98
956.48,95.65,82.88,1.99,3.98
956.31,95.63,83.01,1.99,3.98
956.14,95.61,83,1.99,3.98
955.97,95.6,83.03,1.99,3.98
955.8,95.58,83.04,1.99,3.98
955.63,95.56,83.03,1.99,3.98
955.46,95.55,83.03,1.99,3.98
955.29,95.53,82.97,1.99,3.98
955.12,95.51,82.95,1.99,3.98
954.95,95.49,82.99,1.99,3.98
954.78,95.48,82.95,1.99,3.98
954.61,95.46,82.93,1.99,3.98
954.44,95.44,82.93,1.99,3.98
954.26,95.43,82.91,1.99,3.98
954.09,95.41,82.89,1.99,3.98
953.92,95.39,82.9,1.99,3.98
953.75,95.37,82.85,1.99,3.98
953.58,95.36,82.97,1.99,3.98
953.41,95.34,83.13,1.99,3.98
953.24,95.32,83.11,1.99,3.98
953.07,95.31,83.13,1.99,3.98
952.9,95.29,83.09,1.99,3.98
952.73,95.27,83.09,1.99,3.98
952.56,95.26,83.05,1.99,3.98
952.39,95.24,83.06,1.99,3.98
952.22,95.22,83.02,1.99,3.98
952.05,95.2,83,1.99,3.98
951.88,95.19,82.94,1.99,3.98
951.7,95.17,82.91,1.99,3.98
951.53,95.15,82.91,1.99,3.98
951.36,95.14,82.85,1.99,3.98
951.19,95.12,82.6,1.99,3.98
951.02,95.1,82.42,1.99,3.98
950.85,95.08,82.67,1.99,3.98
950.68,95.07,82.59,1.99,3.98
950.51,95.05,82.58,1.99,3.98
950.34,95.03,82.5,1.99,3.98
950.17,95.02,82.26,1.99,3.98
950,95,82.06,1.99,3.98
949.83,94.98,81.83,1.99,3.98
949.66,94.97,81.92,1.99,3.98
949.49,94.95,82.06,1.99,3.98
949.32,94.93,82.08,1.99,3.98
949.15,94.91,81.99,1.99,3.98
948.97,94.9,81.91,1.99,3.98
948.8,94.88,81.87,1.99,3.98
948.63,94.86,81.69,1.99,3.98
948.46,94.85,81.41,1.98,3.96
948.29,94.83,81.19,1.99,3.98
948.12,94.81,81.16,1.99,3.98
947.95,94.79,80.61,1.99,3.98
947.78,94.78,80.37,1.99,3.98
