capacity,soc,current,half_voltage,final_voltage
1200,100,31.83,1.99,3.98
1199.83,99.99,30.65,1.99,3.98
1199.66,99.97,30.73,2,4
1199.49,99.96,30.83,2,4
1199.32,99.94,30.82,2,4
1199.15,99.93,30.87,1.99,3.98
1198.98,99.91,30.85,2,4
1198.81,99.9,30.83,1.99,3.98
1198.63,99.89,30.84,2,4
1198.46,99.87,30.81,1.99,3.98
1198.29,99.86,30.76,1.99,3.98
1198.12,99.84,30.84,2,4
1197.95,99.83,30.9,1.99,3.98
1197.78,99.82,30.88,2,4
1197.61,99.8,30.82,2,4
1197.44,99.79,30.83,2,4
1197.27,99.77,30.78,1.99,3.98
1197.1,99.76,30.72,2,4
1196.93,99.74,30.76,2,4
1196.76,99.73,30.65,2,4
1196.59,99.72,30.53,2,4
1196.42,99.7,30.59,2,4
1196.25,99.69,30.62,1.99,3.98
1196.07,99.67,30.9,2,4
1195.9,99.66,30.9,1.99,3.98
1195.73,99.64,30.9,1.99,3.98
1195.56,99.63,30.89,1.99,3.98
1195.39,99.62,30.9,2,4
1195.22,99.6,30.96,1.99,3.98
1195.05,99.59,30.95,2,4
1194.88,99.57,30.95,1.99,3.98
1194.71,99.56,30.97,2,4
1194.54,99.54,30.97,1.99,3.98
1194.37,99.53,30.96,1.99,3.98
1194.2,99.52,30.96,1.99,3.98
1194.03,99.5,30.95,1.99,3.98
1193.86,99.49,30.93,1.99,3.98
1193.69,99.47,30.99,1.99,3.98
1193.52,99.46,31.01,2,4
1193.34,99.45,30.98,1.99,3.98
1193.17,99.43,30.96,2,4
1193,99.42,30.94,1.99,3.98
1192.83,99.4,30.89,1.99,3.98
1192.66,99.39,31.01,1.99,3.98
1192.49,99.37,30.95,1.99,3.98
1192.32,99.36,30.93,1.99,3.98
1192.15,99.35,30.95,1.99,3.98
1191.98,99.33,30.94,1.99,3.98
1191.81,99.32,31.01,1.99,3.98
1191.64,99.3,30.99,1.99,3.98
1191.47,99.29,30.96,1.99,3.98
1191.3,99.27,30.95,1.99,3.98
1191.13,99.26,30.98,1.99,3.98
1190.96,99.25,30.98,1.99,3.98
1190.78,99.23,30.97,1.99,3.98
1190.61,99.22,30.94,1.99,3.98
1190.44,99.2,30.93,1.99,3.98
1190.27,99.19,30.9,1.99,3.98
1190.1,99.18,30.91,1.99,3.98
1189.93,99.16,30.9,1.99,3.98
1189.76,99.15,30.93,1.99,3.98
1189.59,99.13,30.91,1.99,3.98
1189.42,99.12,30.89,1.99,3.98
1189.25,99.1,30.89,1.99,3.98
1189.08,99.09,30.87,1.99,3.98
1188.91,99.08,30.84,1.99,3.98
1188.74,99.06,30.86,1.99,3.98
1188.57,99.05,30.86,1.99,3.98
1188.4,99.03,30.83,1.95,3.9
1188.22,99.02,30.84,1.95,3.9
1188.05,99,30.83,1.96,3.92
1187.88,98.99,30.82,1.95,3.9
1187.71,98.98,30.8,1.95,3.9
1187.54,98.96,30.78,1.95,3.9
1187.37,98.95,30.77,1.95,3.9
1187.2,98.93,30.76,1.95,3.9
1187.03,98.92,30.76,1.96,3.92
1186.86,98.9,30.77,1.95,3.9
1186.69,98.89,30.76,1.95,3.9
1186.52,98.88,30.75,1.96,3.92
1186.35,98.86,30.72,1.96,3.92
1186.18,98.85,30.73,1.95,3.9
1186.01,98.83,30.72,1.96,3.92
1185.84,98.82,30.72,1.95,3.9
1185.67,98.81,30.73,1.95,3.9
1185.49,98.79,30.73,1.94,3.88
1185.32,98.78,30.75,1.94,3.88
1185.15,98.76,30.73,1.95,3.9
1184.98,98.75,30.73,1.95,3.9
1184.81,98.73,30.72,1.95,3.9
1184.64,98.72,30.72,1.95,3.9
1184.47,98.71,30.7,1.94,3.88
1184.3,98.69,30.69,1.95,3.9
1184.13,98.68,30.7,1.95,3.9
1183.96,98.66,30.68,1.95,3.9
1183.79,98.65,30.68,1.95,3.9
1183.62,98.63,30.65,1.95,3.9
1183.45,98.62,30.62,1.94,3.88
1183.28,98.61,30.63,1.94,3.88
1183.11,98.59,30.63,1.95,3.9
1182.93,98.58,30.61,1.95,3.9
1182.76,98.56,30.6,1.95,3.9
1182.59,98.55,30.57,1.94,3.88
1182.42,98.54,30.58,1.94,3.88
1182.25,98.52,30.57,1.95,3.9
1182.08,98.51,30.56,1.95,3.9
1181.91,98.49,30.56,1.95,3.9
1181.74,98.48,30.57,1.94,3.88
1181.57,98.46,30.58,1.95,3.9
1181.4,98.45,30.59,1.94,3.88
1181.23,98.44,30.59,1.95,3.9
1181.06,98.42,30.56,1.95,3.9
1180.89,98.41,30.58,1.94,3.88
1180.72,98.39,30.59,1.94,3.88
1180.55,98.38,30.59,1.95,3.9
1180.37,98.36,30.59,1.94,3.88
1180.2,98.35,30.57,1.94,3.88
1180.03,98.34,30.53,1.94,3.88
1179.86,98.32,30.51,1.94,3.88
1179.69,98.31,30.48,1.94,3.88
1179.52,98.29,30.47,1.94,3.88
1179.35,98.28,30.41,1.94,3.88
1179.18,98.27,30.35,1.94,3.88
1179.01,98.25,30.42,1.94,3.88
1178.84,98.24,30.48,1.94,3.88
1178.67,98.22,30.47,1.94,3.88
1178.5,98.21,30.39,1.94,3.88
1178.33,98.19,30.38,1.95,3.9
1178.16,98.18,30.28,1.94,3.88
1177.99,98.17,30.07,1.93,3.86
1177.81,98.15,30.14,1.94,3.88
1177.64,98.14,30.26,1.93,3.86
1177.47,98.12,30.32,1.93,3.86
1177.3,98.11,30.32,1.93,3.86
1177.13,98.09,30.36,1.94,3.88
1176.96,98.08,30.11,1.94,3.88
1176.79,98.07,30.24,1.93,3.86
1176.62,98.05,30.21,1.93,3.86
1176.45,98.04,30.22,1.94,3.88
1176.28,98.02,30.22,1.94,3.88
1176.11,98.01,30.21,1.92,3.84
1175.94,97.99,30.15,1.93,3.86
1175.77,97.98,30.1,1.93,3.86
1175.6,97.97,30.03,1.93,3.86
1175.43,97.95,29.99,1.93,3.86
1175.26,97.94,29.93,1.92,3.84
1175.08,97.92,29.84,1.93,3.86
1174.91,97.91,29.88,1.93,3.86
1174.74,97.9,29.18,1.93,3.86
1174.57,97.88,29.16,1.92,3.84
1174.4,97.87,29.23,1.93,3.86
1174.23,97.85,29.56,1.92,3.84
1174.06,97.84,29.5,1.93,3.86
1173.89,97.82,29.25,1.92,3.84
1173.72,97.81,29.11,1.92,3.84
1173.55,97.8,29.79,1.93,3.86
1173.38,97.78,28.21,1.92,3.84
1173.21,97.77,28.88,1.91,3.82
1173.04,97.75,29.16,1.94,3.88
1172.87,97.74,29,1.93,3.86
1172.7,97.72,29.16,1.92,3.84
1172.52,97.71,29.02,1.93,3.86
1172.35,97.7,29.05,1.92,3.84
1172.18,97.68,29,1.92,3.84
1172.01,97.67,29.14,1.93,3.86
1171.84,97.65,29.1,1.92,3.84
1171.67,97.64,29.5,1.93,3.86
1171.5,97.63,29.56,1.93,3.86
1171.33,97.61,29.39,1.92,3.84
1171.16,97.6,29.48,1.92,3.84
1170.99,97.58,29.86,1.92,3.84
1170.82,97.57,29.83,1.92,3.84
1170.65,97.55,29.8,1.91,3.82
1170.48,97.54,29.72,1.92,3.84
1170.31,97.53,29.92,1.92,3.84
1170.14,97.51,29.41,1.92,3.84
1169.96,97.5,29.63,1.92,3.84
1169.79,97.48,29.82,1.92,3.84
1169.62,97.47,30.06,1.91,3.82
1169.45,97.45,29.56,1.92,3.84
1169.28,97.44,29.63,1.92,3.84
1169.11,97.43,29.74,1.92,3.84
1168.94,97.41,29.89,1.92,3.84
1168.77,97.4,30.14,1.92,3.84
1168.6,97.38,29.67,1.92,3.84
