capacity,soc,current,half_voltage,final_voltage
1100,100,44.47,2.24,4.48
1099.83,99.98,44.29,2.23,4.46
1099.66,99.97,44.73,2.23,4.46
1099.49,99.95,44.07,2.23,4.46
1099.32,99.94,43.03,2.22,4.44
1099.15,99.92,42.35,2.22,4.44
1098.98,99.91,41.77,2.22,4.44
1098.81,99.89,42.08,2.22,4.44
1098.63,99.88,41.42,2.23,4.46
1098.46,99.86,42.93,2.22,4.44
1098.29,99.84,43.68,2.22,4.44
1098.12,99.83,43.54,2.22,4.44
1097.95,99.81,43.64,2.22,4.44
1097.78,99.8,43.61,2.22,4.44
1097.61,99.78,43.68,2.22,4.44
1097.44,99.77,43.62,2.22,4.44
1097.27,99.75,43.54,2.22,4.44
1097.1,99.74,43.44,2.22,4.44
1096.93,99.72,43.42,2.23,4.46
1096.76,99.71,43.37,2.22,4.44
1096.59,99.69,43.29,2.23,4.46
1096.42,99.67,43.47,2.22,4.44
1096.25,99.66,43.48,2.22,4.44
1096.07,99.64,43.44,2.21,4.42
1095.9,99.63,43.39,2.21,4.42
1095.73,99.61,43.34,2.22,4.44
1095.56,99.6,43.3,2.21,4.42
1095.39,99.58,43.05,2.22,4.44
1095.22,99.57,41.09,2.21,4.42
1095.05,99.55,43.14,2.21,4.42
1094.88,99.53,43.21,2.22,4.44
1094.71,99.52,43.29,2.22,4.44
1094.54,99.5,43.22,2.22,4.44
1094.37,99.49,43.49,2.21,4.42
1094.2,99.47,43.33,2.22,4.44
1094.03,99.46,43.18,2.22,4.44
1093.86,99.44,43.08,2.22,4.44
1093.69,99.43,43.07,2.22,4.44
1093.52,99.41,42.92,2.22,4.44
1093.34,99.39,42.68,2.22,4.44
1093.17,99.38,42.2,2.22,4.44
1093,99.36,41.42,2.22,4.44
1092.83,99.35,40.54,2.21,4.42
1092.66,99.33,39.96,2.22,4.44
1092.49,99.32,40.04,2.22,4.44
1092.32,99.3,40.66,2.22,4.44
1092.15,99.29,39.44,2.22,4.44
1091.98,99.27,39.32,2.22,4.44
1091.81,99.26,41.23,2.23,4.46
1091.64,99.24,40.36,2.22,4.44
1091.47,99.22,39.9,2.23,4.46
1091.3,99.21,39.75,2.23,4.46
1091.13,99.19,39.61,2.23,4.46
1090.96,99.18,39.74,2.23,4.46
1090.78,99.16,40.71,2.23,4.46
1090.61,99.15,40.82,2.23,4.46
1090.44,99.13,40.83,2.23,4.46
1090.27,99.12,40.88,2.23,4.46
1090.1,99.1,40.94,2.23,4.46
1089.93,99.08,40.96,2.23,4.46
1089.76,99.07,41.1,2.23,4.46
1089.59,99.05,41.19,2.23,4.46
1089.42,99.04,41.2,2.22,4.44
1089.25,99.02,41.23,2.22,4.44
1089.08,99.01,41.48,2.22,4.44
1088.91,98.99,41.45,2.23,4.46
1088.74,98.98,41.45,2.22,4.44
1088.57,98.96,41.45,2.22,4.44
1088.4,98.94,41.57,2.22,4.44
1088.22,98.93,41.56,2.23,4.46
1088.05,98.91,41.53,2.22,4.44
1087.88,98.9,41.44,2.22,4.44
1087.71,98.88,41.46,2.23,4.46
1087.54,98.87,41.4,2.22,4.44
1087.37,98.85,41.33,2.22,4.44
1087.2,98.84,41.35,2.23,4.46
1087.03,98.82,41.42,2.22,4.44
1086.86,98.81,41.42,2.22,4.44
1086.69,98.79,41.51,2.22,4.44
1086.52,98.77,41.52,2.22,4.44
1086.35,98.76,41.51,2.22,4.44
1086.18,98.74,41.48,2.22,4.44
1086.01,98.73,41.45,2.22,4.44
1085.84,98.71,41.48,2.22,4.44
1085.67,98.7,41.52,2.22,4.44
1085.49,98.68,41.51,2.22,4.44
1085.32,98.67,41.49,2.22,4.44
1085.15,98.65,41.53,2.22,4.44
1084.98,98.63,41.52,2.22,4.44
1084.81,98.62,41.53,2.21,4.42
1084.64,98.6,41.62,2.21,4.42
1084.47,98.59,41.64,2.22,4.44
1084.3,98.57,41.64,2.22,4.44
1084.13,98.56,41.63,2.21,4.42
1083.96,98.54,41.56,2.22,4.44
1083.79,98.53,41.55,2.21,4.42
1083.62,98.51,41.48,2.21,4.42
1083.45,98.49,41.54,2.22,4.44
1083.28,98.48,41.58,2.21,4.42
1083.11,98.46,41.56,2.21,4.42
1082.93,98.45,41.56,2.21,4.42
1082.76,98.43,41.58,2.21,4.42
1082.59,98.42,41.52,2.21,4.42
1082.42,98.4,41.49,2.21,4.42
1082.25,98.39,41.5,2.21,4.42
1082.08,98.37,41.49,2.21,4.42
1081.91,98.36,41.52,2.21,4.42
1081.74,98.34,41.52,2.21,4.42
1081.57,98.32,41.52,2.21,4.42
1081.4,98.31,41.53,2.21,4.42
1081.23,98.29,41.53,2.21,4.42
1081.06,98.28,41.52,2.21,4.42
1080.89,98.26,41.48,2.21,4.42
1080.72,98.25,41.48,2.21,4.42
1080.55,98.23,41.46,2.21,4.42
1080.37,98.22,41.42,2.21,4.42
1080.2,98.2,41.47,2.21,4.42
1080.03,98.18,41.46,2.21,4.42
1079.86,98.17,41.48,2.21,4.42
1079.69,98.15,41.56,2.21,4.42
1079.52,98.14,41.52,2.21,4.42
1079.35,98.12,41.52,2.21,4.42
1079.18,98.11,41.53,2.21,4.42
1079.01,98.09,41.54,2.21,4.42
1078.84,98.08,41.52,2.2,4.4
1078.67,98.06,41.56,2.21,4.42
1078.5,98.04,41.56,2.21,4.42
1078.33,98.03,41.55,2.21,4.42
1078.16,98.01,41.56,2.21,4.42
1077.99,98,41.59,2.21,4.42
1077.81,97.98,41.62,2.21,4.42
1077.64,97.97,41.67,2.21,4.42
1077.47,97.95,41.67,2.2,4.4
1077.3,97.94,41.67,2.21,4.42
1077.13,97.92,41.66,2.21,4.42
1076.96,97.91,41.65,2.21,4.42
1076.79,97.89,41.7,2.2,4.4
1076.62,97.87,41.7,2.2,4.4
1076.45,97.86,41.71,2.2,4.4
1076.28,97.84,41.7,2.2,4.4
1076.11,97.83,41.67,2.2,4.4
1075.94,97.81,41.67,2.2,4.4
1075.77,97.8,41.67,2.2,4.4
1075.6,97.78,41.66,2.2,4.4
1075.43,97.77,41.66,2.2,4.4
1075.26,97.75,41.63,2.2,4.4
1075.08,97.73,41.63,2.2,4.4
1074.91,97.72,41.66,2.2,4.4
1074.74,97.7,41.67,2.19,4.38
1074.57,97.69,41.7,2.19,4.38
1074.4,97.67,41.77,2.19,4.38
1074.23,97.66,41.8,2.19,4.38
1074.06,97.64,41.79,2.19,4.38
