capacity,soc,current,half_voltage,final_voltage
1000,100,75.83,1.96,3.92
999.83,99.98,35.84,1.99,3.98
999.66,99.97,35.63,2.02,4.04
999.49,99.95,35.65,2.01,4.02
999.32,99.93,35.67,2.02,4.04
999.15,99.91,35.67,2.02,4.04
998.98,99.9,35.67,2.02,4.04
998.81,99.88,35.66,2.02,4.04
998.63,99.86,35.68,2.02,4.04
998.46,99.85,35.68,2.02,4.04
998.29,99.83,35.67,2.04,4.08
998.12,99.81,35.62,2.04,4.08
997.95,99.8,35.65,2.03,4.06
997.78,99.78,35.64,2.04,4.08
997.61,99.76,35.65,2.03,4.06
997.44,99.74,35.64,2.03,4.06
997.27,99.73,35.64,2.03,4.06
997.1,99.71,35.65,2.04,4.08
996.93,99.69,35.66,2.03,4.06
996.76,99.68,35.64,2.02,4.04
996.59,99.66,35.64,2.02,4.04
996.42,99.64,35.63,2.02,4.04
996.25,99.62,35.62,2.02,4.04
996.07,99.61,35.62,2.01,4.02
995.9,99.59,35.63,2.01,4.02
995.73,99.57,35.63,2.01,4.02
995.56,99.56,35.62,2.01,4.02
995.39,99.54,35.61,2.02,4.04
995.22,99.52,35.6,2.02,4.04
995.05,99.51,35.61,2.02,4.04
994.88,99.49,35.59,2.02,4.04
994.71,99.47,35.58,2.03,4.06
994.54,99.45,35.59,2.02,4.04
994.37,99.44,35.57,2.02,4.04
994.2,99.42,35.58,2.02,4.04
994.03,99.4,35.58,2.02,4.04
993.86,99.39,35.58,2.02,4.04
993.69,99.37,35.57,2.03,4.06
993.52,99.35,35.58,2.01,4.02
993.34,99.33,35.56,2.04,4.08
993.17,99.32,35.55,2.01,4.02
993,99.3,35.56,2.01,4.02
992.83,99.28,35.54,2.01,4.02
992.66,99.27,35.55,2.01,4.02
992.49,99.25,35.55,2.01,4.02
992.32,99.23,35.53,2.02,4.04
992.15,99.21,35.53,2.01,4.02
991.98,99.2,35.54,2.01,4.02
991.81,99.18,35.54,2.01,4.02
991.64,99.16,35.54,2.01,4.02
991.47,99.15,35.53,2.01,4.02
991.3,99.13,35.53,2.01,4.02
991.13,99.11,35.52,2.01,4.02
990.96,99.1,35.51,2.01,4.02
990.78,99.08,35.51,2.03,4.06
990.61,99.06,35.5,2,4
990.44,99.04,35.5,2,4
990.27,99.03,35.49,2,4
990.1,99.01,35.49,2.01,4.02
989.93,98.99,35.49,2.01,4.02
989.76,98.98,35.48,2,4
989.59,98.96,35.47,2,4
989.42,98.94,35.47,1.99,3.98
989.25,98.92,35.46,1.99,3.98
989.08,98.91,35.47,2,4
988.91,98.89,35.46,2,4
988.74,98.87,35.46,2,4
988.57,98.86,35.45,2,4
988.4,98.84,35.46,2,4
988.22,98.82,35.46,2.01,4.02
988.05,98.81,35.44,2.01,4.02
987.88,98.79,35.43,2.01,4.02
987.71,98.77,35.45,2.01,4.02
987.54,98.75,35.46,2,4
987.37,98.74,35.45,2,4
987.2,98.72,35.45,1.99,3.98
987.03,98.7,35.45,2,4
986.86,98.69,35.44,1.99,3.98
986.69,98.67,35.44,1.99,3.98
986.52,98.65,35.46,1.99,3.98
986.35,98.63,35.46,1.99,3.98
986.18,98.62,35.46,1.99,3.98
986.01,98.6,35.44,1.99,3.98
985.84,98.58,35.43,1.99,3.98
985.67,98.57,35.43,2.01,4.02
985.49,98.55,35.42,1.99,3.98
985.32,98.53,35.43,1.98,3.96
985.15,98.52,35.43,1.95,3.9
984.98,98.5,35.43,2.15,4.3
984.81,98.48,35.55,2.15,4.3
984.64,98.46,35.54,2.12,4.24
984.47,98.45,35.53,2.16,4.32
984.3,98.43,35.55,2.17,4.34
984.13,98.41,35.55,2.17,4.34
983.96,98.4,35.55,2.17,4.34
983.79,98.38,35.55,2.17,4.34
983.62,98.36,35.56,2.17,4.34
983.45,98.34,35.55,2.18,4.36
983.28,98.33,35.55,2.17,4.34
983.11,98.31,35.55,2.15,4.3
982.93,98.29,35.56,2.15,4.3
982.76,98.28,35.53,2.16,4.32
982.59,98.26,35.54,2.17,4.34
982.42,98.24,35.53,2.17,4.34
982.25,98.23,35.53,2.17,4.34
982.08,98.21,35.52,2.17,4.34
981.91,98.19,35.53,2.17,4.34
981.74,98.17,35.55,2.17,4.34
981.57,98.16,35.54,2.17,4.34
981.4,98.14,35.51,2.17,4.34
981.23,98.12,35.52,2.17,4.34
981.06,98.11,35.53,2.17,4.34
980.89,98.09,35.51,2.17,4.34
980.72,98.07,35.51,2.17,4.34
980.55,98.05,35.51,2.17,4.34
980.37,98.04,35.5,2.17,4.34
980.2,98.02,35.49,2.17,4.34
980.03,98,35.5,2.17,4.34
979.86,97.99,35.5,2.17,4.34
979.69,97.97,35.5,2.17,4.34
979.52,97.95,35.49,2.17,4.34
979.35,97.93,35.48,2.19,4.38
979.18,97.92,35.49,2.17,4.34
979.01,97.9,35.5,2.17,4.34
978.84,97.88,35.48,2.17,4.34
978.67,97.87,35.46,2.16,4.32
978.5,97.85,35.48,2.16,4.32
978.33,97.83,35.48,2.17,4.34
978.16,97.82,35.49,2.16,4.32
977.99,97.8,35.48,2.17,4.34
977.81,97.78,35.48,2.17,4.34
977.64,97.76,35.46,2.17,4.34
977.47,97.75,35.45,2.16,4.32
977.3,97.73,35.47,2.17,4.34
977.13,97.71,35.45,2.17,4.34
976.96,97.7,35.46,2.17,4.34
976.79,97.68,35.46,2.19,4.38
976.62,97.66,35.45,2.17,4.34
976.45,97.64,35.45,2.17,4.34
976.28,97.63,35.46,2.16,4.32
976.11,97.61,35.44,2.17,4.34
975.94,97.59,35.44,2.17,4.34
975.77,97.58,35.42,2.17,4.34
975.6,97.56,35.43,2.17,4.34
975.43,97.54,35.44,2.17,4.34
975.26,97.53,35.43,2.19,4.38
975.08,97.51,35.44,2.17,4.34
974.91,97.49,35.43,2.17,4.34
974.74,97.47,35.42,2.17,4.34
974.57,97.46,35.42,2.17,4.34
974.4,97.44,35.42,2.17,4.34
974.23,97.42,35.43,2.17,4.34
974.06,97.41,35.42,2.17,4.34
973.89,97.39,35.43,2.17,4.34
973.72,97.37,35.41,2.17,4.34
973.55,97.35,35.41,2.17,4.34
973.38,97.34,35.41,2.17,4.34
973.21,97.32,35.41,2.17,4.34
973.04,97.3,35.4,2.17,4.34
972.87,97.29,35.4,2.17,4.34
972.7,97.27,35.4,2.17,4.34
972.52,97.25,35.41,2.17,4.34
972.35,97.24,35.41,2.17,4.34
972.18,97.22,35.4,2.17,4.34
972.01,97.2,35.39,2.17,4.34
971.84,97.18,35.39,2.17,4.34
971.67,97.17,35.39,2.17,4.34
971.5,97.15,35.4,2.17,4.34
971.33,97.13,35.39,2.17,4.34
971.16,97.12,35.36,2.17,4.34
970.99,97.1,35.38,2.17,4.34
970.82,97.08,35.36,2.17,4.34
970.65,97.06,35.37,2.18,4.36
970.48,97.05,35.36,2.17,4.34
970.31,97.03,35.38,2.17,4.34
970.14,97.01,35.37,2.17,4.34
969.96,97,35.38,2.17,4.34
969.79,96.98,35.36,2.17,4.34
969.62,96.96,35.37,2.17,4.34
969.45,96.95,35.36,2.17,4.34
969.28,96.93,35.36,2.17,4.34
969.11,96.91,35.36,2.17,4.34
968.94,96.89,35.36,2.17,4.34
968.77,96.88,35.35,2.17,4.34
968.6,96.86,35.35,2.17,4.34
968.43,96.84,35.34,2.17,4.34
968.26,96.83,35.33,2.19,4.38
968.09,96.81,35.35,2.17,4.34
967.92,96.79,35.34,2.17,4.34
967.75,96.77,35.34,2.17,4.34
967.58,96.76,35.33,2.17,4.34
967.41,96.74,35.33,2.17,4.34
967.23,96.72,35.35,2.17,4.34
967.06,96.71,35.33,2.17,4.34
966.89,96.69,35.33,2.17,4.34
966.72,96.67,35.34,2.17,4.34
966.55,96.65,35.33,2.17,4.34
966.38,96.64,35.33,2.17,4.34
966.21,96.62,35.32,2.17,4.34
966.04,96.6,35.32,2.16,4.32
965.87,96.59,35.34,2.17,4.34
965.7,96.57,35.34,2.17,4.34
965.53,96.55,35.32,2.17,4.34
965.36,96.54,35.31,2.17,4.34
965.19,96.52,35.31,2.17,4.34
965.02,96.5,35.33,2.17,4.34
964.85,96.48,35.32,2.17,4.34
964.67,96.47,35.31,2.17,4.34
964.5,96.45,35.31,2.17,4.34
964.33,96.43,35.31,2.17,4.34
964.16,96.42,35.32,2.17,4.34
963.99,96.4,35.32,2.17,4.34
963.82,96.38,35.32,2.17,4.34
963.65,96.36,35.31,2.17,4.34
963.48,96.35,35.29,2.17,4.34
963.31,96.33,35.3,2.17,4.34
963.14,96.31,35.29,2.17,4.34
962.97,96.3,35.3,2.17,4.34
962.8,96.28,35.3,2.17,4.34
962.63,96.26,35.29,2.17,4.34
962.46,96.25,35.29,2.17,4.34
962.29,96.23,35.29,2.17,4.34
962.11,96.21,35.28,2.17,4.34
961.94,96.19,35.29,2.17,4.34
961.77,96.18,35.28,2.19,4.38
961.6,96.16,35.28,2.19,4.38
