capacity,soc,current,half_voltage,final_voltage
1000,100,41.23,2.13,4.26
999.83,99.98,41.18,2.13,4.26
999.66,99.97,41.34,2.13,4.26
999.49,99.95,41.42,2.13,4.26
999.32,99.93,41.72,2.13,4.26
999.15,99.91,41.56,2.13,4.26
998.98,99.9,41.19,2.13,4.26
998.81,99.88,41.13,2.13,4.26
998.63,99.86,41.22,2.13,4.26
998.46,99.85,41.21,2.13,4.26
998.29,99.83,40.23,2.13,4.26
998.12,99.81,40.39,2.13,4.26
997.95,99.8,40.05,2.13,4.26
997.78,99.78,42.06,2.13,4.26
997.61,99.76,41.67,2.13,4.26
997.44,99.74,41.33,2.13,4.26
997.27,99.73,40.93,2.13,4.26
997.1,99.71,40.53,2.13,4.26
996.93,99.69,40.32,2.13,4.26
996.76,99.68,40.4,2.13,4.26
996.59,99.66,41.35,2.13,4.26
996.42,99.64,41.13,2.13,4.26
996.25,99.62,41.18,2.13,4.26
996.07,99.61,40.62,2.13,4.26
995.9,99.59,40.55,2.13,4.26
995.73,99.57,40.28,2.13,4.26
995.56,99.56,40.72,2.13,4.26
995.39,99.54,40.86,2.13,4.26
995.22,99.52,40.71,2.13,4.26
995.05,99.51,40.28,2.13,4.26
994.88,99.49,39.6,2.13,4.26
994.71,99.47,38.58,2.13,4.26
994.54,99.45,39.51,2.13,4.26
994.37,99.44,39.53,2.13,4.26
994.2,99.42,39.66,2.13,4.26
994.03,99.4,39.64,2.13,4.26
993.86,99.39,41.5,2.13,4.26
993.69,99.37,41.87,2.13,4.26
993.52,99.35,40.75,2.13,4.26
993.34,99.33,40.7,2.13,4.26
993.17,99.32,39.89,2.13,4.26
993,99.3,39.87,2.13,4.26
992.83,99.28,41.36,2.13,4.26
992.66,99.27,40.59,2.13,4.26
992.49,99.25,40.44,2.13,4.26
992.32,99.23,41.03,2.13,4.26
992.15,99.21,40.01,2.13,4.26
991.98,99.2,39.84,2.13,4.26
991.81,99.18,39.7,2.13,4.26
991.64,99.16,40.21,2.13,4.26
991.47,99.15,41.25,2.13,4.26
991.3,99.13,41.5,2.13,4.26
991.13,99.11,41.5,2.13,4.26
990.96,99.1,41.4,2.13,4.26
990.78,99.08,41.33,2.13,4.26
990.61,99.06,41.23,2.13,4.26
990.44,99.04,41.28,2.13,4.26
990.27,99.03,41.3,2.13,4.26
990.1,99.01,41.24,2.13,4.26
989.93,98.99,41.19,2.13,4.26
989.76,98.98,41.15,2.13,4.26
989.59,98.96,41.14,2.13,4.26
989.42,98.94,41.06,2.13,4.26
989.25,98.92,41,2.13,4.26
989.08,98.91,40.99,2.13,4.26
988.91,98.89,40.95,2.13,4.26
988.74,98.87,40.88,2.13,4.26
988.57,98.86,40.71,2.13,4.26
988.4,98.84,38.98,2.13,4.26
988.22,98.82,39.41,2.13,4.26
988.05,98.81,39.49,2.13,4.26
987.88,98.79,39.62,2.13,4.26
987.71,98.77,39.6,2.13,4.26
987.54,98.75,39.54,2.13,4.26
987.37,98.74,39.5,2.13,4.26
987.2,98.72,39.5,2.13,4.26
987.03,98.7,39.57,2.13,4.26
986.86,98.69,39.66,2.13,4.26
986.69,98.67,39.75,2.13,4.26
986.52,98.65,39.88,2.13,4.26
986.35,98.63,39.85,2.13,4.26
986.18,98.62,39.86,2.13,4.26
986.01,98.6,39.85,2.13,4.26
985.84,98.58,39.83,2.13,4.26
985.67,98.57,39.93,2.13,4.26
985.49,98.55,39.92,2.13,4.26
985.32,98.53,39.88,2.13,4.26
985.15,98.52,39.89,2.13,4.26
984.98,98.5,39.85,2.13,4.26
984.81,98.48,39.87,2.13,4.26
984.64,98.46,39.83,2.13,4.26
984.47,98.45,39.78,2.13,4.26
984.3,98.43,39.88,2.13,4.26
984.13,98.41,39.94,2.13,4.26
983.96,98.4,39.96,2.13,4.26
983.79,98.38,39.93,2.13,4.26
983.62,98.36,39.86,2.13,4.26
983.45,98.34,40,2.13,4.26
983.28,98.33,40.04,2.13,4.26
983.11,98.31,40.06,2.13,4.26
982.93,98.29,40.09,2.13,4.26
982.76,98.28,40.12,2.13,4.26
982.59,98.26,40.14,2.13,4.26
982.42,98.24,40.14,2.13,4.26
982.25,98.23,40.17,2.13,4.26
982.08,98.21,40.17,2.13,4.26
981.91,98.19,40.2,2.13,4.26
981.74,98.17,40.25,2.13,4.26
981.57,98.16,40.22,2.13,4.26
981.4,98.14,40.23,2.13,4.26
981.23,98.12,40.21,2.13,4.26
981.06,98.11,40.24,2.13,4.26
980.89,98.09,40.24,2.13,4.26
980.72,98.07,40.24,2.13,4.26
980.55,98.05,40.3,2.13,4.26
980.37,98.04,40.31,2.13,4.26
980.2,98.02,40.34,2.13,4.26
980.03,98,40.34,2.13,4.26
979.86,97.99,40.33,2.13,4.26
979.69,97.97,40.33,2.13,4.26
979.52,97.95,40.33,2.13,4.26
979.35,97.93,40.32,2.13,4.26
979.18,97.92,40.33,2.13,4.26
979.01,97.9,40.32,2.13,4.26
978.84,97.88,40.32,2.13,4.26
978.67,97.87,40.31,2.13,4.26
978.5,97.85,40.34,2.13,4.26
978.33,97.83,40.31,2.13,4.26
978.16,97.82,40.33,2.13,4.26
977.99,97.8,40.33,2.13,4.26
977.81,97.78,40.34,2.13,4.26
977.64,97.76,40.35,2.13,4.26
977.47,97.75,40.33,2.13,4.26
977.3,97.73,40.35,2.13,4.26
977.13,97.71,40.34,2.13,4.26
976.96,97.7,40.33,2.13,4.26
976.79,97.68,40.36,2.13,4.26
976.62,97.66,40.37,2.13,4.26
976.45,97.64,40.38,2.13,4.26
976.28,97.63,40.39,2.13,4.26
976.11,97.61,40.36,2.13,4.26
975.94,97.59,40.36,2.13,4.26
975.77,97.58,40.37,2.13,4.26
975.6,97.56,40.4,2.13,4.26
975.43,97.54,40.39,2.13,4.26
975.26,97.53,40.38,2.13,4.26
975.08,97.51,40.38,2.12,4.24
974.91,97.49,40.39,2.12,4.24
974.74,97.47,40.38,2.12,4.24
974.57,97.46,40.37,2.12,4.24
974.4,97.44,40.39,2.12,4.24
974.23,97.42,40.41,2.12,4.24
974.06,97.41,40.37,2.12,4.24
973.89,97.39,40.37,2.12,4.24
