capacity,soc,current,half_voltage,final_voltage
1100,100,98,2.01,4.02
1099.83,99.98,93.97,2.01,4.02
1099.66,99.97,95.29,2.01,4.02
1099.49,99.95,95.89,2.01,4.02
1099.32,99.94,96.14,2,4
1099.15,99.92,96.43,2,4
1098.98,99.91,96.5,2,4
1098.81,99.89,96.63,2,4
1098.63,99.88,96.64,2,4
1098.46,99.86,96.68,2,4
1098.29,99.84,96.65,2,4
1098.12,99.83,96.85,2,4
1097.95,99.81,97.15,2,4
1097.78,99.8,97.18,2,4
1097.61,99.78,97.18,1.99,3.98
1097.44,99.77,97.15,1.99,3.98
1097.27,99.75,97.12,1.99,3.98
1097.1,99.74,97.09,1.99,3.98
1096.93,99.72,97.02,1.99,3.98
1096.76,99.71,97.07,1.99,3.98
1096.59,99.69,97.1,1.99,3.98
1096.42,99.67,97.12,1.99,3.98
1096.25,99.66,97.23,1.99,3.98
1096.07,99.64,97.23,1.99,3.98
1095.9,99.63,97.16,1.99,3.98
1095.73,99.61,97.04,1.98,3.96
1095.56,99.6,97.03,1.98,3.96
1095.39,99.58,97.04,1.98,3.96
1095.22,99.57,97.11,1.98,3.96
1095.05,99.55,97.1,1.98,3.96
1094.88,99.53,97.09,1.98,3.96
1094.71,99.52,96.99,1.98,3.96
1094.54,99.5,96.87,1.98,3.96
1094.37,99.49,96.9,1.98,3.96
1094.2,99.47,96.78,1.99,3.98
1094.03,99.46,96.71,1.98,3.96
1093.86,99.44,96.79,1.98,3.96
1093.69,99.43,96.8,1.98,3.96
1093.52,99.41,96.78,1.98,3.96
1093.34,99.39,96.89,1.98,3.96
1093.17,99.38,96.94,1.98,3.96
1093,99.36,96.9,1.98,3.96
1092.83,99.35,96.93,1.98,3.96
1092.66,99.33,97.07,1.98,3.96
1092.49,99.32,97.11,1.98,3.96
1092.32,99.3,97.18,1.98,3.96
1092.15,99.29,97.21,1.97,3.94
1091.98,99.27,97.21,1.97,3.94
1091.81,99.26,97.22,1.97,3.94
1091.64,99.24,97.18,1.97,3.94
1091.47,99.22,97.21,1.97,3.94
1091.3,99.21,97.25,1.97,3.94
1091.13,99.19,97.33,1.97,3.94
1090.96,99.18,97.34,1.97,3.94
1090.78,99.16,97.3,1.97,3.94
1090.61,99.15,97.32,1.97,3.94
1090.44,99.13,97.29,1.97,3.94
1090.27,99.12,97.26,1.97,3.94
1090.1,99.1,97.25,1.97,3.94
1089.93,99.08,97.25,1.97,3.94
1089.76,99.07,97.25,1.97,3.94
1089.59,99.05,97.23,1.97,3.94
1089.42,99.04,97.19,1.97,3.94
1089.25,99.02,97.22,1.97,3.94
1089.08,99.01,97.22,1.97,3.94
1088.91,98.99,97.2,1.97,3.94
1088.74,98.98,97.18,1.97,3.94
1088.57,98.96,97.14,1.96,3.92
1088.4,98.94,97.18,1.96,3.92
1088.22,98.93,97.14,1.96,3.92
1088.05,98.91,97.2,1.96,3.92
1087.88,98.9,97.2,1.96,3.92
1087.71,98.88,97.18,1.96,3.92
1087.54,98.87,97.17,1.96,3.92
1087.37,98.85,97.22,1.96,3.92
1087.2,98.84,97.26,1.96,3.92
1087.03,98.82,97.21,1.96,3.92
1086.86,98.81,97.29,1.96,3.92
1086.69,98.79,97.08,1.96,3.92
1086.52,98.77,97.06,1.96,3.92
1086.35,98.76,97.15,1.96,3.92
1086.18,98.74,96.97,1.96,3.92
1086.01,98.73,97.07,1.96,3.92
1085.84,98.71,97.02,1.96,3.92
1085.67,98.7,96.94,1.96,3.92
1085.49,98.68,96.91,1.96,3.92
1085.32,98.67,97.02,1.96,3.92
1085.15,98.65,96.99,1.96,3.92
1084.98,98.63,96.95,1.96,3.92
1084.81,98.62,97.02,1.95,3.9
1084.64,98.6,97.1,1.96,3.92
1084.47,98.59,97.06,1.95,3.9
1084.3,98.57,97.08,1.95,3.9
1084.13,98.56,97.07,1.95,3.9
1083.96,98.54,97.06,1.95,3.9
1083.79,98.53,97.06,1.95,3.9
1083.62,98.51,97.04,1.95,3.9
1083.45,98.49,97.07,1.95,3.9
1083.28,98.48,97.05,1.95,3.9
1083.11,98.46,96.95,1.95,3.9
1082.93,98.45,96.92,1.95,3.9
1082.76,98.43,96.93,1.95,3.9
1082.59,98.42,96.87,1.95,3.9
1082.42,98.4,96.83,1.95,3.9
1082.25,98.39,96.75,1.95,3.9
1082.08,98.37,96.73,1.95,3.9
1081.91,98.36,96.65,1.95,3.9
1081.74,98.34,96.69,1.95,3.9
1081.57,98.32,96.72,1.95,3.9
1081.4,98.31,96.64,1.95,3.9
1081.23,98.29,96.5,1.95,3.9
1081.06,98.28,96.47,1.95,3.9
1080.89,98.26,96.44,1.95,3.9
1080.72,98.25,96.32,1.95,3.9
1080.55,98.23,96.36,1.95,3.9
1080.37,98.22,96.36,1.95,3.9
1080.2,98.2,96.44,1.95,3.9
1080.03,98.18,96.44,1.95,3.9
1079.86,98.17,96.5,1.95,3.9
1079.69,98.15,96.53,1.95,3.9
1079.52,98.14,96.49,1.95,3.9
1079.35,98.12,96.53,1.95,3.9
1079.18,98.11,96.48,1.95,3.9
1079.01,98.09,96.41,1.95,3.9
1078.84,98.08,96.33,1.95,3.9
1078.67,98.06,96.26,1.95,3.9
1078.5,98.04,96.2,1.95,3.9
1078.33,98.03,96.26,1.95,3.9
1078.16,98.01,96.24,1.95,3.9
1077.99,98,96.26,1.95,3.9
1077.81,97.98,96.22,1.95,3.9
1077.64,97.97,96.28,1.95,3.9
1077.47,97.95,96.22,1.95,3.9
1077.3,97.94,96.22,1.95,3.9
1077.13,97.92,96.23,1.95,3.9
1076.96,97.91,96.14,1.95,3.9
1076.79,97.89,96.11,1.95,3.9
1076.62,97.87,96.14,1.95,3.9
1076.45,97.86,96.08,1.95,3.9
1076.28,97.84,96.06,1.95,3.9
1076.11,97.83,95.88,1.95,3.9
1075.94,97.81,95.92,1.95,3.9
1075.77,97.8,96,1.95,3.9
1075.6,97.78,96.14,1.95,3.9
1075.43,97.77,96.24,1.95,3.9
1075.26,97.75,96.07,1.96,3.92
1075.08,97.73,95.87,1.96,3.92
1074.91,97.72,95.91,1.95,3.9
1074.74,97.7,95.87,1.95,3.9
1074.57,97.69,95.88,1.95,3.9
1074.4,97.67,95.95,1.95,3.9
1074.23,97.66,95.89,1.95,3.9
1074.06,97.64,95.97,1.95,3.9
1073.89,97.63,95.98,1.95,3.9
1073.72,97.61,96.06,1.95,3.9
1073.55,97.59,96.1,1.95,3.9
1073.38,97.58,96.11,1.95,3.9
1073.21,97.56,96.13,1.95,3.9
1073.04,97.55,96.12,1.95,3.9
1072.87,97.53,96.17,1.95,3.9
1072.7,97.52,96.15,1.95,3.9
1072.52,97.5,96.11,1.95,3.9
1072.35,97.49,96.15,1.95,3.9
1072.18,97.47,96.18,1.95,3.9
1072.01,97.46,96.2,1.95,3.9
1071.84,97.44,96.13,1.95,3.9
1071.67,97.42,96.15,1.95,3.9
1071.5,97.41,96.16,1.95,3.9
1071.33,97.39,96.16,1.95,3.9
1071.16,97.38,96.15,1.95,3.9
1070.99,97.36,96.16,1.95,3.9
1070.82,97.35,96.11,1.95,3.9
1070.65,97.33,96.13,1.95,3.9
1070.48,97.32,96.17,1.95,3.9
1070.31,97.3,96.14,1.95,3.9
1070.14,97.28,96.14,1.95,3.9
1069.96,97.27,96.26,1.95,3.9
1069.79,97.25,96.25,1.95,3.9
1069.62,97.24,96.17,1.95,3.9
1069.45,97.22,96.15,1.95,3.9
1069.28,97.21,96.23,1.95,3.9
1069.11,97.19,96.26,1.95,3.9
1068.94,97.18,96.24,1.95,3.9
1068.77,97.16,96.2,1.95,3.9
1068.6,97.14,96.2,1.95,3.9
1068.43,97.13,96.2,1.95,3.9
1068.26,97.11,96.2,1.95,3.9
1068.09,97.1,96.21,1.95,3.9
1067.92,97.08,96.28,1.95,3.9
1067.75,97.07,96.32,1.95,3.9
1067.58,97.05,96.35,1.95,3.9
1067.41,97.04,96.35,1.95,3.9
1067.23,97.02,96.29,1.95,3.9
1067.06,97,96.25,1.95,3.9
1066.89,96.99,96.32,1.95,3.9
1066.72,96.97,96.27,1.95,3.9
1066.55,96.96,96.26,1.95,3.9
1066.38,96.94,96.29,1.95,3.9
1066.21,96.93,96.33,1.95,3.9
1066.04,96.91,96.35,1.95,3.9
1065.87,96.9,96.3,1.95,3.9
1065.7,96.88,96.26,1.95,3.9
1065.53,96.87,96.24,1.95,3.9
1065.36,96.85,96.03,1.95,3.9
1065.19,96.83,96.05,1.95,3.9
1065.02,96.82,96.02,1.95,3.9
1064.85,96.8,96.07,1.95,3.9
1064.67,96.79,96.13,1.95,3.9
1064.5,96.77,96.17,1.95,3.9
1064.33,96.76,96.1,1.95,3.9
1064.16,96.74,96.11,1.95,3.9
1063.99,96.73,96.2,1.95,3.9
1063.82,96.71,96.17,1.95,3.9
1063.65,96.69,96.13,1.95,3.9
1063.48,96.68,96.16,1.95,3.9
1063.31,96.66,96.15,1.95,3.9
1063.14,96.65,96.16,1.95,3.9
1062.97,96.63,96.13,1.95,3.9
1062.8,96.62,96.11,1.95,3.9
1062.63,96.6,96.11,1.95,3.9
1062.46,96.59,96.12,1.95,3.9
1062.29,96.57,96.14,1.95,3.9
1062.11,96.55,96.13,1.95,3.9
1061.94,96.54,96.19,1.95,3.9
1061.77,96.52,96.2,1.95,3.9
1061.6,96.51,96.21,1.95,3.9
1061.43,96.49,96.23,1.95,3.9
1061.26,96.48,96.19,1.95,3.9
1061.09,96.46,96.16,1.95,3.9
1060.92,96.45,96.16,1.95,3.9
1060.75,96.43,96.19,1.95,3.9
1060.58,96.42,96.21,1.95,3.9
1060.41,96.4,96.22,1.95,3.9
1060.24,96.38,96.25,1.95,3.9
1060.07,96.37,96.21,1.95,3.9
1059.9,96.35,96.2,1.95,3.9
1059.73,96.34,96.23,1.95,3.9
1059.55,96.32,96.19,1.95,3.9
1059.38,96.31,96.17,1.95,3.9
1059.21,96.29,96.21,1.95,3.9
1059.04,96.28,96.15,1.95,3.9
1058.87,96.26,96.21,1.95,3.9
1058.7,96.24,96.22,1.95,3.9
1058.53,96.23,96.16,1.95,3.9
1058.36,96.21,96.19,1.95,3.9
1058.19,96.2,96.31,1.95,3.9
1058.02,96.18,96.32,1.95,3.9
1057.85,96.17,96.37,1.95,3.9
1057.68,96.15,96.37,1.95,3.9
1057.51,96.14,96.39,1.95,3.9
1057.34,96.12,96.37,1.95,3.9
1057.17,96.1,96.36,1.95,3.9
1057,96.09,96.36,1.95,3.9
1056.82,96.07,96.37,1.95,3.9
1056.65,96.06,96.34,1.95,3.9
1056.48,96.04,96.35,1.95,3.9
1056.31,96.03,96.35,1.95,3.9
1056.14,96.01,96.38,1.95,3.9
1055.97,96,96.36,1.95,3.9
1055.8,95.98,96.35,1.95,3.9
1055.63,95.97,96.37,1.95,3.9
1055.46,95.95,96.32,1.95,3.9
1055.29,95.93,96.28,1.95,3.9
1055.12,95.92,96.3,1.95,3.9
1054.95,95.9,96.32,1.95,3.9
1054.78,95.89,96.29,1.95,3.9
1054.61,95.87,96.26,1.95,3.9
1054.44,95.86,96.3,1.95,3.9
1054.26,95.84,96.36,1.95,3.9
1054.09,95.83,96.32,1.95,3.9
1053.92,95.81,96.3,1.95,3.9
1053.75,95.79,96.33,1.95,3.9
1053.58,95.78,96.31,1.95,3.9
1053.41,95.76,96.32,1.95,3.9
1053.24,95.75,96.23,1.95,3.9
1053.07,95.73,96.3,1.95,3.9
1052.9,95.72,96.24,1.95,3.9
1052.73,95.7,95.52,1.95,3.9
1052.56,95.69,95.51,1.95,3.9
1052.39,95.67,95.6,1.95,3.9
1052.22,95.65,95.67,1.95,3.9
1052.05,95.64,95.8,1.95,3.9
1051.88,95.62,95.8,1.95,3.9
1051.7,95.61,95.71,1.95,3.9
1051.53,95.59,95.64,1.95,3.9
1051.36,95.58,95.56,1.95,3.9
1051.19,95.56,95.63,1.95,3.9
1051.02,95.55,95.69,1.95,3.9
1050.85,95.53,95.59,1.95,3.9
1050.68,95.52,95.69,1.95,3.9
1050.51,95.5,95.67,1.95,3.9
1050.34,95.48,95.6,1.95,3.9
1050.17,95.47,95.74,1.95,3.9
1050,95.45,95.67,1.95,3.9
1049.83,95.44,95.71,1.95,3.9
1049.66,95.42,95.58,1.95,3.9
1049.49,95.41,95.68,1.95,3.9
1049.32,95.39,95.54,1.95,3.9
1049.15,95.38,95.68,1.95,3.9
1048.97,95.36,95.68,1.95,3.9
1048.8,95.34,95.67,1.95,3.9
1048.63,95.33,95.68,1.95,3.9
1048.46,95.31,95.63,1.95,3.9
1048.29,95.3,95.65,1.95,3.9
1048.12,95.28,95.55,1.95,3.9
1047.95,95.27,95.66,1.95,3.9
1047.78,95.25,95.73,1.95,3.9
1047.61,95.24,95.7,1.95,3.9
1047.44,95.22,95.54,1.95,3.9
1047.27,95.2,95.65,1.95,3.9
1047.1,95.19,95.54,1.95,3.9
1046.93,95.17,95.58,1.95,3.9
1046.76,95.16,95.42,1.96,3.92
1046.59,95.14,95.24,1.96,3.92
1046.41,95.13,95.25,1.96,3.92
1046.24,95.11,95.23,1.96,3.92
1046.07,95.1,95.21,1.96,3.92
1045.9,95.08,95.27,1.96,3.92
1045.73,95.07,95.34,1.96,3.92
1045.56,95.05,95.3,1.96,3.92
1045.39,95.03,95.34,1.96,3.92
1045.22,95.02,95.36,1.96,3.92
1045.05,95,95.33,1.96,3.92
