capacity,soc,current,half_voltage,final_voltage
1200,100,109.54,1.67,3.34
1199.83,99.99,109.68,1.66,3.32
1199.66,99.97,109.8,1.64,3.28
1199.49,99.96,109.86,1.65,3.3
1199.32,99.94,109.9,1.61,3.22
1199.15,99.93,109.91,1.66,3.32
1198.98,99.91,109.89,1.66,3.32
1198.81,99.9,109.85,1.62,3.24
1198.63,99.89,109.88,1.62,3.24
1198.46,99.87,109.91,1.62,3.24
1198.29,99.86,109.9,1.73,3.46
1198.12,99.84,109.89,1.73,3.46
1197.95,99.83,109.89,1.73,3.46
1197.78,99.82,109.85,1.73,3.46
1197.61,99.8,109.83,1.73,3.46
1197.44,99.79,109.84,1.73,3.46
1197.27,99.77,109.78,1.73,3.46
1197.1,99.76,109.78,1.73,3.46
1196.93,99.74,109.8,1.73,3.46
1196.76,99.73,109.78,1.73,3.46
1196.59,99.72,109.75,1.73,3.46
1196.42,99.7,109.76,1.73,3.46
1196.25,99.69,109.72,1.72,3.44
1196.07,99.67,109.71,1.72,3.44
1195.9,99.66,109.64,1.72,3.44
1195.73,99.64,109.66,1.72,3.44
1195.56,99.63,109.62,1.72,3.44
1195.39,99.62,109.59,1.72,3.44
1195.22,99.6,109.56,1.72,3.44
1195.05,99.59,109.52,1.72,3.44
1194.88,99.57,109.5,1.72,3.44
1194.71,99.56,109.47,1.72,3.44
1194.54,99.54,109.46,1.72,3.44
1194.37,99.53,109.44,1.72,3.44
1194.2,99.52,109.4,1.72,3.44
1194.03,99.5,109.39,1.72,3.44
1193.86,99.49,109.37,1.72,3.44
1193.69,99.47,109.34,1.72,3.44
1193.52,99.46,109.32,1.72,3.44
1193.34,99.45,109.3,1.72,3.44
1193.17,99.43,109.3,1.72,3.44
1193,99.42,109.26,1.72,3.44
1192.83,99.4,109.25,1.72,3.44
1192.66,99.39,109.23,1.72,3.44
1192.49,99.37,109.21,1.71,3.42
1192.32,99.36,109.2,1.71,3.42
1192.15,99.35,109.2,1.71,3.42
1191.98,99.33,109.16,1.71,3.42
1191.81,99.32,109.14,1.71,3.42
1191.64,99.3,109.13,1.71,3.42
1191.47,99.29,109.1,1.71,3.42
1191.3,99.27,109.07,1.71,3.42
1191.13,99.26,109.08,1.71,3.42
1190.96,99.25,109.03,1.71,3.42
1190.78,99.23,109,1.71,3.42
1190.61,99.22,109,1.71,3.42
1190.44,99.2,108.97,1.71,3.42
1190.27,99.19,108.94,1.71,3.42
1190.1,99.18,108.95,1.71,3.42
1189.93,99.16,108.91,1.71,3.42
1189.76,99.15,108.9,1.71,3.42
1189.59,99.13,108.88,1.71,3.42
1189.42,99.12,108.86,1.71,3.42
1189.25,99.1,108.82,1.71,3.42
1189.08,99.09,108.79,1.71,3.42
1188.91,99.08,108.77,1.71,3.42
1188.74,99.06,108.74,1.71,3.42
1188.57,99.05,108.74,1.71,3.42
1188.4,99.03,108.74,1.7,3.4
1188.22,99.02,108.71,1.7,3.4
1188.05,99,108.7,1.7,3.4
1187.88,98.99,108.68,1.7,3.4
1187.71,98.98,108.63,1.7,3.4
1187.54,98.96,108.66,1.7,3.4
1187.37,98.95,108.6,1.7,3.4
1187.2,98.93,108.61,1.7,3.4
1187.03,98.92,108.57,1.7,3.4
1186.86,98.9,108.56,1.7,3.4
1186.69,98.89,108.55,1.7,3.4
1186.52,98.88,108.52,1.7,3.4
1186.35,98.86,108.51,1.7,3.4
1186.18,98.85,108.52,1.7,3.4
1186.01,98.83,108.49,1.7,3.4
1185.84,98.82,108.49,1.7,3.4
1185.67,98.81,108.42,1.7,3.4
1185.49,98.79,108.45,1.7,3.4
1185.32,98.78,108.45,1.7,3.4
1185.15,98.76,108.41,1.7,3.4
1184.98,98.75,108.37,1.7,3.4
1184.81,98.73,108.35,1.7,3.4
1184.64,98.72,108.35,1.7,3.4
1184.47,98.71,108.34,1.7,3.4
1184.3,98.69,108.33,1.7,3.4
1184.13,98.68,108.3,1.7,3.4
1183.96,98.66,108.25,1.7,3.4
