capacity,soc,current,half_voltage,final_voltage
1100,100,29.93,1.97,3.94
1099.83,99.98,30.01,1.98,3.96
1099.66,99.97,29.96,1.98,3.96
1099.49,99.95,29.81,1.98,3.96
1099.32,99.94,29.76,1.98,3.96
1099.15,99.92,30.17,1.97,3.94
1098.98,99.91,30.12,1.97,3.94
1098.81,99.89,30.24,1.97,3.94
1098.63,99.88,30.29,1.97,3.94
1098.46,99.86,30.35,1.97,3.94
1098.29,99.84,30.33,1.97,3.94
1098.12,99.83,30.34,1.97,3.94
1097.95,99.81,30.36,1.97,3.94
1097.78,99.8,30.35,1.97,3.94
1097.61,99.78,30.4,1.97,3.94
1097.44,99.77,30.35,1.96,3.92
1097.27,99.75,30.33,1.97,3.94
1097.1,99.74,30.3,1.97,3.94
1096.93,99.72,30.13,1.97,3.94
1096.76,99.71,30.07,1.97,3.94
1096.59,99.69,30.12,1.96,3.92
1096.42,99.67,29.88,1.97,3.94
1096.25,99.66,30.07,1.97,3.94
1096.07,99.64,30.02,1.97,3.94
1095.9,99.63,29.94,1.97,3.94
1095.73,99.61,29.97,1.97,3.94
1095.56,99.6,30.14,1.97,3.94
1095.39,99.58,30.16,1.97,3.94
1095.22,99.57,30.11,1.96,3.92
1095.05,99.55,30.06,1.97,3.94
1094.88,99.53,29.98,1.97,3.94
1094.71,99.52,30.03,1.97,3.94
1094.54,99.5,29.92,1.97,3.94
1094.37,99.49,29.78,1.97,3.94
1094.2,99.47,30.13,1.97,3.94
1094.03,99.46,30.15,1.97,3.94
1093.86,99.44,30.12,1.97,3.94
1093.69,99.43,30.03,1.97,3.94
1093.52,99.41,30,1.97,3.94
1093.34,99.39,29.97,1.97,3.94
1093.17,99.38,30.06,1.97,3.94
1093,99.36,30.12,1.97,3.94
1092.83,99.35,30.04,1.96,3.92
1092.66,99.33,30.13,1.97,3.94
1092.49,99.32,29.86,1.98,3.96
1092.32,99.3,29.91,1.97,3.94
1092.15,99.29,29.85,1.97,3.94
1091.98,99.27,29.8,1.97,3.94
1091.81,99.26,29.8,1.97,3.94
1091.64,99.24,29.76,1.97,3.94
1091.47,99.22,29.84,1.98,3.96
1091.3,99.21,29.8,1.97,3.94
1091.13,99.19,29.95,1.98,3.96
1090.96,99.18,29.95,1.98,3.96
1090.78,99.16,30.02,1.98,3.96
1090.61,99.15,29.95,1.98,3.96
1090.44,99.13,29.97,1.98,3.96
1090.27,99.12,30.19,1.98,3.96
1090.1,99.1,30.2,1.98,3.96
1089.93,99.08,30.03,1.98,3.96
1089.76,99.07,30.1,1.97,3.94
1089.59,99.05,30.1,1.98,3.96
1089.42,99.04,30.09,1.98,3.96
1089.25,99.02,30.13,1.98,3.96
1089.08,99.01,30.11,1.98,3.96
1088.91,98.99,30.13,1.98,3.96
1088.74,98.98,30,1.97,3.94
1088.57,98.96,30.17,1.98,3.96
1088.4,98.94,30.03,1.98,3.96
1088.22,98.93,29.47,1.98,3.96
1088.05,98.91,29.64,1.98,3.96
1087.88,98.9,29.91,1.98,3.96
1087.71,98.88,29.82,1.98,3.96
1087.54,98.87,29.79,1.98,3.96
1087.37,98.85,29.77,1.98,3.96
1087.2,98.84,29.67,1.98,3.96
1087.03,98.82,29.6,1.98,3.96
1086.86,98.81,29.51,1.98,3.96
1086.69,98.79,29.49,1.98,3.96
1086.52,98.77,29.79,1.99,3.98
1086.35,98.76,29.66,1.98,3.96
1086.18,98.74,29.69,1.97,3.94
1086.01,98.73,29.63,1.98,3.96
1085.84,98.71,29.47,1.98,3.96
1085.67,98.7,29.28,1.98,3.96
1085.49,98.68,29.38,1.98,3.96
1085.32,98.67,29.36,1.98,3.96
1085.15,98.65,29.44,1.98,3.96
1084.98,98.63,29.54,1.98,3.96
1084.81,98.62,29.52,1.98,3.96
1084.64,98.6,29.53,1.97,3.94
1084.47,98.59,29.49,1.98,3.96
1084.3,98.57,29.42,1.98,3.96
1084.13,98.56,29.41,1.98,3.96
1083.96,98.54,29.43,1.98,3.96
1083.79,98.53,29.44,1.98,3.96
1083.62,98.51,29.46,1.98,3.96
1083.45,98.49,29.48,1.98,3.96
