capacity,soc,current,half_voltage,final_voltage
1200,100,48,1.99,3.98
1199.49,99.96,48.23,1.98,3.96
1199.32,99.94,48.26,1.99,3.98
1199.15,99.93,48.28,1.98,3.96
1198.98,99.91,48.26,1.99,3.98
1198.81,99.9,48.26,1.98,3.96
1198.63,99.89,48.25,1.98,3.96
1198.46,99.87,48.25,1.98,3.96
1198.29,99.86,48.24,1.99,3.98
1198.12,99.84,48.22,1.99,3.98
1197.95,99.83,48.21,1.98,3.96
1197.78,99.82,48.2,1.98,3.96
1197.61,99.8,48.18,1.98,3.96
1197.44,99.79,48.16,1.98,3.96
1197.27,99.77,48.19,1.97,3.94
1197.1,99.76,48.14,1.98,3.96
1196.93,99.74,48.12,1.99,3.98
1196.76,99.73,48.12,1.98,3.96
1196.59,99.72,48.09,1.98,3.96
1196.42,99.7,48.09,1.97,3.94
1196.25,99.69,48.07,1.98,3.96
1196.07,99.67,48.04,1.97,3.94
1195.9,99.66,48.05,1.97,3.94
1195.73,99.64,48.04,1.98,3.96
1195.56,99.63,48.03,1.97,3.94
1195.39,99.62,48,1.97,3.94
1195.22,99.6,47.99,1.97,3.94
1195.05,99.59,47.97,1.97,3.94
1194.88,99.57,47.98,1.97,3.94
1194.71,99.56,47.96,1.97,3.94
1194.54,99.54,47.94,1.97,3.94
1194.37,99.53,47.92,1.97,3.94
1194.2,99.52,47.94,1.96,3.92
1194.03,99.5,47.98,1.97,3.94
1193.86,99.49,47.98,1.97,3.94
1193.69,99.47,47.89,1.96,3.92
1193.52,99.46,47.87,1.97,3.94
1193.34,99.45,47.88,1.97,3.94
1193.17,99.43,47.86,1.97,3.94
1193,99.42,47.83,1.97,3.94
1192.83,99.4,47.82,1.97,3.94
1192.66,99.39,47.81,1.96,3.92
1192.49,99.37,47.8,1.97,3.94
1192.32,99.36,47.78,1.96,3.92
1192.15,99.35,47.79,1.97,3.94
1191.98,99.33,47.76,1.97,3.94
1191.81,99.32,47.75,1.96,3.92
1191.64,99.3,47.73,1.96,3.92
1191.47,99.29,47.73,1.96,3.92
1191.3,99.27,47.72,1.97,3.94
1191.13,99.26,47.7,1.97,3.94
1190.96,99.25,47.69,1.96,3.92
1190.78,99.23,47.7,1.96,3.92
1190.61,99.22,47.73,1.96,3.92
1190.44,99.2,47.76,1.96,3.92
1190.27,99.19,47.72,1.96,3.92
1190.1,99.18,47.65,1.96,3.92
1189.93,99.16,47.66,1.96,3.92
1189.76,99.15,47.63,1.95,3.9
1189.59,99.13,47.63,1.96,3.92
1189.42,99.12,47.61,1.96,3.92
1189.25,99.1,47.58,1.96,3.92
1189.08,99.09,47.6,1.96,3.92
1188.91,99.08,47.57,1.95,3.9
1188.74,99.06,47.57,1.95,3.9
1188.57,99.05,47.55,1.96,3.92
1188.4,99.03,47.56,1.96,3.92
1188.22,99.02,47.55,1.96,3.92
1188.05,99,47.52,1.96,3.92
1187.88,98.99,47.51,1.95,3.9
1187.71,98.98,47.51,1.96,3.92
1187.54,98.96,47.5,1.95,3.9
1187.37,98.95,47.49,1.95,3.9
1187.2,98.93,47.47,1.95,3.9
1187.03,98.92,47.47,1.95,3.9
1186.86,98.9,47.47,1.95,3.9
1186.69,98.89,47.46,1.95,3.9
1186.52,98.88,47.42,1.95,3.9
1186.35,98.86,47.47,1.95,3.9
1186.18,98.85,47.47,1.94,3.88
1186.01,98.83,47.49,1.95,3.9
1185.84,98.82,47.48,1.95,3.9
1185.67,98.81,47.38,1.95,3.9
1185.49,98.79,47.38,1.95,3.9
1185.32,98.78,47.37,1.95,3.9
1185.15,98.76,47.36,1.95,3.9
1184.98,98.75,47.34,1.95,3.9
1184.81,98.73,47.34,1.95,3.9
1184.64,98.72,47.33,1.95,3.9
1184.47,98.71,47.33,1.95,3.9
1184.3,98.69,47.32,1.94,3.88
1184.13,98.68,47.31,1.95,3.9
