capacity,soc,current,half_voltage,final_voltage
1100,100,32.36,2.02,4.04
1099.83,99.98,32.41,2.02,4.04
1099.66,99.97,32.41,2.02,4.04
1099.49,99.95,32.42,2.02,4.04
1099.32,99.94,32.4,2.02,4.04
1099.15,99.92,32.42,2.02,4.04
1098.98,99.91,32.42,2.02,4.04
1098.81,99.89,32.45,2.01,4.02
1098.63,99.88,32.42,2,4
1098.46,99.86,32.33,2,4
1098.29,99.84,32.33,2,4
1098.12,99.83,32.34,2,4
1097.95,99.81,32.33,2,4
1097.78,99.8,32.34,2,4
1097.61,99.78,32.34,2,4
1097.44,99.77,32.35,2,4
1097.27,99.75,32.35,2,4
1097.1,99.74,32.35,2,4
1096.93,99.72,32.34,2,4
1096.76,99.71,32.33,2,4
1096.59,99.69,32.33,2,4
1096.42,99.67,32.33,2,4
1096.25,99.66,32.34,2,4
1096.07,99.64,32.32,2,4
1095.9,99.63,32.33,2,4
1095.73,99.61,32.32,2,4
1095.56,99.6,32.3,1.99,3.98
1095.39,99.58,32.31,1.99,3.98
1095.22,99.57,32.3,1.99,3.98
1095.05,99.55,32.32,1.99,3.98
1094.88,99.53,32.3,1.99,3.98
1094.71,99.52,32.28,1.99,3.98
1094.54,99.5,32.31,1.99,3.98
1094.37,99.49,32.29,1.99,3.98
1094.2,99.47,32.31,1.99,3.98
1094.03,99.46,32.3,1.99,3.98
1093.86,99.44,32.28,1.99,3.98
1093.69,99.43,32.27,1.99,3.98
1093.52,99.41,32.27,1.99,3.98
1093.34,99.39,32.27,1.99,3.98
1093.17,99.38,32.26,1.99,3.98
1093,99.36,32.28,1.99,3.98
1092.83,99.35,32.27,1.99,3.98
1092.66,99.33,32.28,1.99,3.98
1092.49,99.32,32.27,1.99,3.98
1092.32,99.3,32.29,1.99,3.98
1092.15,99.29,32.25,1.99,3.98
1091.98,99.27,32.24,1.99,3.98
1091.81,99.26,32.24,1.99,3.98
1091.64,99.24,32.23,1.99,3.98
1091.47,99.22,32.22,1.99,3.98
1091.3,99.21,32.23,1.99,3.98
1091.13,99.19,32.21,1.99,3.98
1090.96,99.18,32.22,1.99,3.98
1090.78,99.16,32.21,1.99,3.98
1090.61,99.15,32.19,1.99,3.98
1090.44,99.13,32.2,1.99,3.98
1090.27,99.12,32.19,1.99,3.98
1090.1,99.1,32.19,1.99,3.98
1089.93,99.08,32.18,1.99,3.98
1089.76,99.07,32.18,1.99,3.98
1089.59,99.05,32.18,1.99,3.98
1089.42,99.04,32.16,1.99,3.98
1089.25,99.02,32.17,1.99,3.98
1089.08,99.01,32.15,1.99,3.98
1088.91,98.99,32.13,1.99,3.98
1088.74,98.98,32.15,1.99,3.98
1088.57,98.96,32.14,1.99,3.98
1088.4,98.94,32.14,1.99,3.98
1088.22,98.93,32.13,1.99,3.98
1088.05,98.91,32.13,1.99,3.98
1087.88,98.9,32.12,1.99,3.98
1087.71,98.88,32.15,1.99,3.98
1087.54,98.87,32.15,1.99,3.98
1087.37,98.85,32.12,1.99,3.98
1087.2,98.84,32.11,1.99,3.98
1087.03,98.82,32.12,1.99,3.98
1086.86,98.81,32.12,1.99,3.98
1086.69,98.79,32.12,1.99,3.98
1086.52,98.77,32.11,1.99,3.98
1086.35,98.76,32.1,1.99,3.98
1086.18,98.74,32.09,1.99,3.98
1086.01,98.73,32.1,1.99,3.98
1085.84,98.71,32.09,1.99,3.98
1085.67,98.7,32.1,1.99,3.98
1085.49,98.68,32.08,1.99,3.98
1085.32,98.67,32.08,1.99,3.98
1085.15,98.65,32.1,1.99,3.98
1084.98,98.63,32.09,1.99,3.98
1084.81,98.62,32.09,1.99,3.98
1084.64,98.6,32.06,1.99,3.98
1084.47,98.59,32.05,1.99,3.98
1084.3,98.57,32.06,1.99,3.98
1084.13,98.56,32.07,1.99,3.98
1083.96,98.54,32.05,1.99,3.98
1083.79,98.53,32.05,1.99,3.98
1083.62,98.51,32.04,1.99,3.98
1083.45,98.49,32.06,1.99,3.98
1083.28,98.48,32.06,1.99,3.98
1083.11,98.46,32.02,1.99,3.98
1082.93,98.45,32.07,1.99,3.98
1082.76,98.43,32.05,1.99,3.98
1082.59,98.42,32.06,1.99,3.98
1082.42,98.4,32.05,1.99,3.98
1082.25,98.39,32.05,1.99,3.98
1082.08,98.37,32.05,1.99,3.98
1081.91,98.36,32.05,1.99,3.98
1081.74,98.34,32.03,1.99,3.98
1081.57,98.32,32.05,1.99,3.98
1081.4,98.31,32.02,1.99,3.98
1081.23,98.29,32.03,1.99,3.98
1081.06,98.28,32.02,1.99,3.98
1080.89,98.26,32.02,1.99,3.98
1080.72,98.25,32.02,1.99,3.98
1080.55,98.23,32.03,1.99,3.98
1080.37,98.22,32.02,1.99,3.98
1080.2,98.2,32.02,1.99,3.98
1080.03,98.18,31.99,1.99,3.98
1079.86,98.17,31.99,1.99,3.98
1079.69,98.15,32.01,1.99,3.98
1079.52,98.14,32.01,1.99,3.98
1079.35,98.12,31.99,1.99,3.98
1079.18,98.11,31.99,1.99,3.98
1079.01,98.09,32,1.99,3.98
1078.84,98.08,31.99,1.99,3.98
1078.67,98.06,32,1.99,3.98
1078.5,98.04,31.99,1.99,3.98
1078.33,98.03,32,1.99,3.98
1078.16,98.01,32.17,2,4
1077.99,98,32.2,2,4
1077.81,97.98,32.21,2,4
1077.64,97.97,32.21,2,4
1077.47,97.95,32.18,2,4
1077.3,97.94,32.19,2,4
1077.13,97.92,32.18,2,4
1076.96,97.91,32.19,2,4
1076.79,97.89,32.18,2,4
1076.62,97.87,32.16,2,4
1076.45,97.86,32.19,2,4
1076.28,97.84,32.18,2,4
1076.11,97.83,32.16,2,4
1075.94,97.81,32.18,2,4
1075.77,97.8,32.17,2,4
1075.6,97.78,32.16,2,4
1075.43,97.77,32.17,2,4
1075.26,97.75,32.17,2,4
1075.08,97.73,32.19,2,4
1074.91,97.72,32.17,2,4
1074.74,97.7,32.15,2,4
1074.57,97.69,32.17,2,4
1074.4,97.67,32.15,2,4
1074.23,97.66,32.16,2,4
1074.06,97.64,32.15,2,4
1073.89,97.63,32.13,2,4
1073.72,97.61,32.13,2,4
1073.55,97.59,32.15,2,4
1073.38,97.58,32.14,2,4
1073.21,97.56,32.14,2,4
1073.04,97.55,32.15,2,4
1072.87,97.53,32.13,2,4
1072.7,97.52,32.12,2,4
1072.52,97.5,32.11,2,4
1072.35,97.49,32.12,2,4
1072.18,97.47,32.1,2,4
1072.01,97.46,32.1,2,4
1071.84,97.44,32.08,2,4
1071.67,97.42,32.07,2,4
1071.5,97.41,32.06,2,4
1071.33,97.39,32.06,2,4
1071.16,97.38,32.06,2,4
1070.99,97.36,32.06,2,4
1070.82,97.35,32.05,2,4
1070.65,97.33,32.06,2,4
1070.48,97.32,32.05,2,4
1070.31,97.3,31.95,2,4
1070.14,97.28,32.06,2,4
