capacity,soc,current,half_voltage,final_voltage
1200,100,35.82,1.95,3.9
1199.83,99.99,35.83,1.95,3.9
1199.66,99.97,35.83,1.95,3.9
1199.49,99.96,35.82,1.95,3.9
1199.32,99.94,35.81,1.95,3.9
1199.15,99.93,35.8,1.95,3.9
1198.98,99.91,35.79,1.95,3.9
1198.81,99.9,35.79,1.95,3.9
1198.63,99.89,35.77,1.95,3.9
1198.46,99.87,35.75,1.95,3.9
1198.29,99.86,35.73,1.95,3.9
1198.12,99.84,35.73,1.95,3.9
1197.95,99.83,35.71,1.95,3.9
1197.78,99.82,35.71,1.95,3.9
1197.61,99.8,35.7,1.95,3.9
1197.44,99.79,35.69,1.95,3.9
1197.27,99.77,35.66,1.95,3.9
1197.1,99.76,35.66,1.95,3.9
1196.93,99.74,35.65,1.95,3.9
1196.76,99.73,35.65,1.95,3.9
1196.59,99.72,35.63,1.95,3.9
1196.42,99.7,35.64,1.95,3.9
1196.25,99.69,35.6,1.95,3.9
1196.07,99.67,35.61,1.95,3.9
1195.9,99.66,35.58,1.95,3.9
1195.73,99.64,35.61,1.94,3.88
1195.56,99.63,35.57,1.94,3.88
1195.39,99.62,35.57,1.94,3.88
1195.22,99.6,35.55,1.94,3.88
1195.05,99.59,35.56,1.94,3.88
1194.88,99.57,35.55,1.94,3.88
1194.71,99.56,35.52,1.94,3.88
1194.54,99.54,35.53,1.94,3.88
1194.37,99.53,35.51,1.94,3.88
1194.2,99.52,35.51,1.94,3.88
1194.03,99.5,35.49,1.94,3.88
1193.86,99.49,35.49,1.94,3.88
1193.69,99.47,35.47,1.94,3.88
1193.52,99.46,35.47,1.94,3.88
1193.34,99.45,35.47,1.94,3.88
1193.17,99.43,35.46,1.94,3.88
1193,99.42,35.44,1.94,3.88
1192.83,99.4,35.46,1.96,3.92
1192.66,99.39,35.44,1.94,3.88
1192.49,99.37,35.42,1.94,3.88
1192.32,99.36,35.43,1.94,3.88
1192.15,99.35,35.41,1.94,3.88
1191.98,99.33,35.41,1.94,3.88
1191.81,99.32,35.41,1.93,3.86
1191.64,99.3,35.37,1.94,3.88
1191.47,99.29,35.37,1.93,3.86
1191.3,99.27,35.37,1.93,3.86
1191.13,99.26,35.37,1.93,3.86
1190.96,99.25,35.36,1.94,3.88
1190.78,99.23,35.36,1.93,3.86
1190.61,99.22,35.35,1.93,3.86
1190.44,99.2,35.34,1.93,3.86
1190.27,99.19,35.34,1.93,3.86
1190.1,99.18,35.31,1.93,3.86
1189.93,99.16,35.31,1.93,3.86
1189.76,99.15,35.3,1.93,3.86
1189.59,99.13,35.29,1.93,3.86
1189.42,99.12,35.28,1.93,3.86
1189.25,99.1,35.29,1.93,3.86
1189.08,99.09,35.28,1.93,3.86
1188.91,99.08,35.27,1.93,3.86
1188.74,99.06,35.28,1.93,3.86
1188.57,99.05,35.28,1.93,3.86
1188.4,99.03,35.25,1.93,3.86
1188.22,99.02,35.25,1.93,3.86
1188.05,99,35.24,1.93,3.86
1187.88,98.99,35.25,1.93,3.86
1187.71,98.98,35.23,1.93,3.86
1187.54,98.96,35.23,1.93,3.86
1187.37,98.95,35.21,1.93,3.86
1187.2,98.93,35.2,1.93,3.86
1187.03,98.92,35.2,1.93,3.86
1186.86,98.9,35.19,1.93,3.86
1186.69,98.89,35.19,1.93,3.86
1186.52,98.88,35.18,1.93,3.86
1186.35,98.86,35.18,1.93,3.86
1186.18,98.85,35.16,1.93,3.86
1186.01,98.83,35.16,1.93,3.86
1185.84,98.82,35.15,1.93,3.86
1185.67,98.81,35.15,1.93,3.86
1185.49,98.79,35.14,1.93,3.86
1185.32,98.78,35.12,1.92,3.84
1185.15,98.76,35.1,1.92,3.84
1184.98,98.75,35.12,1.92,3.84
1184.81,98.73,35.11,1.92,3.84
1184.64,98.72,35.1,1.92,3.84
1184.47,98.71,35.1,1.92,3.84
1184.3,98.69,35.09,1.92,3.84
1184.13,98.68,35.08,1.94,3.88
1183.96,98.66,35.07,1.92,3.84
1183.79,98.65,35.07,1.92,3.84
1183.62,98.63,35.05,1.92,3.84
1183.45,98.62,35.04,1.92,3.84
1183.28,98.61,35.04,1.94,3.88
1183.11,98.59,35.04,1.92,3.84
1182.93,98.58,35.03,1.92,3.84
1182.76,98.56,35.02,1.92,3.84
1182.59,98.55,35.01,1.92,3.84
1182.42,98.54,35.01,1.92,3.84
1182.25,98.52,35,1.92,3.84
1182.08,98.51,35,1.92,3.84
1181.91,98.49,34.98,1.92,3.84
1181.74,98.48,34.97,1.92,3.84
1181.57,98.46,34.97,1.91,3.82
1181.4,98.45,34.95,1.91,3.82
1181.23,98.44,34.96,1.91,3.82
1181.06,98.42,34.96,1.91,3.82
1180.89,98.41,34.95,1.91,3.82
1180.72,98.39,34.95,1.92,3.84
1180.55,98.38,34.93,1.91,3.82
1180.37,98.36,34.93,1.91,3.82
1180.2,98.35,34.92,1.91,3.82
1180.03,98.34,34.92,1.91,3.82
1179.86,98.32,34.91,1.91,3.82
1179.69,98.31,34.91,1.91,3.82
1179.52,98.29,34.91,1.91,3.82
1179.35,98.28,34.88,1.91,3.82
1179.18,98.27,34.88,1.91,3.82
1179.01,98.25,34.88,1.91,3.82
1178.84,98.24,34.87,1.91,3.82
1178.67,98.22,34.86,1.91,3.82
1178.5,98.21,34.87,1.91,3.82
1178.33,98.19,34.87,1.91,3.82
1178.16,98.18,34.87,1.91,3.82
1177.99,98.17,34.86,1.91,3.82
1177.81,98.15,34.83,1.91,3.82
1177.64,98.14,34.83,1.9,3.8
1177.47,98.12,34.81,1.91,3.82
1177.3,98.11,34.82,1.9,3.8
1177.13,98.09,34.82,1.91,3.82
1176.96,98.08,34.81,1.91,3.82
1176.79,98.07,34.8,1.91,3.82
1176.62,98.05,34.8,1.9,3.8
1176.45,98.04,34.78,1.91,3.82
1176.28,98.02,34.79,1.9,3.8
1176.11,98.01,34.79,1.9,3.8
1175.94,97.99,34.77,1.9,3.8
1175.77,97.98,34.77,1.9,3.8
1175.6,97.97,34.76,1.9,3.8
1175.43,97.95,34.76,1.9,3.8
1175.26,97.94,34.74,1.9,3.8
1175.08,97.92,34.73,1.9,3.8
1174.91,97.91,34.73,1.92,3.84
1174.74,97.9,34.74,1.9,3.8
