capacity,soc,current,half_voltage,final_voltage
1000,100,51.29,1.92,3.84
999.83,99.98,51.35,1.92,3.84
999.66,99.97,51.35,1.92,3.84
999.49,99.95,51.46,1.92,3.84
999.32,99.93,51.5,1.92,3.84
999.15,99.91,51.48,1.92,3.84
998.98,99.9,51.57,1.92,3.84
998.81,99.88,51.63,1.92,3.84
998.63,99.86,51.65,1.93,3.86
998.46,99.85,51.63,1.92,3.84
998.29,99.83,51.62,1.92,3.84
998.12,99.81,51.67,1.93,3.86
997.95,99.8,51.68,1.92,3.84
997.78,99.78,51.69,1.93,3.86
997.61,99.76,51.71,1.92,3.84
997.44,99.74,51.71,1.93,3.86
997.27,99.73,51.7,1.92,3.84
997.1,99.71,51.67,1.92,3.84
996.93,99.69,51.68,1.92,3.84
996.76,99.68,51.68,1.92,3.84
996.59,99.66,51.68,1.92,3.84
996.42,99.64,51.7,1.92,3.84
996.25,99.62,51.68,1.92,3.84
996.07,99.61,51.7,1.92,3.84
995.9,99.59,51.7,1.92,3.84
995.73,99.57,51.69,1.92,3.84
995.56,99.56,51.69,1.92,3.84
995.39,99.54,51.68,1.92,3.84
995.22,99.52,51.68,1.92,3.84
995.05,99.51,51.69,1.92,3.84
994.88,99.49,51.7,1.92,3.84
994.71,99.47,51.69,1.92,3.84
994.54,99.45,51.67,1.92,3.84
994.37,99.44,51.7,1.92,3.84
994.2,99.42,51.69,1.92,3.84
994.03,99.4,51.66,1.92,3.84
993.86,99.39,51.69,1.92,3.84
993.69,99.37,51.64,1.92,3.84
993.52,99.35,51.63,1.92,3.84
993.34,99.33,51.65,1.92,3.84
993.17,99.32,51.62,1.92,3.84
993,99.3,51.62,1.92,3.84
992.83,99.28,51.62,1.92,3.84
992.66,99.27,51.64,1.92,3.84
992.49,99.25,51.62,1.92,3.84
992.32,99.23,51.64,1.92,3.84
992.15,99.21,51.63,1.92,3.84
991.98,99.2,51.61,1.92,3.84
991.81,99.18,51.61,1.92,3.84
991.64,99.16,51.63,1.92,3.84
991.47,99.15,51.62,1.92,3.84
991.3,99.13,51.64,1.92,3.84
991.13,99.11,51.66,1.92,3.84
990.96,99.1,51.66,1.92,3.84
990.78,99.08,51.66,1.92,3.84
990.61,99.06,51.65,1.92,3.84
990.44,99.04,51.64,1.92,3.84
990.27,99.03,51.65,1.92,3.84
990.1,99.01,51.63,1.92,3.84
989.93,98.99,51.65,1.92,3.84
