capacity,soc,current,half_voltage,final_voltage
1100,100,35.78,1.96,3.92
1099.83,99.98,35.76,1.96,3.92
1099.66,99.97,35.75,1.96,3.92
1099.49,99.95,35.73,1.96,3.92
1099.32,99.94,35.73,1.97,3.94
1099.15,99.92,35.72,1.97,3.94
1098.98,99.91,35.7,1.99,3.98
1098.81,99.89,35.68,2.1,4.2
1098.63,99.88,35.66,2.08,4.16
1098.46,99.86,35.64,2.09,4.18
1098.29,99.84,35.64,2.1,4.2
1098.12,99.83,35.64,2.08,4.16
1097.95,99.81,35.63,2.05,4.1
1097.78,99.8,35.63,2.02,4.04
1097.61,99.78,35.63,2.02,4.04
1097.44,99.77,35.61,2.05,4.1
1097.27,99.75,35.59,2.07,4.14
1097.1,99.74,35.6,2.07,4.14
1096.93,99.72,35.58,2.09,4.18
1096.76,99.71,35.58,2.08,4.16
1096.59,99.69,35.56,2.08,4.16
1096.42,99.67,35.54,2.14,4.28
1096.25,99.66,35.53,2.08,4.16
1096.07,99.64,35.56,2.02,4.04
1095.9,99.63,35.54,2,4
1095.73,99.61,35.55,1.98,3.96
1095.56,99.6,35.57,1.96,3.92
1095.39,99.58,35.54,1.96,3.92
1095.22,99.57,35.55,1.95,3.9
1095.05,99.55,35.55,1.95,3.9
1094.88,99.53,35.54,1.95,3.9
1094.71,99.52,35.54,1.95,3.9
1094.54,99.5,35.55,1.94,3.88
1094.37,99.49,35.52,1.94,3.88
1094.2,99.47,35.53,1.94,3.88
1094.03,99.46,35.53,1.94,3.88
1093.86,99.44,35.52,1.94,3.88
1093.69,99.43,35.53,1.94,3.88
1093.52,99.41,35.51,1.94,3.88
1093.34,99.39,35.52,1.93,3.86
1093.17,99.38,35.49,1.95,3.9
1093,99.36,35.51,1.93,3.86
1092.83,99.35,35.48,1.93,3.86
1092.66,99.33,35.51,1.93,3.86
1092.49,99.32,35.51,1.93,3.86
1092.32,99.3,35.48,1.93,3.86
1092.15,99.29,35.49,1.93,3.86
1091.98,99.27,35.47,1.93,3.86
1091.81,99.26,35.48,1.93,3.86
1091.64,99.24,35.48,1.93,3.86
1091.47,99.22,35.48,1.93,3.86
1091.3,99.21,35.48,1.93,3.86
1091.13,99.19,35.46,1.93,3.86
1090.96,99.18,35.46,1.93,3.86
1090.78,99.16,35.45,1.93,3.86
1090.61,99.15,35.46,1.93,3.86
1090.44,99.13,35.45,1.93,3.86
1090.27,99.12,35.46,1.93,3.86
1090.1,99.1,35.44,1.95,3.9
1089.93,99.08,35.42,1.93,3.86
1089.76,99.07,35.43,1.93,3.86
1089.59,99.05,35.44,1.93,3.86
1089.42,99.04,35.44,1.93,3.86
1089.25,99.02,35.44,1.93,3.86
1089.08,99.01,35.44,1.93,3.86
1088.91,98.99,35.43,1.93,3.86
1088.74,98.98,35.42,1.93,3.86
1088.57,98.96,35.41,1.93,3.86
1088.4,98.94,35.42,1.93,3.86
1088.22,98.93,35.42,1.92,3.84
1088.05,98.91,35.41,1.92,3.84
1087.88,98.9,35.43,1.92,3.84
1087.71,98.88,35.41,1.92,3.84
1087.54,98.87,35.41,1.92,3.84
1087.37,98.85,35.41,1.92,3.84
1087.2,98.84,35.4,1.92,3.84
1087.03,98.82,35.38,1.92,3.84
1086.86,98.81,35.41,1.92,3.84
1086.69,98.79,35.4,1.92,3.84
1086.52,98.77,35.39,1.92,3.84
1086.35,98.76,35.39,1.92,3.84
1086.18,98.74,35.39,1.92,3.84
1086.01,98.73,35.36,1.92,3.84
1085.84,98.71,35.37,1.92,3.84
1085.67,98.7,35.38,1.92,3.84
1085.49,98.68,35.36,1.92,3.84
1085.32,98.67,35.38,1.92,3.84
1085.15,98.65,35.37,1.92,3.84
1084.98,98.63,35.36,1.92,3.84
1084.81,98.62,35.36,1.92,3.84
1084.64,98.6,35.36,1.92,3.84
1084.47,98.59,35.37,1.92,3.84
1084.3,98.57,35.36,1.92,3.84
1084.13,98.56,35.37,1.92,3.84
1083.96,98.54,35.37,1.92,3.84
1083.79,98.53,35.36,1.92,3.84
1083.62,98.51,35.35,1.92,3.84
1083.45,98.49,35.34,1.92,3.84
1083.28,98.48,35.35,1.92,3.84
1083.11,98.46,35.35,1.92,3.84
1082.93,98.45,35.34,1.92,3.84
1082.76,98.43,35.35,1.92,3.84
1082.59,98.42,35.34,1.92,3.84
1082.42,98.4,35.33,1.92,3.84
1082.25,98.39,35.33,1.92,3.84
1082.08,98.37,35.34,1.92,3.84
1081.91,98.36,35.33,1.92,3.84
1081.74,98.34,35.33,1.92,3.84
1081.57,98.32,35.33,1.94,3.88
1081.4,98.31,35.33,1.92,3.84
1081.23,98.29,35.31,1.92,3.84
1081.06,98.28,35.32,1.91,3.82
1080.89,98.26,35.31,1.91,3.82
1080.72,98.25,35.32,1.91,3.82
1080.55,98.23,35.32,1.91,3.82
1080.37,98.22,35.32,1.91,3.82
1080.2,98.2,35.29,1.91,3.82
1080.03,98.18,35.3,1.92,3.84
1079.86,98.17,35.3,1.91,3.82
1079.69,98.15,35.3,1.91,3.82
1079.52,98.14,35.3,1.91,3.82
1079.35,98.12,35.29,1.91,3.82
1079.18,98.11,35.31,1.91,3.82
1079.01,98.09,35.29,1.91,3.82
1078.84,98.08,35.31,1.91,3.82
1078.67,98.06,35.27,1.91,3.82
1078.5,98.04,35.27,1.91,3.82
1078.33,98.03,35.28,1.91,3.82
1078.16,98.01,35.28,1.91,3.82
1077.99,98,35.28,1.94,3.88
1077.81,97.98,35.28,1.91,3.82
1077.64,97.97,35.26,1.91,3.82
1077.47,97.95,35.26,1.91,3.82
1077.3,97.94,35.25,1.91,3.82
1077.13,97.92,35.28,1.91,3.82
1076.96,97.91,35.27,1.91,3.82
1076.79,97.89,35.27,1.91,3.82
1076.62,97.87,35.23,1.91,3.82
1076.45,97.86,35.26,1.91,3.82
1076.28,97.84,35.26,1.91,3.82
