capacity,soc,current,half_voltage,final_voltage
1100,100,46.77,1.89,3.78
1099.83,99.98,47.39,1.89,3.78
1099.66,99.97,47.44,1.88,3.76
1099.49,99.95,47.15,1.89,3.78
1099.32,99.94,47.05,1.89,3.78
1099.15,99.92,46.86,1.89,3.78
1098.98,99.91,46.61,1.9,3.8
1098.81,99.89,47.2,1.9,3.8
1098.63,99.88,47.7,1.9,3.8
1098.46,99.86,47.85,1.9,3.8
1098.29,99.84,47.91,1.9,3.8
1098.12,99.83,47.75,1.9,3.8
1097.95,99.81,47.74,1.9,3.8
1097.78,99.8,47.67,1.9,3.8
1097.61,99.78,47.6,1.9,3.8
1097.44,99.77,47.65,1.9,3.8
1097.27,99.75,47.7,1.9,3.8
1097.1,99.74,47.72,1.9,3.8
1096.93,99.72,47.76,1.9,3.8
1096.76,99.71,47.69,1.9,3.8
1096.59,99.69,47.63,1.9,3.8
1096.42,99.67,47.66,1.9,3.8
1096.25,99.66,47.65,1.9,3.8
1096.07,99.64,47.66,1.9,3.8
1095.9,99.63,47.69,1.9,3.8
1095.73,99.61,47.73,1.89,3.78
1095.56,99.6,47.75,1.89,3.78
1095.39,99.58,47.74,1.9,3.8
1095.22,99.57,47.72,1.9,3.8
1095.05,99.55,47.74,1.9,3.8
1094.88,99.53,47.76,1.9,3.8
1094.71,99.52,47.75,1.9,3.8
1094.54,99.5,47.77,1.9,3.8
1094.37,99.49,47.75,1.9,3.8
1094.2,99.47,47.74,1.9,3.8
1094.03,99.46,47.72,1.9,3.8
1093.86,99.44,47.7,1.9,3.8
1093.69,99.43,47.68,1.9,3.8
1093.52,99.41,47.69,1.9,3.8
1093.34,99.39,47.69,1.9,3.8
1093.17,99.38,47.69,1.9,3.8
1093,99.36,47.7,1.9,3.8
1092.83,99.35,47.7,1.9,3.8
1092.66,99.33,47.69,1.9,3.8
1092.49,99.32,47.72,1.9,3.8
1092.32,99.3,47.7,1.9,3.8
1092.15,99.29,47.7,1.89,3.78
1091.98,99.27,47.71,1.89,3.78
1091.81,99.26,47.7,1.89,3.78
1091.64,99.24,47.7,1.89,3.78
1091.47,99.22,47.66,1.89,3.78
1091.3,99.21,47.65,1.89,3.78
1091.13,99.19,47.62,1.89,3.78
1090.96,99.18,47.61,1.89,3.78
1090.78,99.16,47.6,1.89,3.78
1090.61,99.15,47.58,1.89,3.78
1090.44,99.13,47.61,1.89,3.78
1090.27,99.12,47.59,1.89,3.78
1090.1,99.1,47.58,1.89,3.78
1089.93,99.08,47.62,1.9,3.8
1089.76,99.07,47.59,1.9,3.8
1089.59,99.05,47.61,1.9,3.8
1089.42,99.04,47.68,1.9,3.8
1089.25,99.02,47.71,1.9,3.8
1089.08,99.01,47.7,1.9,3.8
1088.91,98.99,47.68,1.9,3.8
