capacity,soc,current,half_voltage,final_voltage
1100,100,92.87,2.04,4.08
1099.83,99.98,93.39,2.04,4.08
1099.66,99.97,93.41,2.04,4.08
1099.49,99.95,93.85,2.04,4.08
1099.32,99.94,94.27,2.04,4.08
1099.15,99.92,94.71,2.04,4.08
1098.98,99.91,94.86,2.04,4.08
1098.81,99.89,94.75,2.04,4.08
1098.63,99.88,95.26,2.04,4.08
1098.46,99.86,94.97,2.04,4.08
1098.29,99.84,94.39,2.04,4.08
1098.12,99.83,94.2,2.04,4.08
1097.95,99.81,94.02,2.04,4.08
1097.78,99.8,93.95,2.04,4.08
1097.61,99.78,93.74,2.04,4.08
1097.44,99.77,93.56,2.04,4.08
1097.27,99.75,93.63,2.04,4.08
1097.1,99.74,93.75,2.04,4.08
1096.93,99.72,93.9,2.04,4.08
1096.76,99.71,93.67,2.04,4.08
1096.59,99.69,93.47,2.04,4.08
1096.42,99.67,92.84,2.04,4.08
1096.25,99.66,93.34,2.04,4.08
1096.07,99.64,92.83,2.04,4.08
1095.9,99.63,92.58,2.04,4.08
1095.73,99.61,92.83,2.04,4.08
1095.56,99.6,92.89,2.04,4.08
1095.39,99.58,93.18,2.04,4.08
1095.22,99.57,93.6,2.04,4.08
1095.05,99.55,93.66,2.04,4.08
1094.88,99.53,93.46,2.03,4.06
1094.71,99.52,93.24,2.03,4.06
1094.54,99.5,93.42,2.03,4.06
1094.37,99.49,93.27,2.03,4.06
1094.2,99.47,93.34,2.03,4.06
1094.03,99.46,93.25,2.03,4.06
1093.86,99.44,93.22,2.03,4.06
1093.69,99.43,93.15,2.03,4.06
1093.52,99.41,93.2,2.03,4.06
1093.34,99.39,93.32,2.03,4.06
1093.17,99.38,93.36,2.03,4.06
1093,99.36,93.25,2.03,4.06
1092.83,99.35,93.26,2.03,4.06
1092.66,99.33,93.24,2.04,4.08
1092.49,99.32,93.28,2.03,4.06
1092.32,99.3,93.43,2.03,4.06
1092.15,99.29,93.51,2.03,4.06
1091.98,99.27,93.49,2.03,4.06
1091.81,99.26,93.58,2.03,4.06
1091.64,99.24,93.51,2.03,4.06
1091.47,99.22,93.51,2.04,4.08
1091.3,99.21,93.54,2.03,4.06
1091.13,99.19,93.53,2.03,4.06
1090.96,99.18,93.59,2.04,4.08
1090.78,99.16,93.61,2.04,4.08
1090.61,99.15,93.65,2.04,4.08
1090.44,99.13,93.73,2.03,4.06
1090.27,99.12,93.73,2.03,4.06
1090.1,99.1,93.74,2.04,4.08
1089.93,99.08,93.77,2.04,4.08
1089.76,99.07,93.84,2.04,4.08
1089.59,99.05,93.81,2.03,4.06
1089.42,99.04,93.99,2.03,4.06
1089.25,99.02,94.15,2.03,4.06
1089.08,99.01,94.19,2.03,4.06
1088.91,98.99,94.25,2.03,4.06
1088.74,98.98,94.31,2.03,4.06
1088.57,98.96,94.31,2.03,4.06
1088.4,98.94,94.27,2.03,4.06
1088.22,98.93,94.23,2.03,4.06
1088.05,98.91,94.23,2.03,4.06
1087.88,98.9,94.18,2.03,4.06
1087.71,98.88,94.16,2.03,4.06
1087.54,98.87,94.09,2.03,4.06
1087.37,98.85,94,2.03,4.06
1087.2,98.84,94.09,2.03,4.06
1087.03,98.82,94.12,2.03,4.06
1086.86,98.81,94.07,2.03,4.06
1086.69,98.79,94.01,2.03,4.06
1086.52,98.77,93.9,2.03,4.06
1086.35,98.76,93.95,2.03,4.06
1086.18,98.74,94.05,2.03,4.06
1086.01,98.73,94.09,2.03,4.06
1085.84,98.71,94.17,2.03,4.06
1085.67,98.7,94.07,2.03,4.06
1085.49,98.68,94,2.03,4.06
1085.32,98.67,94.05,2.03,4.06
1085.15,98.65,94.03,2.04,4.08
1084.98,98.63,94.02,2.04,4.08
1084.81,98.62,93.99,2.03,4.06
1084.64,98.6,93.95,2.03,4.06
1084.47,98.59,93.96,2.03,4.06
1084.3,98.57,94.02,2.03,4.06
1084.13,98.56,94.07,2.03,4.06
1083.96,98.54,94.05,2.03,4.06
1083.79,98.53,94.06,2.04,4.08
1083.62,98.51,94.06,2.03,4.06
1083.45,98.49,94.05,2.04,4.08
1083.28,98.48,94,2.03,4.06
1083.11,98.46,94.05,2.03,4.06
1082.93,98.45,94.01,2.03,4.06
1082.76,98.43,94,2.04,4.08
1082.59,98.42,93.99,2.04,4.08
1082.42,98.4,93.99,2.04,4.08
1082.25,98.39,93.98,2.04,4.08
1082.08,98.37,93.97,2.04,4.08
1081.91,98.36,94.03,2.04,4.08
1081.74,98.34,94.02,2.04,4.08
1081.57,98.32,93.99,2.04,4.08
1081.4,98.31,93.99,2.04,4.08
1081.23,98.29,93.99,2.04,4.08
1081.06,98.28,94.03,2.04,4.08
1080.89,98.26,94,2.04,4.08
1080.72,98.25,94.04,2.04,4.08
1080.55,98.23,94.05,2.04,4.08
1080.37,98.22,93.96,2.04,4.08
1080.2,98.2,93.95,2.04,4.08
1080.03,98.18,93.89,2.04,4.08
1079.86,98.17,93.89,2.04,4.08
1079.69,98.15,93.91,2.04,4.08
1079.52,98.14,93.86,2.04,4.08
1079.35,98.12,93.86,2.04,4.08
1079.18,98.11,93.81,2.04,4.08
1079.01,98.09,93.86,2.04,4.08
1078.84,98.08,93.86,2.04,4.08
1078.67,98.06,93.85,2.04,4.08
1078.5,98.04,93.78,2.04,4.08
1078.33,98.03,93.8,2.04,4.08
1078.16,98.01,93.81,2.04,4.08
1077.99,98,93.83,2.04,4.08
1077.81,97.98,93.87,2.04,4.08
1077.64,97.97,93.91,2.04,4.08
1077.47,97.95,93.86,2.04,4.08
1077.3,97.94,93.85,2.04,4.08
1077.13,97.92,93.91,2.04,4.08
1076.96,97.91,93.81,2.04,4.08
1076.79,97.89,93.86,2.04,4.08
1076.62,97.87,93.85,2.04,4.08
1076.45,97.86,93.78,2.04,4.08
1076.28,97.84,93.8,2.04,4.08
1076.11,97.83,93.77,2.04,4.08
1075.94,97.81,93.78,2.04,4.08
1075.77,97.8,93.78,2.04,4.08
1075.6,97.78,93.83,2.04,4.08
1075.43,97.77,93.88,2.04,4.08
1075.26,97.75,93.93,2.04,4.08
1075.08,97.73,93.94,2.04,4.08
1074.91,97.72,93.89,2.04,4.08
1074.74,97.7,93.93,2.04,4.08
1074.57,97.69,93.98,2.04,4.08
1074.4,97.67,94.04,2.04,4.08
1074.23,97.66,94.08,2.03,4.06
1074.06,97.64,94.08,2.03,4.06
1073.89,97.63,94.06,2.04,4.08
1073.72,97.61,94.06,2.04,4.08
1073.55,97.59,94.11,2.04,4.08
1073.38,97.58,94.12,2.04,4.08
1073.21,97.56,94.18,2.04,4.08
1073.04,97.55,94.22,2.04,4.08
1072.87,97.53,94.2,2.04,4.08
1072.7,97.52,94.25,2.04,4.08
1072.52,97.5,94.29,2.04,4.08
1072.35,97.49,94.32,2.04,4.08
1072.18,97.47,94.32,2.04,4.08
1072.01,97.46,94.34,2.04,4.08
1071.84,97.44,94.36,2.04,4.08
1071.67,97.42,94.37,2.04,4.08
1071.5,97.41,94.36,2.04,4.08
1071.33,97.39,94.37,2.03,4.06
1071.16,97.38,94.37,2.04,4.08
1070.99,97.36,94.34,2.04,4.08
1070.82,97.35,94.35,2.04,4.08
1070.65,97.33,94.37,2.03,4.06
1070.48,97.32,94.4,2.03,4.06
1070.31,97.3,94.41,2.04,4.08
1070.14,97.28,94.4,2.04,4.08
1069.96,97.27,94.45,2.04,4.08
1069.79,97.25,94.42,2.04,4.08
1069.62,97.24,94.38,2.03,4.06
1069.45,97.22,94.35,2.04,4.08
1069.28,97.21,94.36,2.04,4.08
1069.11,97.19,94.36,2.04,4.08
1068.94,97.18,94.35,2.04,4.08
1068.77,97.16,94.35,2.04,4.08
1068.6,97.14,94.31,2.03,4.06
1068.43,97.13,94.33,2.03,4.06
1068.26,97.11,94.33,2.03,4.06
1068.09,97.1,94.36,2.03,4.06
1067.92,97.08,94.35,2.03,4.06
1067.75,97.07,94.37,2.03,4.06
1067.58,97.05,94.35,2.04,4.08
1067.41,97.04,94.34,2.04,4.08
1067.23,97.02,94.35,2.04,4.08
1067.06,97,94.36,2.04,4.08
1066.89,96.99,94.34,2.03,4.06
1066.72,96.97,94.34,2.03,4.06
1066.55,96.96,94.33,2.03,4.06
1066.38,96.94,94.33,2.04,4.08
1066.21,96.93,94.31,2.04,4.08
1066.04,96.91,94.32,2.03,4.06
1065.87,96.9,94.31,2.03,4.06
1065.7,96.88,94.32,2.03,4.06
1065.53,96.87,94.42,2.03,4.06
1065.36,96.85,94.37,2.03,4.06
1065.19,96.83,94.4,2.03,4.06
1065.02,96.82,94.38,2.03,4.06
1064.85,96.8,94.39,2.03,4.06
1064.67,96.79,94.37,2.03,4.06
1064.5,96.77,94.35,2.03,4.06
1064.33,96.76,94.31,2.03,4.06
1064.16,96.74,94.27,2.03,4.06
1063.99,96.73,94.34,2.03,4.06
1063.82,96.71,94.35,2.03,4.06
1063.65,96.69,94.36,2.03,4.06
1063.48,96.68,94.37,2.03,4.06
1063.31,96.66,94.33,2.03,4.06
1063.14,96.65,94.36,2.03,4.06
1062.97,96.63,94.31,2.03,4.06
1062.8,96.62,94.34,2.03,4.06
1062.63,96.6,94.33,2.03,4.06
1062.46,96.59,94.33,2.03,4.06
1062.29,96.57,94.34,2.03,4.06
1062.11,96.55,94.33,2.03,4.06
1061.94,96.54,94.37,2.03,4.06
1061.77,96.52,94.32,2.03,4.06
1061.6,96.51,94.37,2.03,4.06
1061.43,96.49,94.34,2.03,4.06
1061.26,96.48,94.31,2.03,4.06
1061.09,96.46,94.32,2.03,4.06
1060.92,96.45,94.32,2.03,4.06
1060.75,96.43,94.29,2.03,4.06
1060.58,96.42,94.32,2.03,4.06
1060.41,96.4,94.3,2.03,4.06
1060.24,96.38,94.31,2.03,4.06
1060.07,96.37,94.31,2.03,4.06
1059.9,96.35,94.36,2.03,4.06
1059.73,96.34,94.32,2.03,4.06
1059.55,96.32,94.31,2.03,4.06
1059.38,96.31,94.32,2.03,4.06
1059.21,96.29,94.32,2.03,4.06
1059.04,96.28,94.32,2.03,4.06
1058.87,96.26,94.31,2.03,4.06
1058.7,96.24,94.31,2.03,4.06
1058.53,96.23,94.3,2.03,4.06
1058.36,96.21,94.3,2.03,4.06
1058.19,96.2,94.29,2.03,4.06
1058.02,96.18,94.27,2.03,4.06
1057.85,96.17,94.29,2.03,4.06
1057.68,96.15,94.28,2.03,4.06
1057.51,96.14,94.29,2.03,4.06
1057.34,96.12,94.27,2.03,4.06
1057.17,96.1,94.27,2.03,4.06
1057,96.09,94.27,2.03,4.06
1056.82,96.07,94.25,2.03,4.06
1056.65,96.06,94.25,2.03,4.06
1056.48,96.04,94.26,2.03,4.06
1056.31,96.03,94.26,2.03,4.06
1056.14,96.01,94.24,2.03,4.06
1055.97,96,94.28,2.03,4.06
1055.8,95.98,94.26,2.03,4.06
1055.63,95.97,94.23,2.03,4.06
1055.46,95.95,94.25,2.03,4.06
1055.29,95.93,94.26,2.03,4.06
1055.12,95.92,94.29,2.03,4.06
1054.95,95.9,94.38,2.03,4.06
1054.78,95.89,94.41,2.03,4.06
1054.61,95.87,94.43,2.03,4.06
1054.44,95.86,94.44,2.03,4.06
1054.26,95.84,94.46,2.03,4.06
1054.09,95.83,94.44,2.03,4.06
1053.92,95.81,94.51,2.03,4.06
1053.75,95.79,94.52,2.03,4.06
1053.58,95.78,94.49,2.03,4.06
1053.41,95.76,94.48,2.03,4.06
1053.24,95.75,94.49,2.03,4.06
1053.07,95.73,94.48,2.03,4.06
1052.9,95.72,94.5,2.03,4.06
1052.73,95.7,94.48,2.03,4.06
1052.56,95.69,94.49,2.03,4.06
1052.39,95.67,94.49,2.03,4.06
1052.22,95.65,94.51,2.03,4.06
1052.05,95.64,94.51,2.03,4.06
1051.88,95.62,94.52,2.03,4.06
1051.7,95.61,94.5,2.03,4.06
1051.53,95.59,94.5,2.03,4.06
1051.36,95.58,94.5,2.03,4.06
1051.19,95.56,94.49,2.03,4.06
1051.02,95.55,94.53,2.03,4.06
1050.85,95.53,94.49,2.03,4.06
1050.68,95.52,94.45,2.03,4.06
1050.51,95.5,94.48,2.03,4.06
1050.34,95.48,94.51,2.03,4.06
1050.17,95.47,94.51,2.03,4.06
1050,95.45,94.48,2.03,4.06
1049.83,95.44,94.51,2.03,4.06
1049.66,95.42,94.5,2.03,4.06
1049.49,95.41,94.52,2.03,4.06
1049.32,95.39,94.52,2.03,4.06
1049.15,95.38,94.56,2.03,4.06
1048.97,95.36,94.54,2.03,4.06
1048.8,95.34,94.54,2.03,4.06
1048.63,95.33,94.56,2.03,4.06
1048.46,95.31,94.53,2.03,4.06
1048.29,95.3,94.55,2.03,4.06
1048.12,95.28,94.59,2.03,4.06
1047.95,95.27,94.59,2.03,4.06
1047.78,95.25,94.59,2.03,4.06
1047.61,95.24,94.6,2.03,4.06
1047.44,95.22,94.6,2.03,4.06
1047.27,95.2,94.61,2.03,4.06
1047.1,95.19,94.61,2.03,4.06
1046.93,95.17,94.6,2.03,4.06
1046.76,95.16,94.59,2.03,4.06
1046.59,95.14,94.62,2.03,4.06
1046.41,95.13,94.63,2.03,4.06
1046.24,95.11,94.61,2.03,4.06
1046.07,95.1,94.62,2.03,4.06
1045.9,95.08,94.61,2.03,4.06
1045.73,95.07,94.58,2.03,4.06
1045.56,95.05,94.61,2.03,4.06
1045.39,95.03,94.61,2.03,4.06
1045.22,95.02,94.63,2.03,4.06
1045.05,95,94.62,2.03,4.06
1044.88,94.99,94.62,2.03,4.06
1044.71,94.97,94.6,2.03,4.06
1044.54,94.96,94.61,2.03,4.06
1044.37,94.94,94.62,2.03,4.06
1044.2,94.93,94.62,2.03,4.06
1044.03,94.91,94.58,2.03,4.06
1043.85,94.89,94.62,2.03,4.06
1043.68,94.88,94.59,2.03,4.06
1043.51,94.86,94.59,2.03,4.06
1043.34,94.85,94.57,2.03,4.06
1043.17,94.83,94.58,2.03,4.06
1043,94.82,94.61,2.03,4.06
1042.83,94.8,94.64,2.03,4.06
1042.66,94.79,94.63,2.03,4.06
1042.49,94.77,94.61,2.03,4.06
1042.32,94.75,94.62,2.03,4.06
1042.15,94.74,94.6,2.03,4.06
1041.98,94.72,94.59,2.03,4.06
1041.81,94.71,94.59,2.03,4.06
1041.64,94.69,94.56,2.03,4.06
1041.47,94.68,94.56,2.03,4.06
1041.29,94.66,94.56,2.03,4.06
1041.12,94.65,94.56,2.03,4.06
1040.95,94.63,94.54,2.03,4.06
1040.78,94.62,94.59,2.03,4.06
1040.61,94.6,94.56,2.03,4.06
1040.44,94.58,94.55,2.03,4.06
1040.27,94.57,94.55,2.03,4.06
1040.1,94.55,94.53,2.03,4.06
1039.93,94.54,94.56,2.03,4.06
1039.76,94.52,94.55,2.03,4.06
1039.59,94.51,94.51,2.03,4.06
1039.42,94.49,94.5,2.03,4.06
1039.25,94.48,94.52,2.03,4.06
1039.08,94.46,94.48,2.03,4.06
1038.91,94.44,94.47,2.03,4.06
1038.74,94.43,94.5,2.03,4.06
1038.56,94.41,94.49,2.03,4.06
1038.39,94.4,94.47,2.03,4.06
1038.22,94.38,94.46,2.03,4.06
1038.05,94.37,94.5,2.03,4.06
1037.88,94.35,94.49,2.03,4.06
1037.71,94.34,94.46,2.03,4.06
1037.54,94.32,94.47,2.03,4.06
1037.37,94.3,94.47,2.03,4.06
1037.2,94.29,94.48,2.03,4.06
1037.03,94.27,94.49,2.03,4.06
1036.86,94.26,94.47,2.03,4.06
1036.69,94.24,94.47,2.03,4.06
1036.52,94.23,94.5,2.03,4.06
1036.35,94.21,94.49,2.03,4.06
1036.18,94.2,94.51,2.03,4.06
1036,94.18,94.52,2.03,4.06
1035.83,94.17,94.54,2.03,4.06
1035.66,94.15,94.5,2.03,4.06
1035.49,94.13,94.52,2.03,4.06
1035.32,94.12,94.5,2.03,4.06
1035.15,94.1,94.52,2.03,4.06
1034.98,94.09,94.51,2.03,4.06
