capacity,soc,current,half_voltage,final_voltage
999.83,98.98,140402.2,2,4
999.66,98.97,107.97,2.02,4.04
999.49,98.95,107.58,2.02,4.04
999.32,98.93,108.13,2.02,4.04
999.15,98.91,108.15,2.02,4.04
998.98,98.9,108.06,2.02,4.04
998.81,98.88,108.04,2.02,4.04
998.63,98.86,108.2,2.02,4.04
998.46,98.85,108.38,2.02,4.04
998.29,98.83,108.53,2.02,4.04
998.12,98.81,108.51,2.02,4.04
997.95,98.8,108.41,2.02,4.04
997.78,98.78,108.29,2.02,4.04
997.61,98.76,108.33,2.02,4.04
997.44,98.74,108.26,2.02,4.04
997.27,98.73,108.1,2.02,4.04
997.1,98.71,108,2.02,4.04
996.93,98.69,107.95,2.02,4.04
996.76,98.68,107.96,2.02,4.04
996.59,98.66,107.98,2.02,4.04
996.42,98.64,108.03,2.02,4.04
996.25,98.62,107.99,2.02,4.04
996.07,98.61,107.9,2.02,4.04
995.9,98.59,107.93,2.02,4.04
995.73,98.57,107.76,2.02,4.04
995.56,98.56,107.47,2.02,4.04
995.39,98.54,107.23,2.02,4.04
995.22,98.52,106.89,2.02,4.04
995.05,98.51,107.72,2.01,4.02
994.88,98.49,108.36,1.99,3.98
994.71,98.47,107.4,2,4
994.54,98.45,107.77,1.99,3.98
994.37,98.44,107.69,1.99,3.98
994.2,98.42,107.57,1.99,3.98
994.03,98.4,107.66,1.99,3.98
993.86,98.39,107.8,1.99,3.98
993.69,98.37,107.56,1.99,3.98
993.52,98.35,107.16,1.99,3.98
993.34,98.33,107.02,1.99,3.98
993.17,98.32,106.86,1.99,3.98
993,98.3,106.5,1.98,3.96
992.83,98.28,106.18,1.98,3.96
992.66,98.27,106.15,1.98,3.96
992.49,98.25,106.35,1.98,3.96
992.32,98.23,106.19,1.98,3.96
992.15,98.21,106.08,1.98,3.96
991.98,98.2,106.25,1.98,3.96
991.81,98.18,106.48,1.98,3.96
991.64,98.16,106.79,1.98,3.96
991.47,98.15,106.99,1.98,3.96
991.3,98.13,106.96,1.98,3.96
991.13,98.11,106.98,1.98,3.96
990.96,98.1,106.94,1.98,3.96
990.78,98.08,106.87,1.98,3.96
990.61,98.06,106.86,1.98,3.96
990.44,98.04,106.94,1.98,3.96
990.27,98.03,106.94,1.98,3.96
990.1,98.01,106.86,1.98,3.96
989.93,97.99,107.02,1.98,3.96
989.76,97.98,107.06,1.98,3.96
989.59,97.96,107,1.98,3.96
989.42,97.94,106.85,1.98,3.96
989.25,97.92,106.8,1.98,3.96
989.08,97.91,106.61,1.98,3.96
988.91,97.89,106.01,1.98,3.96
988.74,97.87,106.31,1.98,3.96
988.57,97.86,106.48,1.98,3.96
988.4,97.84,106.5,1.98,3.96
988.22,97.82,106.39,1.98,3.96
988.05,97.81,106.45,1.98,3.96
987.88,97.79,106.65,1.97,3.94
987.71,97.77,106.77,1.97,3.94
987.54,97.75,106.89,1.97,3.94
987.37,97.74,107.01,1.97,3.94
987.2,97.72,107.11,1.97,3.94
987.03,97.7,107.09,1.97,3.94
986.86,97.69,107.06,1.97,3.94
986.69,97.67,106.91,1.97,3.94
986.52,97.65,106.67,1.97,3.94
986.35,97.63,106.41,1.97,3.94
986.18,97.62,106.75,1.97,3.94
986.01,97.6,107.08,1.97,3.94
985.84,97.58,107.21,1.97,3.94
985.67,97.57,107.17,1.97,3.94
985.49,97.55,107.66,1.97,3.94
985.32,97.53,107.89,1.97,3.94
985.15,97.52,108.1,1.97,3.94
984.98,97.5,108.03,1.97,3.94
984.81,97.48,107.95,1.97,3.94
984.64,97.46,107.88,1.97,3.94
984.47,97.45,107.73,1.97,3.94
984.3,97.43,107.48,1.97,3.94
984.13,97.41,107.39,1.97,3.94
983.96,97.4,107.29,1.97,3.94
983.79,97.38,107.08,1.97,3.94
983.62,97.36,107.2,1.97,3.94
983.45,97.34,106.97,1.97,3.94
983.28,97.33,106.82,1.97,3.94
983.11,97.31,106.57,1.97,3.94
982.93,97.29,106.63,1.97,3.94
982.76,97.28,106.29,1.97,3.94
982.59,97.26,106.16,1.97,3.94
982.42,97.24,106.29,1.97,3.94
982.25,97.23,106.57,1.97,3.94
982.08,97.21,106.46,1.97,3.94
981.91,97.19,106.41,1.97,3.94
981.74,97.17,106.49,1.97,3.94
981.57,97.16,106.37,1.97,3.94
