generation,units,dropout_rate,val_loss
0,118.1794352033802,0.11935500131054683,3.88417647627648e-05
0,120.8205647966198,0.26314178135890487,8.688453817740083e-05
0,60.0,0.13814254923989247,4.762527169077657e-05
0,45.0,0.6699324925486821,0.00031023318297229707
0,101.0,0.99,0.027329448610544205
0,86.0,0.03146485268696576,6.42579689156264e-05
0,61.297126204271265,0.23760856031959374,4.672548675443977e-05
0,77.70287379572873,0.5748415764954542,0.00010469599510543048
0,115.32385909615658,0.04980959842146068,5.508394315256737e-05
0,100.77566258975041,0.8413513996126549,0.00035016570473089814
1,120.8205647966198,0.26314178135890487,3.658906643977389e-05
1,86.0,0.03146485268696576,4.0010883822105825e-05
1,61.780882401713,0.2114252694996706,5.327059989213012e-05
1,59.516243802558265,0.1643258400598156,8.799794159131125e-05
1,115.32385909615658,0.04980959842146068,5.716230225516483e-05
1,61.297126204271265,0.23760856031959374,0.000105459381302353
1,61.297126204271265,0.23760856031959374,6.695873162243515e-05
1,60.0,0.13814254923989247,4.691773938247934e-05
1,118.1794352033802,0.11935500131054683,4.488250851863995e-05
1,60.0,0.13814254923989247,5.4775366152171046e-05
2,108.65231543496276,0.11935500131054681,4.045571404276416e-05
2,118.1794352033802,0.11935500131054681,4.651374547393061e-05
2,118.2479425623668,0.061079044524168735,4.838755921809934e-05
2,115.25535173716997,0.10808555520783877,4.787887155544013e-05
2,125.75371167969753,0.0,5.0478171033319086e-05
2,78.42572352368266,0.15196474966339873,3.630731225712225e-05
2,86.0,0.03146485268696576,3.989805554738268e-05
2,120.8205647966198,0.26314178135890487,0.00014264158380683511
2,125.03171067321469,0.27751594249886286,8.170797809725627e-05
2,55.78885412340512,0.12376838809993447,0.0001303444296354428
3,108.65231543496276,0.11935500131054681,4.885183079750277e-05
3,78.42572352368266,0.15196474966339873,7.044747326290235e-05
3,108.65231543496276,0.11935500131054681,4.4666037865681574e-05
3,118.2479425623668,0.061079044524168735,0.0001190945113194175
3,108.85744757777502,0.11935500131054681,5.073408465250395e-05
3,117.97430306056793,0.99,0.025959324091672897
3,87.00493238847014,0.010525601710737471,0.00013248767936602235
3,117.17450281491006,0.1402942522867751,6.184951053000987e-05
3,108.65231543496276,0.11935500131054681,3.743710112757981e-05
3,86.0,0.03146485268696576,5.354974928195588e-05
4,108.65231543496276,0.11935500131054681,5.811585651827045e-05
4,108.65231543496276,0.11935500131054681,0.0001050090286298655
4,108.65231543496276,0.11935500131054681,4.8802765377331525e-05
4,108.65231543496276,0.11935500131054681,4.770241503138095e-05
4,108.65231543496276,0.11935500131054681,5.927790334681049e-05
4,108.65231543496276,0.11935500131054681,4.634056313079782e-05
4,108.65231543496276,0.99,0.026010388508439064
4,108.65231543496276,0.11935500131054683,5.106870230520144e-05
4,78.42572352368266,0.15196474966339873,0.00010957750055240467
4,108.65231543496276,0.11935500131054681,4.8089012125274166e-05
